ID_Full	Locus	orig_Locus	ID	Haplotype	type	longest_ATG_ORF_aa	start_gene	genes_spanned	start_nt0	end_nt0	start_KCON_nt0	frame0	end_reason	sequence_bases	noncanonical_bases	alignment_path	regional_reach
HG01433_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01433	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01457_h1_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG01457	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01457_h2_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG01457	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01496_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01496	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01496_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01496	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01505_h2_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG01505	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01530_hap1_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01530	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01530_hap2_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01530	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01573_h2_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG01573	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01596_h2_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG01596	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01784_hap1_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01784	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01784_hap2_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01784	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01786_hap1_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01786	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01786_hap2_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01786	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01884_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01884	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01884_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01884	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01890_h1_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG01890	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01891_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01891	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01928_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01928	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01934_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01934	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01940_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01940	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01943_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01943	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01952_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01952	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01960_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01960	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01960_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01960	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01969_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01969	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01969_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01969	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01975_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01975	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01975_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01975	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01981_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01981	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01981_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01981	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG01993_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG01993	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02004_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02004	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02004_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02004	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02011_h1_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG02011	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02015_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02015	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02015_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02015	pat	type2	414	gag	gag	1862	3104	1870	2	stop_codon	9454	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02018_h1_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG02018	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02027_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02027	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02040_hap2_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02040	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02055_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02055	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02055_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02055	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02056_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02056	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02074_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02074	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02083_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02083	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02106_h1_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG02106	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02109_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02109	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02109_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02109	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9447	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02129_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02129	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02132_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02132	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02135_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02135	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02145_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02145	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02145_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02145	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02148_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02148	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02178_hap1_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02178	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02258_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02258	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02258_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02258	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02273_hap1_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02273	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02280_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02280	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02282_h1_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG02282	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02282_h2_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG02282	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02392_hap2_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02392	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9446	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02451_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02451	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02486_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02486	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02492_h1_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG02492	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02514_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02514	pat	type2	414	gag	gag	1862	3104	1870	2	stop_codon	9455	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02554_h1_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG02554	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02559_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02559	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02572_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02572	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02583_hap2_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02583	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02587_h1_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG02587	h1	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02587_h2_HML-2_5p13.3_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_5p13.3	HML-2_5p13.3	HG02587	h2	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02602_mat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02602	mat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02602_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02602	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9435	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
HG02615_pat_hprc_r2_v1.0.1_HML-2_5p13.3	HML-2_5p13.3	HML-2_5p13.3	HG02615	pat	type2	414	gag	gag	1852	3094	1870	1	stop_codon	9445	0	/cluster/tufts/coffinlab/dworst01/HML2_project/orf_analysis_combined/HML-2_5p13.3/HML-2_5p13.3_all_haplotypes_aligned_type2_KCON.fasta	gag only
