ID_Full	ID	Haplotype	Source_Identifier	original_locus	physical_locus	retained_alignment_candidates_at_original_slot	partition	reason	admitted_alignment	admitted_record
NA18952_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18952	h1	NA18952#1#CM089785.1:103283355-103293608	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18952_hap1
NA18952_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18952	h2	NA18952#2#JBHIJT010000040.1:11476772-11487025	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18959_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18959	h1	NA18959#1#JBKACA010000003.1:103845217-103855470	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18959_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18959	h2	NA18959#2#CM101572.1:102487387-102497619	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18959_hap2
NA18960_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18960	h1	NA18960#1#CM101528.1:103714618-103724872	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18960_hap1
NA18960_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18960	h2	NA18960#2#CM101556.1:104280846-104291099	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18960_hap2
NA18967_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18967	h1	NA18967#1#JBKABW010000003.1:103195266-103205520	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18967_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18967	h2	NA18967#2#CM101512.1:103684628-103694860	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18967_hap2
NA18970_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18970	h1	NA18970#1#CM101467.1:103577590-103587822	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18970_hap1
NA18970_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18970	h2	NA18970#2#CM101480.1:105933501-105943754	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18970_hap2
NA18971_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18971	h1	NA18971#1#JBHDWK010000073.1:8249057-8259289	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18971_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18971	h2	NA18971#2#JBHDWL010000004.1:12147902-12158156	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18974_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18974	h1	NA18974#1#CM089771.1:104297459-104307712	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18974_hap1
NA18974_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18974	h2	NA18974#2#CM089796.1:103313397-103323651	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18974_hap2
NA18976_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18976	h1	NA18976#1#JBHIJO010000059.1:10814963-10825217	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18976_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18976	h2	NA18976#2#JBHIJP010000046.1:11600972-11611204	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18982_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18982	h1	NA18982#1#CM101418.1:103760274-103770527	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18982_hap1
NA18982_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18982	h2	NA18982#2#JBKABT010000003.1:105173217-105183470	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18983_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA18983	h1	NA18983#1#JBHDWU010000013.1:8042580-8052834	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18983_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA18983	h2	NA18983#2#JBHDWV010000055.1:10787941-10798195	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA18989_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA18989	h1	NA18989#1#haplotype1-0000013#0:96953010-96992151	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18989_h1
NA18989_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA18989	h2	NA18989#2#haplotype2-0000138#0:96690043-96729186	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA18989_h2
NA19036_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19036	h1	NA19036#1#CM089724.1:104234533-104244787	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19036_hap1
NA19036_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19036	h2	NA19036#2#CM089738.1:104238740-104248993	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19036_hap2
NA19043_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19043	h1	NA19043#1#CM087044.1:106731336-106741590	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19043_hap1
NA19043_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19043	h2	NA19043#2#CM087070.1:105410214-105420468	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19043_hap2
NA19087_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19087	h1	NA19087#1#CM087693.1:103505489-103515743	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19087_hap1
NA19087_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19087	h2	NA19087#2#CM087705.1:103876004-103886236	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19087_hap2
NA19129_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19129	h1	NA19129#1#haplotype1-0000037#0:11476377-11515490	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19129_h1
NA19129_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19129	h2	NA19129#2#haplotype2-0000082#0:96747669-96786792	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19129_h2
NA19159_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19159	h1	NA19159#1#CM099941.1:103562306-103572538	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19159_hap1
NA19159_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19159	h2	NA19159#2#CM099960.1:104708974-104719206	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19159_hap2
NA19185_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19185	h1	NA19185#1#CM087721.1:107516978-107527210	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19185_hap1
NA19185_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19185	h2	NA19185#2#CM087738.1:106707751-106717999	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19185_hap2
NA19238_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19238	h1	NA19238#1#haplotype1-0000004#0:104101219-104140376	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19238_h1
NA19238_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19238	h2	NA19238#2#haplotype2-0000117#0:96938451-96977601	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19238_h2
NA19239_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19239	h1	NA19239#1#haplotype1-0000017#0:96604179-96643645	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19239_h1
NA19239_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19239	h2	NA19239#2#haplotype2-0000081#0:96780066-96819210	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19239_h2
NA19240_mat_hprc_r2_v1.0.1_HML-2_3q12.3	NA19240	mat	NA19240#2#JAHEOL020000027.1:13317422-13327690	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19240_pat_hprc_r2_v1.0.1_HML-2_3q12.3	NA19240	pat	NA19240#1#JAHEOM020000001.1:9989795-10000027	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19317_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19317	h1	NA19317#1#haplotype1-0000004#0:104604958-104644085	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19317_h1
NA19317_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19317	h2	NA19317#2#haplotype2-0000059#0:106111457-106150593	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19317_h2
NA19331_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19331	h1	NA19331#1#haplotype1-0000011#0:104726014-104765139	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19331_h1
NA19331_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19331	h2	NA19331#2#haplotype2-0000150#0:104078744-104118223	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19331_h2
NA19338_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19338	h1	NA19338#1#CM087755.1:104506785-104512708	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19338_hap1
NA19338_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19338	h2	NA19338#2#CM087772.1:104076904-104087136	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19338_hap2
NA19347_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19347	h1	NA19347#1#haplotype1-0000038#0:96751500-96790641	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19347_h1
NA19347_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19347	h2	NA19347#2#haplotype2-0000094#0:96761894-96801056	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19347_h2
NA19384_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19384	h1	NA19384#1#haplotype1-0000010#0:103329154-103368351	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19384_h1
NA19384_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19384	h2	NA19384#2#haplotype2-0000108#0:104182568-104222047	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19384_h2
NA19391_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19391	h1	NA19391#1#JBHDXV010000002.1:10113878-10124132	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19391_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19391	h2	NA19391#2#JBHDXW010000006.1:13284118-13294367	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19434_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19434	h1	NA19434#1#haplotype1-0000027#0:11016931-11056129	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19434_h1
NA19434_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19434	h2	NA19434#2#haplotype2-0000110#0:96759804-96798949	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19434_h2
NA19443_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19443	h1	NA19443#1#CM089446.1:106457841-106468073	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19443_hap1
NA19443_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19443	h2	NA19443#2#CM089460.1:103942290-103952543	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19443_hap2
NA19468_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19468	h1	NA19468#1#CM087817.1:105009040-105019293	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19468_hap1
NA19468_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19468	h2	NA19468#2#CM087832.1:105299843-105310096	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19468_hap2
NA19650_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19650	h1	NA19650#1#haplotype1-0000012#0:105140668-105179792	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19650_h1
NA19650_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19650	h2	NA19650#2#haplotype2-0000077#0:105027075-105066569	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19650_h2
NA19682_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19682	h1	NA19682#1#CM094148.1:105427448-105437702	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19682_hap1
NA19682_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19682	h2	NA19682#2#CM094162.1:104893978-104904231	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19682_hap2
NA19700_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19700	h1	NA19700#1#JBHIJE010000042.1:8026568-8036821	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19700_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19700	h2	NA19700#2#JBHIJF010000036.1:11385305-11395559	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19705_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19705	h1	NA19705#1#haplotype1-0000036#0:105407010-105446554	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19705_h1
NA19705_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19705	h2	NA19705#2#haplotype2-0000094#0:102807025-102837994	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19705_h2
NA19776_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19776	h1	NA19776#1#CM094009.1:106881478-106891710	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19776_hap1
NA19776_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19776	h2	NA19776#2#CM094046.1:102860519-102870772	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19776_hap2
NA19835_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19835	h1	NA19835#1#CM094023.1:107026448-107036696	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19835_hap1
NA19835_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19835	h2	NA19835#2#CM094033.1:104601150-104611403	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19835_hap2
NA19836_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19836	h1	NA19836#1#haplotype1-0000041#0:103185421-103224917	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19836_h1
NA19836_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19836	h2	NA19836#2#haplotype2-0000141#0:10961406-11000557	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19836_h2
NA19909_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA19909	h1	NA19909#1#JBIRDH010000039.1:19231126-19241375	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19909_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA19909	h2	NA19909#2#JBIRDI010000014.1:14617245-14627498	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA19983_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19983	h1	NA19983#1#haplotype1-0000025#0:96754986-96794156	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19983_h1
NA19983_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA19983	h2	NA19983#2#haplotype2-0000105#0:104105859-104145000	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA19983_h2
NA20129_mat_hprc_r2_v1.0.1_HML-2_3q12.3	NA20129	mat	NA20129#2#JAHEPD020000048.1:2995567-3005799	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20129_pat_hprc_r2_v1.0.1_HML-2_3q12.3	NA20129	pat	NA20129#1#JAHEPE020000017.1:8962211-8972443	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20282_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20282	h1	NA20282#1#JBIRDT010000050.1:103835354-103845607	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20282_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20282	h2	NA20282#2#CM094280.1:104737774-104748028	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20282_hap2
NA20346_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20346	h1	NA20346#1#JBIRDR010000011.1:10176868-10187122	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20346_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20346	h2	NA20346#2#CM094260.1:106744293-106754542	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20346_hap2
NA20355_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA20355	h1	NA20355#1#haplotype1-0000031#0:97036194-97075374	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20355_h1
NA20355_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA20355	h2	NA20355#2#haplotype2-0000164#0:96875473-96914600	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20355_h2
NA20503_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20503	h1	NA20503#1#JBKOQS010000001.1:105018222-105028475	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20503_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20503	h2	NA20503#2#CM102474.1:104575400-104585653	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20503_hap2
NA20509_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA20509	h1	NA20509#1#haplotype1-0000031#0:96498848-96537923	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20509_h1
NA20509_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA20509	h2	NA20509#2#haplotype2-0000105#0:96540302-96579759	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20509_h2
NA20752_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20752	h1	NA20752#1#JBJUVQ010000005.1:14659037-14669290	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20752_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20752	h2	NA20752#2#JBJUVR010000009.1:11147282-11157535	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20762_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20762	h1	NA20762#1#JBKOQW010000014.1:105339435-105349667	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20762_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20762	h2	NA20762#2#CM102526.1:104748315-104758547	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20762_hap2
NA20799_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20799	h1	NA20799#1#JBJKOE010000065.1:10490812-10501044	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20799_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20799	h2	NA20799#2#JBJKOF010000034.1:13720911-13731164	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20805_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20805	h1	NA20805#1#CM091885.1:103719705-103729958	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20805_hap1
NA20805_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20805	h2	NA20805#2#CM091896.1:101924289-101934521	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20805_hap2
NA20806_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20806	h1	NA20806#1#CM102439.1:103867821-103878074	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20806_hap1
NA20806_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20806	h2	NA20806#2#CM102493.1:103642904-103653157	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20806_hap2
NA20809_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20809	h1	NA20809#1#JBIRDZ010000064.1:11153097-11163350	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20809_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20809	h2	NA20809#2#JBIREA010000058.1:11554352-11564606	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20827_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20827	h1	NA20827#1#CM102541.1:104010040-104020293	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20827_hap1
NA20827_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20827	h2	NA20827#2#CM102561.1:104951675-104961928	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20827_hap2
NA20847_h1_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA20847	h1	NA20847#1#haplotype1-0000007#0:96882604-96921846	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20847_h1
NA20847_h2_HML-2_3q12.3_graph_hgsvc3-2024-02-23-mc-chm13	NA20847	h2	NA20847#2#haplotype2-0000105#0:96865350-96904497	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20847_h2
NA20850_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20850	h1	NA20850#1#JBIRDV010000044.1:6026467-6036720	3q12.3	3q12.3	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
NA20850_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20850	h2	NA20850#2#CM094304.1:106173752-106184005	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20850_hap2
NA20870_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20870	h1	NA20870#1#CM089696.1:103912914-103923167	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20870_hap1
NA20870_hap2_hprc_r2_v1.0.1_HML-2_3q12.3	NA20870	h2	NA20870#2#CM089710.1:102630026-102640279	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20870_hap2
NA20905_hap1_hprc_r2_v1.0.1_HML-2_3q12.3	NA20905	h1	NA20905#1#CM087472.1:104862635-104872867	3q12.3	3q12.3	1	admitted	unique_original_catalog_slot	3q12.3_carrier_kcon.aln.fa	NA20905_hap1
