alignment	record	candidate_ID_Full	Source_Identifier	physical_locus	source_path	source_fasta_sha256	exact_alignment_projection	source_available	source_alignment_metrics
21p13_carrier_kcon.aln.fa	HG04160_mat#c1	HG04160_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG04160#2#CM088454.1:16688-24356	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/HG04160_mat_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	f6b2929de4954fd5d530931e6f99a238298142e55932475655f0a3e178eac9e6	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=202D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	HG04160_mat#c1	HG04160_mat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG04160#2#JBHIGX010000058.1:14375-22043	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/HG04160_mat_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	f2d6053bf14d7f38b049cfa7bab9162338a28e45a6f1a8b3b91541a686dd8281	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D18=1X7=23D1=1X13=1X22=1X135=7D71=1D37=1X48=1X28=1X1=1D30=1D4=1X306=202D687=1X740=1X135=1X202=1X115=1X265=1X871=1D1275=1X514=13D156=1D249="", ""matching_bases"": 6193, ""mismatching_bases"": 15, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	HG04199_pat#c2	HG04199_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1	HG04199#1#JBHDTH010000060.1:15519-23187	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/HG04199_pat_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	bbc156e7ada7a444b6688787a3790ff8fc86aaff098264ed1f59b7eefcf36fe9	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D13=1X158=7D71=1D37=1X48=1X30=1D30=1D130=1X180=202D687=1X1195=1X265=1X871=1D229=1X176=1X868=1X460=1X53=13D156=1D249="", ""matching_bases"": 6197, ""mismatching_bases"": 11, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	HG04199_pat#c2	HG04199_pat_hprc_r2_v1.0.1_HML-2_21p13_alt2	HG04199#1#CM086788.1:12806-20474	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/HG04199_pat_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	60605194ac76f14d047b3025b9bdd8d296870e48233451a3dd14168863fb2083	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=202D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	HG04199_pat#c2	HG04199_pat_hprc_r2_v1.0.1_HML-2_21p13_alt3	HG04199#1#JBHDTH010000012.1:17829-25496	HML-2_acro_type2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/HG04199_pat_hprc_r2_v1.0.1_HML-2_21p13_alt3.fa	7efec5674a169ba632b04e4fa1706baac667f8a14f17fcfaeb7eaa3a206199df	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6568, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1X116=1D30=1D130=1X180=202D88=1X259=1X983=1X141=1X799=1X207=1X538=1D229=1X684=1X276=1X47=1X35=1X460=1X53=13D80=1X75=1D249="", ""matching_bases"": 6193, ""mismatching_bases"": 15, ""query_inserted_bases"": 0, ""omitted_source_bases"": 260, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18505_hap1#c1	NA18505_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18505#1#CM089865.1:15013-22681	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18505_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	d0b1144810e0377db1cabe719c9c80a63c464673248ab4112624ded2e8939871	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=202D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18505_hap1#c1	NA18505_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18505#1#JBHIJY010000055.1:16829-24497	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18505_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	846d6e8afeeca1939b54ffb55f13f5f844d0c4d7b04f18785be1bfcf069d0f76	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D3=1X8=1D48=8D28=23D36=1X135=7D71=1D37=1X48=1X30=1D30=1D4=1X306=202D286=1X400=1X180=1X695=1X318=1X265=1X72=1X798=1D132=1X273=1X639=1X228=1X167=1X191=1X100=1X53=13D156=1D249="", ""matching_bases"": 6189, ""mismatching_bases"": 19, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18522_hap2#c1	NA18522_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18522#2#CM087197.1:17205-24869	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18522_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	95738ce1cceb1bdcc257ef3e14d04d7abeae6f68fe165c64f3e635c9ef5c625e	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6565, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=198D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 257, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18522_hap2#c1	NA18522_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18522#2#JBHDWD010000050.1:17292-24956	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18522_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	76d9ee6707b0b4c506e5c20f56797e8f219116e6c99f70955e0036e5e52956c4	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6565, ""strand"": ""+"", ""cigar"": ""25=1X170=2X5=2D12=1D48=8D28=23D13=1X158=7D71=1D117=1D30=1D4=1X306=198D1564=1X1132=1X323=1D406=1X868=1X514=13D156=1D249="", ""matching_bases"": 6199, ""mismatching_bases"": 9, ""query_inserted_bases"": 0, ""omitted_source_bases"": 257, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18565_hap1#c1	NA18565_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18565#1#CM094328.1:14579-22251	HML-2_acro_type2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18565_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	2b8a34d351f50d5154bc1e709e67c8185f6970166ccffb490f83f266b0813294	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6573, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D26=23D174=7D71=1D117=1D30=1D311=206D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 265, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18565_hap1#c1	NA18565_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18565#1#JBIRDX010000019.1:10171-17843	HML-2_acro_type2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18565_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	3f59ecca5f11561bf840cc02ebea58cab5d22d063fd1c3b107578633895cfc1e	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6573, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D26=23D174=7D71=1D117=1D30=1D311=206D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 265, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18879_hap1#c3	NA18879_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18879#1#JBJUVM010000069.1:9591-17259	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18879_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	d074f68c68fdd0275758d5d23f389863b8cf6798659cb2e5559ea79f51fa9631	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D13=1X22=1X135=7D71=1D37=1X48=1X30=1D30=1D311=202D287=1X776=1X409=1X1079=1X195=1X270=1D406=1X507=1X875=13D156=1D58=1X28=1X1=1X2=1X13=1X3=1X70=1X67="", ""matching_bases"": 6190, ""mismatching_bases"": 18, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18879_hap1#c3	NA18879_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18879#1#JBJUVM010000063.1:19698-27366	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18879_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	f4dc9e826dd20d445c68fde9cc06f00c404709625e2a1483b1d1acba481f8d85	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D13=1X22=1X29=1X105=7D71=1D37=1X48=1X30=1D30=1D4=1X306=202D687=1X188=1X187=1X409=1X89=1X318=1X248=1X421=1X195=1X270=1D914=1X875=13D156=1D249="", ""matching_bases"": 6192, ""mismatching_bases"": 16, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18879_hap1#c3	NA18879_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt3	NA18879#1#CM099721.1:14929-22569	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18879_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt3.fa	b5442942351aa71124cee066015d67a36ec415d130b2344feff20706b49c0d55	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6541, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=174D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 233, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18940_hap2#c1	NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18940#2#CM101729.1:10311-17979	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	04cdeabcd826e4fe9c7830ad247e6a8dbd845e5c5b452df5a180efc081a6bea3	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=202D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18940_hap2#c1	NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18940#2#CM101728.1:11645-19306	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	7ae0ef3c0d6935f891e9565c940230cd0cf5f4cdf08ee07c77ae2c059783b2fe	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6562, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D26=23D1=1X13=1X158=7D71=1D37=1X48=1X30=1D30=1D4=1X125=1X180=198D687=1X876=1X318=1X265=1X871=1D255=3I432=1X584=1X460=1X53=13D156=1D249="", ""matching_bases"": 6192, ""mismatching_bases"": 13, ""query_inserted_bases"": 3, ""omitted_source_bases"": 257, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18940_hap2#c2	NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18940#2#CM101729.1:10311-17979	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	04cdeabcd826e4fe9c7830ad247e6a8dbd845e5c5b452df5a180efc081a6bea3	0	1	"[{""query_start"": 0, ""query_end"": 6205, ""query_bases"": 6205, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D26=23D1=1X13=1X158=7D71=1D37=1X48=1X30=1D30=1D4=1X125=1X180=202D687=1X876=1X318=1X265=1X871=1D255=3D432=1X584=1X460=1X53=13D156=1D249="", ""matching_bases"": 6192, ""mismatching_bases"": 13, ""query_inserted_bases"": 0, ""omitted_source_bases"": 264, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18940_hap2#c2	NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18940#2#CM101728.1:11645-19306	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18940_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	7ae0ef3c0d6935f891e9565c940230cd0cf5f4cdf08ee07c77ae2c059783b2fe	1	1	"[{""query_start"": 0, ""query_end"": 6205, ""query_bases"": 6205, ""source_start"": 100, ""source_end"": 6562, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=198D3021=1D1787=13D156=1D249="", ""matching_bases"": 6205, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 257, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18943_hap1#c1	NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18943#1#CM101669.1:13435-21095	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	cfa71e62483dc8d12344585b516606a8864278e3772beb311a4f6cf7dd39b360	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6561, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=194D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 253, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18943_hap1#c1	NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18943#1#CM101670.1:11280-18940	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	54ff0d31d7d9e8ca7653301cd232001357268e0cbe568e89591b2071a793ae59	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6561, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D36=1X135=7D71=1X103=1X12=1D30=1D311=195D54=1X83=1X18=1X86=1X42=1X21=1X300=1X296=1X566=1X1275=1X163=1X106=1D406=1X6=1X927=1X394=1X53=13D156=1D105=1X67=1X30=1X9=1X12=1X21="", ""matching_bases"": 6185, ""mismatching_bases"": 23, ""query_inserted_bases"": 0, ""omitted_source_bases"": 253, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18943_hap1#c2	NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18943#1#CM101669.1:13435-21095	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	cfa71e62483dc8d12344585b516606a8864278e3772beb311a4f6cf7dd39b360	0	1	"[{""query_start"": 0, ""query_end"": 6201, ""query_bases"": 6201, ""source_start"": 100, ""source_end"": 6561, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D36=1X135=7D70=2D104=1X12=1D30=1D304=200D55=1X83=1X18=1X86=1X42=1X21=1X300=1X296=1X566=1X1275=1X163=1X106=1D406=1X6=1X927=1X394=1X53=13D156=1D105=1X67=1X30=1X9=1X12=1X21="", ""matching_bases"": 6179, ""mismatching_bases"": 22, ""query_inserted_bases"": 0, ""omitted_source_bases"": 260, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18943_hap1#c2	NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18943#1#CM101670.1:11280-18940	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18943_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	54ff0d31d7d9e8ca7653301cd232001357268e0cbe568e89591b2071a793ae59	1	1	"[{""query_start"": 0, ""query_end"": 6201, ""query_bases"": 6201, ""source_start"": 100, ""source_end"": 6561, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D116=1D30=1D304=201D3022=1D1790=13D156=1D249="", ""matching_bases"": 6201, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 260, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18943_hap2	NA18943_hap2_hprc_r2_v1.0.1_HML-2_21p13	NA18943#2#CM101699.1:13062-20722	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18943_hap2_hprc_r2_v1.0.1_HML-2_21p13.fa	2041cca107a116553164c45d67bcf68b8858421d6ade9c29734f5e00dd0dd744	1	1	"[{""query_start"": 0, ""query_end"": 6201, ""query_bases"": 6201, ""source_start"": 100, ""source_end"": 6561, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D116=1D30=1D304=201D3022=1D1790=13D156=1D249="", ""matching_bases"": 6201, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 260, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18959_hap2#c1	NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18959#2#CM101584.1:5011060-5018720	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	1a56b94b653da4031fdcdea4775ebe484c952b2ab80dac71294d3415160331a6	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6561, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=194D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 253, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18959_hap2#c1	NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18959#2#CM101583.1:12934-20569	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	db2f312fdde92dba70ab776d23dbfc9a19154040689247bcf436d274ef32b6e0	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6536, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=198D2149=1X211=1X659=1D1239=29I522=13D156=1D249="", ""matching_bases"": 6177, ""mismatching_bases"": 2, ""query_inserted_bases"": 29, ""omitted_source_bases"": 257, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18959_hap2#c2	NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18959#2#CM101584.1:5011060-5018720	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	1a56b94b653da4031fdcdea4775ebe484c952b2ab80dac71294d3415160331a6	0	1	"[{""query_start"": 0, ""query_end"": 6179, ""query_bases"": 6179, ""source_start"": 100, ""source_end"": 6561, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=194D2149=1X211=1X659=1D1239=29D522=13D156=1D249="", ""matching_bases"": 6177, ""mismatching_bases"": 2, ""query_inserted_bases"": 0, ""omitted_source_bases"": 282, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18959_hap2#c2	NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18959#2#CM101583.1:12934-20569	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18959_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	db2f312fdde92dba70ab776d23dbfc9a19154040689247bcf436d274ef32b6e0	1	1	"[{""query_start"": 0, ""query_end"": 6179, ""query_bases"": 6179, ""source_start"": 100, ""source_end"": 6536, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=198D3021=1D1761=13D156=1D249="", ""matching_bases"": 6179, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 257, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18967_hap1#c1	NA18967_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18967#1#CM101508.1:15913-23589	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18967_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	6f05cddff9079780763f01f40f2fdf6a46fd8ea03722a01ba05051794fee8112	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6577, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D26=23D174=7D71=1D117=1D30=1D311=210D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 269, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18967_hap1#c1	NA18967_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18967#1#JBKABW010000028.1:19012-26676	HML-2_acro_type2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18967_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	918d1ba048a7e1e3b2050e33540d7652ea4f791e924d892b9902c40caf2c4d28	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6565, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D18=1X7=23D60=1X113=7D71=1D115=1D1=1X30=1D130=1X180=198D1428=1X338=1X1253=1D690=1X1045=1X53=13D156=1D249="", ""matching_bases"": 6200, ""mismatching_bases"": 8, ""query_inserted_bases"": 0, ""omitted_source_bases"": 257, ""exact"": 0}]"
21p13_carrier_kcon.aln.fa	NA18970_hap1	NA18970_hap1_hprc_r2_v1.0.1_HML-2_21p13	NA18970#1#CM101478.1:13065-20733	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18970_hap1_hprc_r2_v1.0.1_HML-2_21p13.fa	daf95d5fbbe345795cac5f41742aa3d8ea047821ef0df9aace051a1b1723e985	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6569, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D26=23D174=7D71=1D117=1D30=1D311=202D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 261, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18970_hap2#c1	NA18970_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA18970#2#CM101487.1:16583-24243	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18970_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1.fa	b4989a42e1a1e1893492b7f56896207d0f709d71f738d5c7cf585318bd7771b9	1	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6561, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=194D3021=1D1790=13D156=1D249="", ""matching_bases"": 6208, ""mismatching_bases"": 0, ""query_inserted_bases"": 0, ""omitted_source_bases"": 253, ""exact"": 1}]"
21p13_carrier_kcon.aln.fa	NA18970_hap2#c1	NA18970_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA18970#2#CM101492.1:12454-20114	HML-2_21p13	historical_source/Documents/HML2_project_data/processed_loci/HML-2_21p13/NA18970_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2.fa	c6c85aadd31915f5c97c1724efb3dee43fed0015724c226756815cef011190fc	0	1	"[{""query_start"": 0, ""query_end"": 6208, ""query_bases"": 6208, ""source_start"": 100, ""source_end"": 6561, ""strand"": ""+"", ""cigar"": ""203=2D12=1D48=8D28=23D172=7D71=1D117=1D30=1D311=194D1134=1X1886=1D1790=13D156=1D249="", ""matching_bases"": 6207, ""mismatching_bases"": 1, ""query_inserted_bases"": 0, ""omitted_source_bases"": 253, ""exact"": 0}]"
