region	focal_locus	focal_tip	candidate_locus	candidate_tip	patristic_distance	candidate_in_both_regions
Pol	10q24.2	10q24.2__hap1__n127	8q24.3c	8q24.3c__hap1__n138	0.10542873031668974	True
Pol	10q24.2	10q24.2__hap1__n127	1q24.1	1q24.1__hap1__n150	0.10571445016103444	True
Pol	10q24.2	10q24.2__hap1__n127	8q24.3c	8q24.3c__hap2__n113	0.10580722520211117	True
Pol	10q24.2	10q24.2__hap1__n127	14q32.33	14q32.33__hap1__n51	0.10599535647739627	True
Pol	10q24.2	10q24.2__hap1__n127	1p36.21a	1p36.21a__hap1__n166	0.10722562399713531	True
Pol	10q24.2	10q24.2__hap1__n127	1p36.21c	1p36.21c__hap1__n152	0.1073419982896326	True
Pol	10q24.2	10q24.2__hap1__n127	1p36.21c	1p36.21c__hap2__n96	0.10767002508622181	True
Pol	10q24.2	10q24.2__hap1__n127	1p36.21a	1p36.21a__hap2__n67	0.10773897969598399	True
Pol	10q24.2	10q24.2__hap1__n127	11p15.4	11p15.4__hap1__n207	0.10785148110031394	True
Pol	10q24.2	10q24.2__hap1__n127	11p15.4	11p15.4__hap2__n77	0.10800770851703202	True
Pol	10q24.2	10q24.2__hap1__n127	1p36.21b	1p36.21b__hap2__n44	0.10816491826688135	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1c	8p23.1c__hap1__n105	0.10952166982369382	True
Pol	10q24.2	10q24.2__hap1__n127	1p36.21b	1p36.21b__hap1__n195	0.10956530755560343	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1b	8p23.1b__hap2__n35	0.109586941322983	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1c	8p23.1c__hap2__n12	0.10991380473332252	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1d	8p23.1d__hap2__n31	0.10991701960263679	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1e	8p23.1e__hap1__n87	0.11016770593807378	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1d	8p23.1d__hap1__n58	0.11018682522197469	True
Pol	10q24.2	10q24.2__hap1__n127	4p16.3c	4p16.3c__hap2__n59	0.11022270435867747	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1b	8p23.1b__hap1__n41	0.11023473511366084	True
Pol	10q24.2	10q24.2__hap1__n127	14q32.33	14q32.33__hap2__n36	0.11042375168381884	True
Pol	10q24.2	10q24.2__hap1__n127	8p23.1e	8p23.1e__hap2__n39	0.11043463502752407	True
Pol	10q24.2	10q24.2__hap1__n127	4p16.3c	4p16.3c__hap1__n78	0.11135279089401424	True
Pol	10q24.2	10q24.2__hap1__n127	4q13.2	4q13.2__hap2__n37	0.11344643081239983	True
Pol	10q24.2	10q24.2__hap1__n127	Yp11.2	Yp11.2__hap1__n19	0.1138967173494651	False
Pol	10q24.2	10q24.2__hap1__n127	3p12.3	3p12.3__hap1__n129	0.11430377448087327	True
Pol	10q24.2	10q24.2__hap1__n127	4p16.1a	4p16.1a__hap1__n174	0.114412728586146	True
Pol	10q24.2	10q24.2__hap1__n127	4q35.2_hg38	4q35.2_hg38__hap1__n83	0.11441840032484567	True
Pol	10q24.2	10q24.2__hap1__n127	Yp11.2	Yp11.2__hap2__n17	0.11444075474996228	False
Pol	10q24.2	10q24.2__hap1__n127	4q35.2_hg38	4q35.2_hg38__hap2__n16	0.1148724644616721	True
Pol	10q24.2	10q24.2__hap1__n127	15p13a	15p13a__hap2__n5	0.11490181579110073	True
Pol	10q24.2	10q24.2__hap1__n127	21p13	21p13__hap2__n13	0.11498526874371583	True
Pol	10q24.2	10q24.2__hap1__n127	4q13.2	4q13.2__hap1__n147	0.11509200729120574	True
Pol	10q24.2	10q24.2__hap1__n127	4p16.1a	4p16.1a__hap2__n60	0.1153122839563076	True
Pol	10q24.2	10q24.2__hap1__n127	22p13	22p13__hap2__n6	0.11550144728650671	True
Pol	10q24.2	10q24.2__hap1__n127	15p13a	15p13a__hap1__n12	0.11572351265852629	True
Pol	10q24.2	10q24.2__hap1__n127	21p13	21p13__hap1__n28	0.11572673269900945	True
Pol	10q24.2	10q24.2__hap1__n127	4p16.3a	4p16.3a__hap1__n21	0.1159139506866168	True
Pol	10q24.2	10q24.2__hap1__n127	22p13	22p13__hap1__n14	0.11608079523737114	True
Pol	10q24.2	10q24.2__hap1__n127	9q34.11	9q34.11__hap1__n422	0.11611041272624491	True
Pol	10q24.2	10q24.2__hap1__n127	4p16.3a	4p16.3a__hap2__n13	0.11625590494146489	True
Pol	10q24.2	10q24.2__hap1__n127	9q34.11	9q34.11__hap2__n5	0.11650360359795749	True
Pol	10q24.2	10q24.2__hap1__n127	4p16.1b	4p16.1b__hap1__n96	0.11662415035792698	True
Pol	10q24.2	10q24.2__hap1__n127	9q34.3	9q34.3__hap2__n106	0.11746636309145969	True
Pol	10q24.2	10q24.2__hap1__n127	3p12.3	3p12.3__hap2__n56	0.11753838962891311	True
Pol	10q24.2	10q24.2__hap1__n127	4p16.1b	4p16.1b__hap2__n72	0.11763164718963433	True
Pol	10q24.2	10q24.2__hap1__n127	9q34.3	9q34.3__hap1__n201	0.11889352896577945	True
Pol	10q24.2	10q24.2__hap1__n127	19q13.12a	19q13.12a__hap2__n121	0.12020878689942373	False
Pol	10q24.2	10q24.2__hap1__n127	19q13.12a	19q13.12a__hap1__n277	0.12077820085882317	False
Pol	10q24.2	10q24.2__hap1__n127	11q12.1	11q12.1__hap2__n154	0.12537250467287533	False
Pol	10q24.2	10q24.2__hap1__n127	11q12.1	11q12.1__hap1__n200	0.12575461398912108	False
Pol	10q24.2	10q24.2__hap1__n127	8q11.21	8q11.21__hap2__n100	0.13073587923409738	True
Pol	10q24.2	10q24.2__hap1__n127	8q11.21	8q11.21__hap1__n126	0.1312356948742169	True
Pol	10q24.2	10q24.2__hap1__n127	6q11.1	6q11.1__hap1__n160	0.14064459361344264	True
Pol	10q24.2	10q24.2__hap1__n127	6q11.1	6q11.1__hap2__n105	0.14198875968665745	True
Pol	10q24.2	10q24.2__hap1__n127	20q11.22	20q11.22__hap2__n69	0.16398663378570963	False
Pol	10q24.2	10q24.2__hap1__n127	20q11.22	20q11.22__hap1__n142	0.1642042573509328	False
