window	group	locus_a	locus_b	jointly_called_bases	substitutions	p_distance
B4	Type II all	19p12b	5p13.3	1000	22	0.022
B4	Type II all	19p12b	6p21.1	999	106	0.1061061061061061
B4	Type II all	19p12b	6p22.1	1000	69	0.069
B4	Type II all	19p12b	6q14.1	995	12	0.012060301507537688
B4	Type II all	19p12b	7p22.1	1000	11	0.011
B4	Type II all	19p12b	8p23.1a_hg38	1000	14	0.014
B4	Type II all	19p12b	8p23.1b	999	97	0.0970970970970971
B4	Type II all	19p12b	8p23.1c	999	95	0.09509509509509509
B4	Type II all	19p12b	8p23.1d	999	95	0.09509509509509509
B4	Type II all	19p12b	8p23.1e	999	96	0.0960960960960961
B4	Type II all	19p12b	Xq21.33	1000	15	0.015
B4	Type II all	19q12	19q13.12b	991	54	0.054490413723511606
B4	Type II all	19q12	1p36.21b	993	112	0.11278952668680765
B4	Type II all	19q12	1p36.21c	995	105	0.10552763819095477
B4	Type II all	19q12	3p12.3	999	103	0.1031031031031031
B4	Type II all	19q12	3q21.2	1000	30	0.03
B4	Type II all	19q12	4p16.1a	1000	103	0.103
B4	Type II all	19q12	4p16.1b	995	110	0.11055276381909548
B4	Type II all	19q12	4p16.3c	995	107	0.10753768844221105
B4	Type II all	19q12	5p13.3	1000	16	0.016
B4	Type II all	19q12	6p21.1	999	104	0.1041041041041041
B4	Type II all	19q12	6p22.1	1000	62	0.062
B4	Type II all	19q12	6q14.1	995	14	0.01407035175879397
B4	Type II all	19q12	7p22.1	1000	13	0.013
B4	Type II all	19q12	8p23.1a_hg38	1000	20	0.02
B4	Type II all	19q12	8p23.1b	999	99	0.0990990990990991
B4	Type II all	19q12	8p23.1c	999	95	0.09509509509509509
B4	Type II all	19q12	8p23.1d	999	97	0.0970970970970971
B4	Type II all	19q12	8p23.1e	999	98	0.0980980980980981
B4	Type II all	19q12	Xq21.33	1000	15	0.015
B4	Type II all	19q13.12b	1p36.21b	984	105	0.10670731707317073
B4	Type II all	19q13.12b	1p36.21c	986	102	0.10344827586206896
B4	Type II all	19q13.12b	3p12.3	990	102	0.10303030303030303
B4	Type II all	19q13.12b	3q21.2	991	61	0.0615539858728557
B4	Type II all	19q13.12b	4p16.1a	991	105	0.10595358224016145
B4	Type II all	19q13.12b	4p16.1b	986	110	0.11156186612576065
B4	Type II all	19q13.12b	4p16.3c	986	107	0.10851926977687627
B4	Type II all	19q13.12b	5p13.3	991	51	0.05146316851664985
B4	Type II all	19q13.12b	6p21.1	990	100	0.10101010101010101
B4	Type II all	19q13.12b	6p22.1	991	50	0.050454086781029264
B4	Type II all	19q13.12b	6q14.1	986	55	0.055780933062880324
B4	Type II all	19q13.12b	7p22.1	991	56	0.056508577194752774
B4	Type II all	19q13.12b	8p23.1a_hg38	991	61	0.0615539858728557
B4	Type II all	19q13.12b	8p23.1b	990	99	0.1
B4	Type II all	19q13.12b	8p23.1c	990	91	0.09191919191919191
B4	Type II all	19q13.12b	8p23.1d	990	97	0.09797979797979799
B4	Type II all	19q13.12b	8p23.1e	990	98	0.09898989898989899
B4	Type II all	19q13.12b	Xq21.33	991	58	0.05852674066599395
B4	Type II all	1p36.21b	1p36.21c	993	13	0.013091641490433032
B4	Type II all	1p36.21b	3p12.3	992	82	0.08266129032258064
B4	Type II all	1p36.21b	3q21.2	993	123	0.12386706948640483
B4	Type II all	1p36.21b	4p16.1a	993	80	0.08056394763343404
B4	Type II all	1p36.21b	4p16.1b	988	81	0.08198380566801619
B4	Type II all	1p36.21b	4p16.3c	988	83	0.0840080971659919
B4	Type II all	1p36.21b	5p13.3	993	116	0.11681772406847936
B4	Type II all	1p36.21b	6p21.1	992	65	0.0655241935483871
B4	Type II all	1p36.21b	6p22.1	993	116	0.11681772406847936
B4	Type II all	1p36.21b	6q14.1	988	116	0.11740890688259109
B4	Type II all	1p36.21b	7p22.1	993	117	0.11782477341389729
B4	Type II all	1p36.21b	8p23.1a_hg38	993	120	0.12084592145015106
B4	Type II all	1p36.21b	8p23.1b	992	78	0.07862903225806452
B4	Type II all	1p36.21b	8p23.1c	992	76	0.07661290322580645
B4	Type II all	1p36.21b	8p23.1d	992	76	0.07661290322580645
B4	Type II all	1p36.21b	8p23.1e	992	76	0.07661290322580645
B4	Type II all	1p36.21b	Xq21.33	993	117	0.11782477341389729
B4	Type II all	1p36.21c	3p12.3	994	77	0.07746478873239436
B4	Type II all	1p36.21c	3q21.2	995	120	0.12060301507537688
B4	Type II all	1p36.21c	4p16.1a	995	75	0.07537688442211055
B4	Type II all	1p36.21c	4p16.1b	990	80	0.08080808080808081
B4	Type II all	1p36.21c	4p16.3c	990	78	0.07878787878787878
B4	Type II all	1p36.21c	5p13.3	995	109	0.10954773869346733
B4	Type II all	1p36.21c	6p21.1	994	61	0.0613682092555332
B4	Type II all	1p36.21c	6p22.1	995	111	0.11155778894472362
B4	Type II all	1p36.21c	6q14.1	990	109	0.1101010101010101
B4	Type II all	1p36.21c	7p22.1	995	110	0.11055276381909548
B4	Type II all	1p36.21c	8p23.1a_hg38	995	113	0.1135678391959799
B4	Type II all	1p36.21c	8p23.1b	994	73	0.07344064386317907
B4	Type II all	1p36.21c	8p23.1c	994	71	0.07142857142857142
B4	Type II all	1p36.21c	8p23.1d	994	71	0.07142857142857142
B4	Type II all	1p36.21c	8p23.1e	994	71	0.07142857142857142
B4	Type II all	1p36.21c	Xq21.33	995	111	0.11155778894472362
B4	Type II all	3p12.3	3q21.2	999	110	0.11011011011011011
B4	Type II all	3p12.3	4p16.1a	999	54	0.05405405405405406
B4	Type II all	3p12.3	4p16.1b	994	59	0.059356136820925554
B4	Type II all	3p12.3	4p16.3c	994	56	0.056338028169014086
B4	Type II all	3p12.3	5p13.3	999	105	0.10510510510510511
B4	Type II all	3p12.3	6p21.1	998	74	0.07414829659318638
B4	Type II all	3p12.3	6p22.1	999	102	0.1021021021021021
B4	Type II all	3p12.3	6q14.1	994	105	0.1056338028169014
B4	Type II all	3p12.3	7p22.1	999	104	0.1041041041041041
B4	Type II all	3p12.3	8p23.1a_hg38	999	105	0.10510510510510511
B4	Type II all	3p12.3	8p23.1b	998	49	0.04909819639278557
B4	Type II all	3p12.3	8p23.1c	998	47	0.047094188376753505
B4	Type II all	3p12.3	8p23.1d	998	49	0.04909819639278557
B4	Type II all	3p12.3	8p23.1e	998	50	0.050100200400801605
B4	Type II all	3p12.3	Xq21.33	999	107	0.10710710710710711
B4	Type II all	3q21.2	4p16.1a	1000	113	0.113
B4	Type II all	3q21.2	4p16.1b	995	115	0.11557788944723618
B4	Type II all	3q21.2	4p16.3c	995	116	0.11658291457286432
B4	Type II all	3q21.2	5p13.3	1000	30	0.03
B4	Type II all	3q21.2	6p21.1	999	116	0.11611611611611612
B4	Type II all	3q21.2	6p22.1	1000	70	0.07
B4	Type II all	3q21.2	6q14.1	995	29	0.02914572864321608
B4	Type II all	3q21.2	7p22.1	1000	29	0.029
B4	Type II all	3q21.2	8p23.1a_hg38	1000	36	0.036
B4	Type II all	3q21.2	8p23.1b	999	106	0.1061061061061061
B4	Type II all	3q21.2	8p23.1c	999	102	0.1021021021021021
B4	Type II all	3q21.2	8p23.1d	999	104	0.1041041041041041
B4	Type II all	3q21.2	8p23.1e	999	105	0.10510510510510511
B4	Type II all	3q21.2	Xq21.33	1000	31	0.031
B4	Type II all	4p16.1a	4p16.1b	995	45	0.04522613065326633
B4	Type II all	4p16.1a	4p16.3c	995	38	0.03819095477386935
B4	Type II all	4p16.1a	5p13.3	1000	105	0.105
B4	Type II all	4p16.1a	6p21.1	999	74	0.07407407407407407
B4	Type II all	4p16.1a	6p22.1	1000	107	0.107
B4	Type II all	4p16.1a	6q14.1	995	105	0.10552763819095477
B4	Type II all	4p16.1a	7p22.1	1000	104	0.104
B4	Type II all	4p16.1a	8p23.1a_hg38	1000	105	0.105
B4	Type II all	4p16.1a	8p23.1b	999	33	0.03303303303303303
B4	Type II all	4p16.1a	8p23.1c	999	29	0.02902902902902903
B4	Type II all	4p16.1a	8p23.1d	999	31	0.031031031031031032
B4	Type II all	4p16.1a	8p23.1e	999	30	0.03003003003003003
B4	Type II all	4p16.1a	Xq21.33	1000	107	0.107
B4	Type II all	4p16.1b	4p16.3c	995	29	0.02914572864321608
B4	Type II all	4p16.1b	5p13.3	995	112	0.11256281407035176
B4	Type II all	4p16.1b	6p21.1	994	81	0.08148893360160966
B4	Type II all	4p16.1b	6p22.1	995	113	0.1135678391959799
B4	Type II all	4p16.1b	6q14.1	990	110	0.1111111111111111
B4	Type II all	4p16.1b	7p22.1	995	111	0.11155778894472362
B4	Type II all	4p16.1b	8p23.1a_hg38	995	112	0.11256281407035176
B4	Type II all	4p16.1b	8p23.1b	994	40	0.04024144869215292
B4	Type II all	4p16.1b	8p23.1c	994	40	0.04024144869215292
B4	Type II all	4p16.1b	8p23.1d	994	38	0.03822937625754527
B4	Type II all	4p16.1b	8p23.1e	994	37	0.03722334004024145
B4	Type II all	4p16.1b	Xq21.33	995	112	0.11256281407035176
B4	Type II all	4p16.3c	5p13.3	995	109	0.10954773869346733
B4	Type II all	4p16.3c	6p21.1	994	77	0.07746478873239436
B4	Type II all	4p16.3c	6p22.1	995	111	0.11155778894472362
B4	Type II all	4p16.3c	6q14.1	990	107	0.10808080808080808
B4	Type II all	4p16.3c	7p22.1	995	108	0.10854271356783919
B4	Type II all	4p16.3c	8p23.1a_hg38	995	109	0.10954773869346733
B4	Type II all	4p16.3c	8p23.1b	994	41	0.04124748490945674
B4	Type II all	4p16.3c	8p23.1c	994	39	0.039235412474849095
B4	Type II all	4p16.3c	8p23.1d	994	39	0.039235412474849095
B4	Type II all	4p16.3c	8p23.1e	994	38	0.03822937625754527
B4	Type II all	4p16.3c	Xq21.33	995	111	0.11155778894472362
B4	Type II all	5p13.3	6p21.1	999	106	0.1061061061061061
B4	Type II all	5p13.3	6p22.1	1000	65	0.065
B4	Type II all	5p13.3	6q14.1	995	20	0.020100502512562814
B4	Type II all	5p13.3	7p22.1	1000	17	0.017
B4	Type II all	5p13.3	8p23.1a_hg38	1000	24	0.024
B4	Type II all	5p13.3	8p23.1b	999	101	0.1011011011011011
B4	Type II all	5p13.3	8p23.1c	999	97	0.0970970970970971
B4	Type II all	5p13.3	8p23.1d	999	99	0.0990990990990991
B4	Type II all	5p13.3	8p23.1e	999	100	0.1001001001001001
B4	Type II all	5p13.3	Xq21.33	1000	21	0.021
B4	Type II all	6p21.1	6p22.1	999	105	0.10510510510510511
B4	Type II all	6p21.1	6q14.1	994	108	0.10865191146881288
B4	Type II all	6p21.1	7p22.1	999	107	0.10710710710710711
B4	Type II all	6p21.1	8p23.1a_hg38	999	108	0.10810810810810811
B4	Type II all	6p21.1	8p23.1b	998	70	0.07014028056112225
B4	Type II all	6p21.1	8p23.1c	998	68	0.06813627254509018
B4	Type II all	6p21.1	8p23.1d	998	68	0.06813627254509018
B4	Type II all	6p21.1	8p23.1e	998	69	0.06913827655310621
B4	Type II all	6p21.1	Xq21.33	999	106	0.1061061061061061
B4	Type II all	6p22.1	6q14.1	995	65	0.06532663316582915
B4	Type II all	6p22.1	7p22.1	1000	65	0.065
B4	Type II all	6p22.1	8p23.1a_hg38	1000	70	0.07
B4	Type II all	6p22.1	8p23.1b	999	103	0.1031031031031031
B4	Type II all	6p22.1	8p23.1c	999	97	0.0970970970970971
B4	Type II all	6p22.1	8p23.1d	999	101	0.1011011011011011
B4	Type II all	6p22.1	8p23.1e	999	102	0.1021021021021021
B4	Type II all	6p22.1	Xq21.33	1000	67	0.067
B4	Type II all	6q14.1	7p22.1	995	5	0.005025125628140704
B4	Type II all	6q14.1	8p23.1a_hg38	995	9	0.009045226130653266
B4	Type II all	6q14.1	8p23.1b	994	101	0.10160965794768612
B4	Type II all	6q14.1	8p23.1c	994	99	0.09959758551307847
B4	Type II all	6q14.1	8p23.1d	994	99	0.09959758551307847
B4	Type II all	6q14.1	8p23.1e	994	100	0.1006036217303823
B4	Type II all	6q14.1	Xq21.33	995	9	0.009045226130653266
B4	Type II all	7p22.1	8p23.1a_hg38	1000	9	0.009
B4	Type II all	7p22.1	8p23.1b	999	100	0.1001001001001001
B4	Type II all	7p22.1	8p23.1c	999	98	0.0980980980980981
B4	Type II all	7p22.1	8p23.1d	999	98	0.0980980980980981
B4	Type II all	7p22.1	8p23.1e	999	99	0.0990990990990991
B4	Type II all	7p22.1	Xq21.33	1000	8	0.008
B4	Type II all	8p23.1a_hg38	8p23.1b	999	101	0.1011011011011011
B4	Type II all	8p23.1a_hg38	8p23.1c	999	99	0.0990990990990991
B4	Type II all	8p23.1a_hg38	8p23.1d	999	99	0.0990990990990991
B4	Type II all	8p23.1a_hg38	8p23.1e	999	100	0.1001001001001001
B4	Type II all	8p23.1a_hg38	Xq21.33	1000	15	0.015
B4	Type II all	8p23.1b	8p23.1c	999	10	0.01001001001001001
B4	Type II all	8p23.1b	8p23.1d	999	2	0.002002002002002002
B4	Type II all	8p23.1b	8p23.1e	999	3	0.003003003003003003
B4	Type II all	8p23.1b	Xq21.33	999	101	0.1011011011011011
B4	Type II all	8p23.1c	8p23.1d	999	8	0.008008008008008008
B4	Type II all	8p23.1c	8p23.1e	999	9	0.009009009009009009
B4	Type II all	8p23.1c	Xq21.33	999	99	0.0990990990990991
B4	Type II all	8p23.1d	8p23.1e	999	1	0.001001001001001001
B4	Type II all	8p23.1d	Xq21.33	999	99	0.0990990990990991
B4	Type II all	8p23.1e	Xq21.33	999	100	0.1001001001001001
B4	Type II LTR5Hs	10p14	10q24.2	992	25	0.025201612903225805
B4	Type II LTR5Hs	10p14	11q12.3	977	59	0.06038894575230297
B4	Type II LTR5Hs	10p14	11q22.1	992	40	0.04032258064516129
B4	Type II LTR5Hs	10p14	12q14.1	980	36	0.036734693877551024
B4	Type II LTR5Hs	10p14	19p12b	992	40	0.04032258064516129
B4	Type II LTR5Hs	10p14	19q12	992	30	0.03024193548387097
B4	Type II LTR5Hs	10p14	19q13.12b	988	59	0.0597165991902834
B4	Type II LTR5Hs	10p14	3q21.2	992	47	0.047379032258064516
B4	Type II LTR5Hs	10p14	5p13.3	992	31	0.03125
B4	Type II LTR5Hs	10p14	6p22.1	992	67	0.06754032258064516
B4	Type II LTR5Hs	10p14	6q14.1	987	37	0.037487335359675786
B4	Type II LTR5Hs	10p14	7p22.1	992	34	0.034274193548387094
B4	Type II LTR5Hs	10p14	8p23.1a_hg38	992	41	0.04133064516129032
B4	Type II LTR5Hs	10p14	Xq21.33	992	37	0.037298387096774195
B4	Type II LTR5Hs	10q24.2	11q12.3	985	55	0.05583756345177665
B4	Type II LTR5Hs	10q24.2	11q22.1	1000	19	0.019
B4	Type II LTR5Hs	10q24.2	12q14.1	988	16	0.016194331983805668
B4	Type II LTR5Hs	10q24.2	19p12b	1000	20	0.02
B4	Type II LTR5Hs	10q24.2	19q12	1000	12	0.012
B4	Type II LTR5Hs	10q24.2	19q13.12b	991	53	0.05348133198789102
B4	Type II LTR5Hs	10q24.2	3q21.2	1000	28	0.028
B4	Type II LTR5Hs	10q24.2	5p13.3	1000	12	0.012
B4	Type II LTR5Hs	10q24.2	6p22.1	1000	63	0.063
B4	Type II LTR5Hs	10q24.2	6q14.1	995	18	0.018090452261306532
B4	Type II LTR5Hs	10q24.2	7p22.1	1000	15	0.015
B4	Type II LTR5Hs	10q24.2	8p23.1a_hg38	1000	22	0.022
B4	Type II LTR5Hs	10q24.2	Xq21.33	1000	19	0.019
B4	Type II LTR5Hs	11q12.3	11q22.1	985	60	0.06091370558375635
B4	Type II LTR5Hs	11q12.3	12q14.1	973	58	0.05960945529290853
B4	Type II LTR5Hs	11q12.3	19p12b	985	57	0.05786802030456853
B4	Type II LTR5Hs	11q12.3	19q12	985	55	0.05583756345177665
B4	Type II LTR5Hs	11q12.3	19q13.12b	976	55	0.05635245901639344
B4	Type II LTR5Hs	11q12.3	3q21.2	985	65	0.06598984771573604
B4	Type II LTR5Hs	11q12.3	5p13.3	985	59	0.05989847715736041
B4	Type II LTR5Hs	11q12.3	6p22.1	985	59	0.05989847715736041
B4	Type II LTR5Hs	11q12.3	6q14.1	980	57	0.058163265306122446
B4	Type II LTR5Hs	11q12.3	7p22.1	985	56	0.05685279187817259
B4	Type II LTR5Hs	11q12.3	8p23.1a_hg38	985	59	0.05989847715736041
B4	Type II LTR5Hs	11q12.3	Xq21.33	985	58	0.05888324873096447
B4	Type II LTR5Hs	11q22.1	12q14.1	988	9	0.009109311740890687
B4	Type II LTR5Hs	11q22.1	19p12b	1000	11	0.011
B4	Type II LTR5Hs	11q22.1	19q12	1000	17	0.017
B4	Type II LTR5Hs	11q22.1	19q13.12b	991	59	0.05953582240161453
B4	Type II LTR5Hs	11q22.1	3q21.2	1000	31	0.031
B4	Type II LTR5Hs	11q22.1	5p13.3	1000	21	0.021
B4	Type II LTR5Hs	11q22.1	6p22.1	1000	69	0.069
B4	Type II LTR5Hs	11q22.1	6q14.1	995	7	0.007035175879396985
B4	Type II LTR5Hs	11q22.1	7p22.1	1000	8	0.008
B4	Type II LTR5Hs	11q22.1	8p23.1a_hg38	1000	11	0.011
B4	Type II LTR5Hs	11q22.1	Xq21.33	1000	12	0.012
B4	Type II LTR5Hs	12q14.1	19p12b	988	12	0.012145748987854251
B4	Type II LTR5Hs	12q14.1	19q12	988	14	0.01417004048582996
B4	Type II LTR5Hs	12q14.1	19q13.12b	979	53	0.054136874361593465
B4	Type II LTR5Hs	12q14.1	3q21.2	988	26	0.02631578947368421
B4	Type II LTR5Hs	12q14.1	5p13.3	988	16	0.016194331983805668
B4	Type II LTR5Hs	12q14.1	6p22.1	988	65	0.06578947368421052
B4	Type II LTR5Hs	12q14.1	6q14.1	983	8	0.008138351983723296
B4	Type II LTR5Hs	12q14.1	7p22.1	988	7	0.00708502024291498
B4	Type II LTR5Hs	12q14.1	8p23.1a_hg38	988	13	0.013157894736842105
B4	Type II LTR5Hs	12q14.1	Xq21.33	988	11	0.011133603238866396
B4	Type II LTR5Hs	19p12b	19q12	1000	18	0.018
B4	Type II LTR5Hs	19p12b	19q13.12b	991	60	0.060544904137235116
B4	Type II LTR5Hs	19p12b	3q21.2	1000	34	0.034
B4	Type II LTR5Hs	19p12b	5p13.3	1000	22	0.022
B4	Type II LTR5Hs	19p12b	6p22.1	1000	69	0.069
B4	Type II LTR5Hs	19p12b	6q14.1	995	12	0.012060301507537688
B4	Type II LTR5Hs	19p12b	7p22.1	1000	11	0.011
B4	Type II LTR5Hs	19p12b	8p23.1a_hg38	1000	14	0.014
B4	Type II LTR5Hs	19p12b	Xq21.33	1000	15	0.015
B4	Type II LTR5Hs	19q12	19q13.12b	991	54	0.054490413723511606
B4	Type II LTR5Hs	19q12	3q21.2	1000	30	0.03
B4	Type II LTR5Hs	19q12	5p13.3	1000	16	0.016
B4	Type II LTR5Hs	19q12	6p22.1	1000	62	0.062
B4	Type II LTR5Hs	19q12	6q14.1	995	14	0.01407035175879397
B4	Type II LTR5Hs	19q12	7p22.1	1000	13	0.013
B4	Type II LTR5Hs	19q12	8p23.1a_hg38	1000	20	0.02
B4	Type II LTR5Hs	19q12	Xq21.33	1000	15	0.015
B4	Type II LTR5Hs	19q13.12b	3q21.2	991	61	0.0615539858728557
B4	Type II LTR5Hs	19q13.12b	5p13.3	991	51	0.05146316851664985
B4	Type II LTR5Hs	19q13.12b	6p22.1	991	50	0.050454086781029264
B4	Type II LTR5Hs	19q13.12b	6q14.1	986	55	0.055780933062880324
B4	Type II LTR5Hs	19q13.12b	7p22.1	991	56	0.056508577194752774
B4	Type II LTR5Hs	19q13.12b	8p23.1a_hg38	991	61	0.0615539858728557
B4	Type II LTR5Hs	19q13.12b	Xq21.33	991	58	0.05852674066599395
B4	Type II LTR5Hs	3q21.2	5p13.3	1000	30	0.03
B4	Type II LTR5Hs	3q21.2	6p22.1	1000	70	0.07
B4	Type II LTR5Hs	3q21.2	6q14.1	995	29	0.02914572864321608
B4	Type II LTR5Hs	3q21.2	7p22.1	1000	29	0.029
B4	Type II LTR5Hs	3q21.2	8p23.1a_hg38	1000	36	0.036
B4	Type II LTR5Hs	3q21.2	Xq21.33	1000	31	0.031
B4	Type II LTR5Hs	5p13.3	6p22.1	1000	65	0.065
B4	Type II LTR5Hs	5p13.3	6q14.1	995	20	0.020100502512562814
B4	Type II LTR5Hs	5p13.3	7p22.1	1000	17	0.017
B4	Type II LTR5Hs	5p13.3	8p23.1a_hg38	1000	24	0.024
B4	Type II LTR5Hs	5p13.3	Xq21.33	1000	21	0.021
B4	Type II LTR5Hs	6p22.1	6q14.1	995	65	0.06532663316582915
B4	Type II LTR5Hs	6p22.1	7p22.1	1000	65	0.065
B4	Type II LTR5Hs	6p22.1	8p23.1a_hg38	1000	70	0.07
B4	Type II LTR5Hs	6p22.1	Xq21.33	1000	67	0.067
B4	Type II LTR5Hs	6q14.1	7p22.1	995	5	0.005025125628140704
B4	Type II LTR5Hs	6q14.1	8p23.1a_hg38	995	9	0.009045226130653266
B4	Type II LTR5Hs	6q14.1	Xq21.33	995	9	0.009045226130653266
B4	Type II LTR5Hs	7p22.1	8p23.1a_hg38	1000	9	0.009
B4	Type II LTR5Hs	7p22.1	Xq21.33	1000	8	0.008
B4	Type II LTR5Hs	8p23.1a_hg38	Xq21.33	1000	15	0.015
B4	Type II other	11p15.4	12p11.21	967	118	0.12202688728024819
B4	Type II other	11p15.4	19p12a	982	103	0.10488798370672098
B4	Type II other	11p15.4	1p36.21b	976	80	0.08196721311475409
B4	Type II other	11p15.4	1p36.21c	978	77	0.0787321063394683
B4	Type II other	11p15.4	3p12.3	982	52	0.05295315682281059
B4	Type II other	11p15.4	4p16.1a	983	35	0.03560528992878942
B4	Type II other	11p15.4	4p16.1b	978	45	0.046012269938650305
B4	Type II other	11p15.4	4p16.3c	978	44	0.044989775051124746
B4	Type II other	11p15.4	6p21.1	982	75	0.07637474541751528
B4	Type II other	11p15.4	8p23.1b	983	29	0.029501525940996948
B4	Type II other	11p15.4	8p23.1c	983	24	0.024415055951169887
B4	Type II other	11p15.4	8p23.1d	983	27	0.027466937945066123
B4	Type II other	11p15.4	8p23.1e	983	28	0.028484231943031537
B4	Type II other	12p11.21	19p12a	983	79	0.08036622583926754
B4	Type II other	12p11.21	1p36.21b	977	120	0.12282497441146366
B4	Type II other	12p11.21	1p36.21c	979	122	0.12461695607763024
B4	Type II other	12p11.21	3p12.3	983	121	0.12309257375381485
B4	Type II other	12p11.21	4p16.1a	984	120	0.12195121951219512
B4	Type II other	12p11.21	4p16.1b	979	127	0.12972420837589377
B4	Type II other	12p11.21	4p16.3c	979	125	0.12768130745658834
B4	Type II other	12p11.21	6p21.1	983	117	0.1190233977619532
B4	Type II other	12p11.21	8p23.1b	983	118	0.12004069175991862
B4	Type II other	12p11.21	8p23.1c	983	112	0.11393692777212615
B4	Type II other	12p11.21	8p23.1d	983	116	0.11800610376398779
B4	Type II other	12p11.21	8p23.1e	983	117	0.1190233977619532
B4	Type II other	19p12a	1p36.21b	992	112	0.11290322580645161
B4	Type II other	19p12a	1p36.21c	994	110	0.11066398390342053
B4	Type II other	19p12a	3p12.3	998	106	0.1062124248496994
B4	Type II other	19p12a	4p16.1a	999	110	0.11011011011011011
B4	Type II other	19p12a	4p16.1b	994	113	0.11368209255533199
B4	Type II other	19p12a	4p16.3c	994	112	0.11267605633802817
B4	Type II other	19p12a	6p21.1	998	108	0.10821643286573146
B4	Type II other	19p12a	8p23.1b	998	106	0.1062124248496994
B4	Type II other	19p12a	8p23.1c	998	98	0.09819639278557114
B4	Type II other	19p12a	8p23.1d	998	104	0.10420841683366733
B4	Type II other	19p12a	8p23.1e	998	105	0.10521042084168336
B4	Type II other	1p36.21b	1p36.21c	993	13	0.013091641490433032
B4	Type II other	1p36.21b	3p12.3	992	82	0.08266129032258064
B4	Type II other	1p36.21b	4p16.1a	993	80	0.08056394763343404
B4	Type II other	1p36.21b	4p16.1b	988	81	0.08198380566801619
B4	Type II other	1p36.21b	4p16.3c	988	83	0.0840080971659919
B4	Type II other	1p36.21b	6p21.1	992	65	0.0655241935483871
B4	Type II other	1p36.21b	8p23.1b	992	78	0.07862903225806452
B4	Type II other	1p36.21b	8p23.1c	992	76	0.07661290322580645
B4	Type II other	1p36.21b	8p23.1d	992	76	0.07661290322580645
B4	Type II other	1p36.21b	8p23.1e	992	76	0.07661290322580645
B4	Type II other	1p36.21c	3p12.3	994	77	0.07746478873239436
B4	Type II other	1p36.21c	4p16.1a	995	75	0.07537688442211055
B4	Type II other	1p36.21c	4p16.1b	990	80	0.08080808080808081
B4	Type II other	1p36.21c	4p16.3c	990	78	0.07878787878787878
B4	Type II other	1p36.21c	6p21.1	994	61	0.0613682092555332
B4	Type II other	1p36.21c	8p23.1b	994	73	0.07344064386317907
B4	Type II other	1p36.21c	8p23.1c	994	71	0.07142857142857142
B4	Type II other	1p36.21c	8p23.1d	994	71	0.07142857142857142
B4	Type II other	1p36.21c	8p23.1e	994	71	0.07142857142857142
B4	Type II other	3p12.3	4p16.1a	999	54	0.05405405405405406
B4	Type II other	3p12.3	4p16.1b	994	59	0.059356136820925554
B4	Type II other	3p12.3	4p16.3c	994	56	0.056338028169014086
B4	Type II other	3p12.3	6p21.1	998	74	0.07414829659318638
B4	Type II other	3p12.3	8p23.1b	998	49	0.04909819639278557
B4	Type II other	3p12.3	8p23.1c	998	47	0.047094188376753505
B4	Type II other	3p12.3	8p23.1d	998	49	0.04909819639278557
B4	Type II other	3p12.3	8p23.1e	998	50	0.050100200400801605
B4	Type II other	4p16.1a	4p16.1b	995	45	0.04522613065326633
B4	Type II other	4p16.1a	4p16.3c	995	38	0.03819095477386935
B4	Type II other	4p16.1a	6p21.1	999	74	0.07407407407407407
B4	Type II other	4p16.1a	8p23.1b	999	33	0.03303303303303303
B4	Type II other	4p16.1a	8p23.1c	999	29	0.02902902902902903
B4	Type II other	4p16.1a	8p23.1d	999	31	0.031031031031031032
B4	Type II other	4p16.1a	8p23.1e	999	30	0.03003003003003003
B4	Type II other	4p16.1b	4p16.3c	995	29	0.02914572864321608
B4	Type II other	4p16.1b	6p21.1	994	81	0.08148893360160966
B4	Type II other	4p16.1b	8p23.1b	994	40	0.04024144869215292
B4	Type II other	4p16.1b	8p23.1c	994	40	0.04024144869215292
B4	Type II other	4p16.1b	8p23.1d	994	38	0.03822937625754527
B4	Type II other	4p16.1b	8p23.1e	994	37	0.03722334004024145
B4	Type II other	4p16.3c	6p21.1	994	77	0.07746478873239436
B4	Type II other	4p16.3c	8p23.1b	994	41	0.04124748490945674
B4	Type II other	4p16.3c	8p23.1c	994	39	0.039235412474849095
B4	Type II other	4p16.3c	8p23.1d	994	39	0.039235412474849095
B4	Type II other	4p16.3c	8p23.1e	994	38	0.03822937625754527
B4	Type II other	6p21.1	8p23.1b	998	70	0.07014028056112225
B4	Type II other	6p21.1	8p23.1c	998	68	0.06813627254509018
B4	Type II other	6p21.1	8p23.1d	998	68	0.06813627254509018
B4	Type II other	6p21.1	8p23.1e	998	69	0.06913827655310621
B4	Type II other	8p23.1b	8p23.1c	999	10	0.01001001001001001
B4	Type II other	8p23.1b	8p23.1d	999	2	0.002002002002002002
B4	Type II other	8p23.1b	8p23.1e	999	3	0.003003003003003003
B4	Type II other	8p23.1c	8p23.1d	999	8	0.008008008008008008
B4	Type II other	8p23.1c	8p23.1e	999	9	0.009009009009009009
B4	Type II other	8p23.1d	8p23.1e	999	1	0.001001001001001001
B5	Type I	10p12.1	11q23.3	999	20	0.02002002002002002
B5	Type I	10p12.1	12q13.2	1000	24	0.024
B5	Type I	10p12.1	19p12c	1000	9	0.009
B5	Type I	10p12.1	1p31.1a	1000	24	0.024
B5	Type I	10p12.1	1q22	1000	7	0.007
