region	replicate	focal_tip	nearest_loci	nearest_distance
pol	118	4q35.2_hg38__hap1__n83	15p13a	0.0019742477704299682
pol	119	19p12c__hap1__n156	22q11.21	0.006249806979183336
pol	119	10q24.2__hap1__n127	6q14.1	0.010251354834407679
pol	119	4q35.2_hg38__hap1__n83	21p13	0.001576332041263534
pol	120	19p12c__hap1__n156	22q11.21	0.010067513179714873
pol	120	10q24.2__hap1__n127	5p13.3	0.011529142055810583
pol	120	4q35.2_hg38__hap1__n83	15p13a	0.0015725824500928756
pol	121	19p12c__hap1__n156	22q11.21	0.007066582624655441
pol	121	10q24.2__hap1__n127	8q11.23_new	0.013774687956265744
pol	121	4q35.2_hg38__hap1__n83	15p13a	0.0011565988588631976
pol	122	19p12c__hap1__n156	22q11.21	0.00767210750512257
pol	122	10q24.2__hap1__n127	6q14.1	0.011515024557173554
pol	122	4q35.2_hg38__hap1__n83	15p13a	0.0006687762481304288
pol	123	19p12c__hap1__n156	22q11.21	0.005016288818821676
pol	123	10q24.2__hap1__n127	5p13.3	0.014684508544029007
pol	123	4q35.2_hg38__hap1__n83	21p13	0.00047660090599499494
pol	124	19p12c__hap1__n156	22q11.21	0.007322722156506245
pol	124	10q24.2__hap1__n127	6q14.1	0.010561794833069503
pol	124	4q35.2_hg38__hap1__n83	21p13	0.0015412162323511294
pol	125	19p12c__hap1__n156	22q11.21	0.008731565681365395
pol	125	10q24.2__hap1__n127	5p13.3	0.011869416420027585
pol	125	4q35.2_hg38__hap1__n83	21p13	0.0009789981760452912
pol	126	19p12c__hap1__n156	3q27.2	0.009673902864680214
pol	126	10q24.2__hap1__n127	6q14.1	0.011752896696534402
pol	126	4q35.2_hg38__hap1__n83	15p13a;22p13	0.0015256019371758939
pol	127	19p12c__hap1__n156	22q11.21	0.007964768637526369
pol	127	10q24.2__hap1__n127	6q14.1	0.013558537837514246
pol	127	4q35.2_hg38__hap1__n83	15p13a	0.000896847151314363
pol	128	19p12c__hap1__n156	3q27.2	0.00737599018110158
pol	128	10q24.2__hap1__n127	6q14.1	0.009954677195847451
pol	128	4q35.2_hg38__hap1__n83	15p13a	0.0007799314204627664
pol	129	19p12c__hap1__n156	22q11.21	0.009195534328399022
pol	129	10q24.2__hap1__n127	6q14.1	0.010533961743918985
pol	129	4q35.2_hg38__hap1__n83	21p13	0.0010671779228937847
pol	130	19p12c__hap1__n156	22q11.21	0.01108359727863038
pol	130	10q24.2__hap1__n127	22q11.21	0.013847863748505078
pol	130	4q35.2_hg38__hap1__n83	15p13a	0.0009778144534227928
pol	131	19p12c__hap1__n156	22q11.21	0.006910378191429237
pol	131	10q24.2__hap1__n127	6q14.1	0.010747698460229656
pol	131	4q35.2_hg38__hap1__n83	15p13a;22p13	0.003250450927362772
pol	132	19p12c__hap1__n156	22q11.21	0.01027046272446387
pol	132	10q24.2__hap1__n127	6q14.1	0.016584223456605235
pol	132	4q35.2_hg38__hap1__n83	21p13	0.0014997154984848493
pol	133	19p12c__hap1__n156	5q33.3	0.00903825937545332
pol	133	10q24.2__hap1__n127	3q27.2	0.015063265654130048
pol	133	4q35.2_hg38__hap1__n83	21p13	0.0006604759767062374
pol	134	19p12c__hap1__n156	22q11.21	0.009251532733546204
pol	134	10q24.2__hap1__n127	6q14.1	0.012913519584410114
pol	134	4q35.2_hg38__hap1__n83	21p13	0.0014151774632470346
pol	135	19p12c__hap1__n156	3q27.2	0.008757718132843526
pol	135	10q24.2__hap1__n127	5p13.3	0.011229447933188275
pol	135	4q35.2_hg38__hap1__n83	15p13a	0.0014315221952594104
pol	136	19p12c__hap1__n156	22q11.21	0.006831354327616794
pol	136	10q24.2__hap1__n127	5p13.3	0.013591940600128163
pol	136	4q35.2_hg38__hap1__n83	15p13a	0.0017081055278655166
pol	137	19p12c__hap1__n156	3q27.2	0.008415310915790578
pol	137	10q24.2__hap1__n127	6q14.1	0.014460862548443792
pol	137	4q35.2_hg38__hap1__n83	15p13a;22p13	0.0019774621644865972
pol	138	19p12c__hap1__n156	22q11.21	0.010197031956677238
pol	138	10q24.2__hap1__n127	6q14.1	0.01295769706584043
pol	138	4q35.2_hg38__hap1__n83	15p13a	0.0004634626174319992
pol	139	19p12c__hap1__n156	8q11.23_new	0.007534322438394795
pol	139	10q24.2__hap1__n127	6q14.1	0.013635911941706002
pol	139	4q35.2_hg38__hap1__n83	15p13a	0.0003799845833562937
pol	140	19p12c__hap1__n156	22q11.21	0.0067565155072122525
pol	140	10q24.2__hap1__n127	6q14.1	0.010741405693569505
pol	140	4q35.2_hg38__hap1__n83	15p13a	0.0007303208658413496
pol	141	19p12c__hap1__n156	6q14.1	0.008517778539954217
pol	141	10q24.2__hap1__n127	5p13.3	0.014434605442300056
pol	141	4q35.2_hg38__hap1__n83	21p13	0.001773497286827519
pol	142	19p12c__hap1__n156	6q14.1	0.008005810547440444
pol	142	10q24.2__hap1__n127	6q14.1	0.011389827094431764
pol	142	4q35.2_hg38__hap1__n83	15p13a	0.0003842156212648176
pol	143	19p12c__hap1__n156	22q11.21	0.007261352888375261
pol	143	10q24.2__hap1__n127	22q11.21	0.01232021734664756
pol	143	4q35.2_hg38__hap1__n83	4p16.3a	0.001106022378434289
pol	144	19p12c__hap1__n156	3q27.2	0.008052751280753166
pol	144	10q24.2__hap1__n127	6q14.1	0.011680901337722897
pol	144	4q35.2_hg38__hap1__n83	15p13a	0.0011403143237055935
pol	145	19p12c__hap1__n156	3q13.2	0.008697128248382098
pol	145	10q24.2__hap1__n127	6q14.1	0.013552343718060753
pol	145	4q35.2_hg38__hap1__n83	15p13a	0.00042378203110897406
pol	146	19p12c__hap1__n156	22q11.21	0.008587880155128683
pol	146	10q24.2__hap1__n127	6q14.1	0.01140085763652639
pol	146	4q35.2_hg38__hap1__n83	21p13	0.0005019867374051537
pol	147	19p12c__hap1__n156	22q11.21	0.010996278938114702
pol	147	10q24.2__hap1__n127	5p13.3	0.016420773553000576
pol	147	4q35.2_hg38__hap1__n83	15p13a	0.0017749576692771205
pol	148	19p12c__hap1__n156	10p12.1	0.011592198202769426
pol	148	10q24.2__hap1__n127	5p13.3	0.017895407246155647
pol	148	4q35.2_hg38__hap1__n83	15p13a	0.0011490758622802605
pol	149	19p12c__hap1__n156	3q13.2	0.006651727004612383
pol	149	10q24.2__hap1__n127	6q14.1	0.00881082166114161
pol	149	4q35.2_hg38__hap1__n83	21p13	0.0019948691252026363
pol	150	19p12c__hap1__n156	22q11.21	0.007046022847358795
pol	150	10q24.2__hap1__n127	6q14.1	0.012079195413965182
pol	150	4q35.2_hg38__hap1__n83	22p13	0.00042386371487063146
pol	151	19p12c__hap1__n156	1q22	0.0080665721331141
pol	151	10q24.2__hap1__n127	6q14.1	0.011758934748507782
pol	151	4q35.2_hg38__hap1__n83	21p13	0.0016126227454344652
pol	152	19p12c__hap1__n156	8q11.23_new	0.010056936273632829
pol	152	10q24.2__hap1__n127	8q11.23_new	0.013509490620364759
pol	152	4q35.2_hg38__hap1__n83	21p13	0.0017644454323789693
pol	153	19p12c__hap1__n156	3q27.2	0.008011877162249988
pol	153	10q24.2__hap1__n127	6q14.1	0.011443712885797382
pol	153	4q35.2_hg38__hap1__n83	15p13a	0.0014224102241190348
pol	154	19p12c__hap1__n156	6q14.1	0.010609107706179104
pol	154	10q24.2__hap1__n127	6q14.1	0.012554153516484496
pol	154	4q35.2_hg38__hap1__n83	22p13	0.0003656505707567703
pol	155	19p12c__hap1__n156	6q14.1	0.013043566729423948
pol	155	10q24.2__hap1__n127	5p13.3	0.01304037333510362
pol	155	4q35.2_hg38__hap1__n83	4p16.3a	0.0014701347612160395
pol	156	19p12c__hap1__n156	22q11.21	0.004076067255182164
pol	156	10q24.2__hap1__n127	6q14.1	0.012725107366918944
pol	156	4q35.2_hg38__hap1__n83	21p13	2.832284653777467e-05
pol	157	19p12c__hap1__n156	22q11.21	0.008642940172163082
pol	157	10q24.2__hap1__n127	5p13.3	0.012520434540327582
pol	157	4q35.2_hg38__hap1__n83	21p13	0.0027126952634516296
pol	158	19p12c__hap1__n156	6q14.1	0.008725092308503178
pol	158	10q24.2__hap1__n127	19q12	0.014885606403183954
pol	158	4q35.2_hg38__hap1__n83	15p13a	0.001975584801728228
pol	159	19p12c__hap1__n156	8q11.23_new	0.008702408115660662
pol	159	10q24.2__hap1__n127	5p13.3	0.013713381897776808
pol	159	4q35.2_hg38__hap1__n83	15p13a	0.0017148725933143066
pol	160	19p12c__hap1__n156	3q27.2	0.008165584098825174
pol	160	10q24.2__hap1__n127	6q14.1	0.017928001647432915
pol	160	4q35.2_hg38__hap1__n83	15p13a;22p13	0.0014367580256999801
pol	161	19p12c__hap1__n156	22q11.21	0.007483109271641147
pol	161	10q24.2__hap1__n127	6q14.1	0.013881476036384125
pol	161	4q35.2_hg38__hap1__n83	15p13a	0.0008238672233894864
pol	162	19p12c__hap1__n156	22q11.21	0.005473857240515936
pol	162	10q24.2__hap1__n127	5p13.3	0.012191701324297295
pol	162	4q35.2_hg38__hap1__n83	21p13	0.0011547772937157766
pol	163	19p12c__hap1__n156	22q11.21	0.005132023315164662
pol	163	10q24.2__hap1__n127	6q14.1	0.012457729386000423
pol	163	4q35.2_hg38__hap1__n83	21p13	0.0004546385356597807
pol	164	19p12c__hap1__n156	22q11.21	0.008520538007633097
pol	164	10q24.2__hap1__n127	19q12	0.012234206723216911
pol	164	4q35.2_hg38__hap1__n83	21p13	0.0009729185345437111
pol	165	19p12c__hap1__n156	3q27.2	0.008148614732352375
pol	165	10q24.2__hap1__n127	5q33.3	0.015436718311802482
pol	165	4q35.2_hg38__hap1__n83	21p13	0.0005061364393118134
pol	166	19p12c__hap1__n156	22q11.21	0.00788213813051869
pol	166	10q24.2__hap1__n127	6q14.1	0.011977839622531
pol	166	4q35.2_hg38__hap1__n83	15p13a	0.0010865979569191914
pol	167	19p12c__hap1__n156	6q14.1	0.008256703989931533
pol	167	10q24.2__hap1__n127	19p12c	0.01397663968685955
pol	167	4q35.2_hg38__hap1__n83	15p13a	0.0019155004874124096
pol	168	19p12c__hap1__n156	6q14.1	0.007537612104263241
pol	168	10q24.2__hap1__n127	6q14.1	0.01447766206562827
pol	168	4q35.2_hg38__hap1__n83	4p16.3a	0.0021144269029352014
pol	169	19p12c__hap1__n156	22q11.21	0.008445035984587443
pol	169	10q24.2__hap1__n127	6q14.1	0.013886955469545116
pol	169	4q35.2_hg38__hap1__n83	21p13	0.0005777180361918113
pol	170	19p12c__hap1__n156	22q11.21	0.00850265250423118
pol	170	10q24.2__hap1__n127	19p12c	0.01342853856898282
pol	170	4q35.2_hg38__hap1__n83	15p13a	0.0014635612215263688
pol	171	19p12c__hap1__n156	6q14.1	0.008621381100349115
pol	171	10q24.2__hap1__n127	6q14.1	0.01259327054528939
pol	171	4q35.2_hg38__hap1__n83	15p13a	0.0011144186909573806
pol	172	19p12c__hap1__n156	1q22	0.006478394589740915
pol	172	10q24.2__hap1__n127	6q14.1	0.01179526280918646
pol	172	4q35.2_hg38__hap1__n83	21p13	0.0012665437469462568
pol	173	19p12c__hap1__n156	22q11.21	0.007084760953459708
pol	173	10q24.2__hap1__n127	6q14.1	0.009045321848309373
pol	173	4q35.2_hg38__hap1__n83	22p13	0.0009989370883616358
pol	174	19p12c__hap1__n156	22q11.21	0.007704782909550699
pol	174	10q24.2__hap1__n127	6q14.1	0.012201826959171134
pol	174	4q35.2_hg38__hap1__n83	4p16.3a	0.0011113265530278554
pol	175	19p12c__hap1__n156	1q22	0.008752742209981929
pol	175	10q24.2__hap1__n127	6q14.1	0.010535688244842729
pol	175	4q35.2_hg38__hap1__n83	15p13a	0.0005246354454392504
pol	176	19p12c__hap1__n156	3q27.2	0.005600430773379634
pol	176	10q24.2__hap1__n127	6q14.1	0.012135346642199242
pol	176	4q35.2_hg38__hap1__n83	22p13	0.0007396785056314192
pol	177	19p12c__hap1__n156	22q11.21	0.007902145309716113
pol	177	10q24.2__hap1__n127	6q14.1	0.011681447357388831
pol	177	4q35.2_hg38__hap1__n83	21p13	0.0015270104915438495
pol	178	19p12c__hap1__n156	22q11.21	0.00710448374073133
pol	178	10q24.2__hap1__n127	5p13.3	0.01181333430034043
pol	178	4q35.2_hg38__hap1__n83	15p13a	0.0009309740948565265
pol	179	19p12c__hap1__n156	22q11.21	0.007654638605712609
pol	179	10q24.2__hap1__n127	6q14.1	0.012552713822164706
pol	179	4q35.2_hg38__hap1__n83	21p13	0.0019055403604481894
pol	180	19p12c__hap1__n156	8q11.23_new	0.007633587811142206
pol	180	10q24.2__hap1__n127	8q11.23_new	0.015601236251071484
pol	180	4q35.2_hg38__hap1__n83	15p13a	0.0010026111861432124
pol	181	19p12c__hap1__n156	8q11.23_new	0.007131988707546187
pol	181	10q24.2__hap1__n127	8q11.23_new	0.011330002945676668
pol	181	4q35.2_hg38__hap1__n83	15p13a	0.0011096760905952782
pol	182	19p12c__hap1__n156	8q11.23_new	0.005694975013603693
pol	182	10q24.2__hap1__n127	5p13.3	0.010548012389346668
pol	182	4q35.2_hg38__hap1__n83	21p13	0.0009033911399423736
pol	183	19p12c__hap1__n156	22q11.21	0.005203036670318686
pol	183	10q24.2__hap1__n127	6q14.1	0.01395689507790294
pol	183	4q35.2_hg38__hap1__n83	15p13a	5.386841511891005e-05
pol	184	19p12c__hap1__n156	22q11.21	0.006164324593038496
pol	184	10q24.2__hap1__n127	5p13.3	0.011447428325564744
pol	184	4q35.2_hg38__hap1__n83	4p16.3a	0.0009695361704683755
pol	185	19p12c__hap1__n156	22q11.21	0.0072288609801231425
pol	185	10q24.2__hap1__n127	6q14.1	0.016678645288992364
pol	185	4q35.2_hg38__hap1__n83	21p13	0.002368172448318391
pol	186	19p12c__hap1__n156	3q27.2	0.005206773965741169
pol	186	10q24.2__hap1__n127	6q14.1	0.00997674541459832
pol	186	4q35.2_hg38__hap1__n83	15p13a	0.002794976599028484
pol	187	19p12c__hap1__n156	3q13.2	0.008634330310019846
pol	187	10q24.2__hap1__n127	3q13.2	0.011551787511515326
pol	187	4q35.2_hg38__hap1__n83	21p13	0.0006693444183014999
pol	188	19p12c__hap1__n156	3q13.2	0.005504920853084695
pol	188	10q24.2__hap1__n127	6q14.1	0.007158085211021864
pol	188	4q35.2_hg38__hap1__n83	21p13	0.002301042486278028
pol	189	19p12c__hap1__n156	8q11.23_new	0.005993113071522366
pol	189	10q24.2__hap1__n127	6q14.1	0.011971300730611955
pol	189	4q35.2_hg38__hap1__n83	15p13a;21p13	0.0015551607953516733
pol	190	19p12c__hap1__n156	8q11.23_new	0.009966424533743658
pol	190	10q24.2__hap1__n127	8q11.23_new	0.01247085124014272
pol	190	4q35.2_hg38__hap1__n83	21p13	0.0014796139136714
pol	191	19p12c__hap1__n156	22q11.21	0.0070164940835977
pol	191	10q24.2__hap1__n127	6q14.1	0.012441500948409592
pol	191	4q35.2_hg38__hap1__n83	15p13a	0.0010056839409069984
pol	192	19p12c__hap1__n156	3q27.2	0.00861664626546564
pol	192	10q24.2__hap1__n127	6q14.1	0.012295559577797639
pol	192	4q35.2_hg38__hap1__n83	15p13a	0.0016706874030195523
pol	193	19p12c__hap1__n156	22q11.21	0.0099238997335397
pol	193	10q24.2__hap1__n127	6q14.1	0.014558582589967999
pol	193	4q35.2_hg38__hap1__n83	15p13a	0.0007493689540160817
pol	194	19p12c__hap1__n156	10p12.1	0.008854550399311436
pol	194	10q24.2__hap1__n127	6q14.1	0.010248662112899314
pol	194	4q35.2_hg38__hap1__n83	21p13	0.0021407042794908612
pol	195	19p12c__hap1__n156	22q11.21	0.010283549155166848
pol	195	10q24.2__hap1__n127	5p13.3	0.008720402256585658
pol	195	4q35.2_hg38__hap1__n83	15p13a	0.0005158555418457791
pol	196	19p12c__hap1__n156	3q27.2	0.008668323009166362
pol	196	10q24.2__hap1__n127	6q14.1	0.015094884188960322
pol	196	4q35.2_hg38__hap1__n83	21p13	0.0019167210467004314
pol	197	19p12c__hap1__n156	22q11.21	0.007750224432826358
pol	197	10q24.2__hap1__n127	6q14.1	0.015472293637408804
pol	197	4q35.2_hg38__hap1__n83	15p13a	0.001983862978312337
pol	198	19p12c__hap1__n156	22q11.21	0.007418372430693635
pol	198	10q24.2__hap1__n127	5p13.3	0.010812413576482004
pol	198	4q35.2_hg38__hap1__n83	21p13	0.0008096826411595204
pol	199	19p12c__hap1__n156	3q27.2	0.009354780296172139
pol	199	10q24.2__hap1__n127	6q14.1	0.012734467567630654
pol	199	4q35.2_hg38__hap1__n83	21p13	0.00041628718676861576
pol	200	19p12c__hap1__n156	1q22	0.007340164107013592
pol	200	10q24.2__hap1__n127	6q14.1	0.012156555069002813
pol	200	4q35.2_hg38__hap1__n83	4p16.3a	0.0013629442864042246
pol	201	19p12c__hap1__n156	3q27.2	0.007775201208998408
pol	201	10q24.2__hap1__n127	5p13.3	0.01118199437788062
pol	201	4q35.2_hg38__hap1__n83	15p13a	0.0010631566005718518
pol	202	19p12c__hap1__n156	3q27.2	0.008298879060922679
pol	202	10q24.2__hap1__n127	5p13.3	0.014993565556967618
pol	202	4q35.2_hg38__hap1__n83	15p13a	0.000914321738193842
pol	203	19p12c__hap1__n156	22q11.21	0.007781089239461032
pol	203	10q24.2__hap1__n127	6q14.1	0.012968410588926869
pol	203	4q35.2_hg38__hap1__n83	22p13	0.0006025156583232064
pol	204	19p12c__hap1__n156	22q11.21	0.008420534998581258
pol	204	10q24.2__hap1__n127	6q14.1	0.010363147408951228
pol	204	4q35.2_hg38__hap1__n83	22p13	0.0018860795738880123
pol	205	19p12c__hap1__n156	22q11.21	0.004934528119788059
pol	205	10q24.2__hap1__n127	6q14.1	0.010915189070985546
pol	205	4q35.2_hg38__hap1__n83	15p13a	0.001039662578385378
pol	206	19p12c__hap1__n156	22q11.21	0.007142936034851386
pol	206	10q24.2__hap1__n127	6q14.1	0.012304503671578133
pol	206	4q35.2_hg38__hap1__n83	21p13	0.000739313184498408
pol	207	19p12c__hap1__n156	22q11.21	0.004959434966224221
pol	207	10q24.2__hap1__n127	6q14.1	0.012920682446515272
pol	207	4q35.2_hg38__hap1__n83	15p13a	0.0008925643568512692
pol	208	19p12c__hap1__n156	10p12.1	0.01022377560179289
pol	208	10q24.2__hap1__n127	6q14.1	0.012161302634690929
pol	208	4q35.2_hg38__hap1__n83	15p13a	0.0019450208785309342
pol	209	19p12c__hap1__n156	22q11.21	0.006939915447458286
pol	209	10q24.2__hap1__n127	22q11.21	0.013071290298562674
pol	209	4q35.2_hg38__hap1__n83	21p13	0.0029827092843339384
pol	210	19p12c__hap1__n156	3q27.2	0.012166018484558557
pol	210	10q24.2__hap1__n127	6q14.1	0.011335706818239956
pol	210	4q35.2_hg38__hap1__n83	15p13a	0.001184542375746285
pol	211	19p12c__hap1__n156	6q14.1	0.012002332455434018
pol	211	10q24.2__hap1__n127	6q14.1	0.011362094485622469
pol	211	4q35.2_hg38__hap1__n83	15p13a	0.00246052957110756
pol	212	19p12c__hap1__n156	22q11.21	0.007667284325795364
pol	212	10q24.2__hap1__n127	6q14.1	0.013680776616117541
pol	212	4q35.2_hg38__hap1__n83	21p13	0.0004023533620303374
pol	213	19p12c__hap1__n156	3q27.2	0.005009883478554909
pol	213	10q24.2__hap1__n127	6q14.1	0.00994040724649552
pol	213	4q35.2_hg38__hap1__n83	21p13	0.0015795342259703124
pol	214	19p12c__hap1__n156	22q11.21	0.006502068524721222
pol	214	10q24.2__hap1__n127	5p13.3	0.014644792342534766
pol	214	4q35.2_hg38__hap1__n83	15p13a	0.001565018277294307
pol	215	19p12c__hap1__n156	8q11.23_new	0.007698727972470856
pol	215	10q24.2__hap1__n127	6q14.1	0.014760741093348097
pol	215	4q35.2_hg38__hap1__n83	15p13a	0.0007251105892913043
pol	216	19p12c__hap1__n156	3q27.2	0.008569744476008468
pol	216	10q24.2__hap1__n127	5p13.3	0.013006311014805257
pol	216	4q35.2_hg38__hap1__n83	15p13a	0.0003270931705711619
pol	217	19p12c__hap1__n156	22q11.21	0.0071900207412423384
pol	217	10q24.2__hap1__n127	6q14.1	0.00904136744052793
pol	217	4q35.2_hg38__hap1__n83	15p13a	0.0011394502137282436
pol	218	19p12c__hap1__n156	6q14.1	0.006961242839281345
pol	218	10q24.2__hap1__n127	3q27.2	0.0148553682372857
pol	218	4q35.2_hg38__hap1__n83	15p13a	0.001238332198071998
pol	219	19p12c__hap1__n156	22q11.21	0.010607515581329262
pol	219	10q24.2__hap1__n127	5p13.3	0.012966743104156847
pol	219	4q35.2_hg38__hap1__n83	21p13	0.0017990637742415078
pol	220	19p12c__hap1__n156	22q11.21	0.006137939061344603
pol	220	10q24.2__hap1__n127	6q14.1	0.013505993867205624
pol	220	4q35.2_hg38__hap1__n83	21p13	0.0008142265672713422
pol	221	19p12c__hap1__n156	5q33.3	0.00633876406263368
pol	221	10q24.2__hap1__n127	6q14.1	0.010695264869278145
pol	221	4q35.2_hg38__hap1__n83	21p13	0.0019345478535993596
pol	222	19p12c__hap1__n156	22q11.21	0.0064092499947084
pol	222	10q24.2__hap1__n127	5p13.3	0.01009567308522103
pol	222	4q35.2_hg38__hap1__n83	21p13	0.0010906085221663933
pol	223	19p12c__hap1__n156	8q11.23_new	0.008319713457604357
pol	223	10q24.2__hap1__n127	6q14.1	0.011357781948969373
pol	223	4q35.2_hg38__hap1__n83	15p13a	8.496214720425666e-06
pol	224	19p12c__hap1__n156	22q11.21	0.005848367820588088
pol	224	10q24.2__hap1__n127	5p13.3	0.014407317769581068
pol	224	4q35.2_hg38__hap1__n83	15p13a	0.0009567235741087601
pol	225	19p12c__hap1__n156	22q11.21	0.007005101164591384
pol	225	10q24.2__hap1__n127	6q14.1	0.010582371591236671
pol	225	4q35.2_hg38__hap1__n83	15p13a	0.001752093920434017
pol	226	19p12c__hap1__n156	6q14.1	0.008050943224132636
pol	226	10q24.2__hap1__n127	19p12c	0.010219252883060916
pol	226	4q35.2_hg38__hap1__n83	21p13	0.001836954359015805
pol	227	19p12c__hap1__n156	22q11.21	0.004195892371879373
pol	227	10q24.2__hap1__n127	19q12	0.010662538432784446
pol	227	4q35.2_hg38__hap1__n83	4p16.3a	0.0036411855758641393
pol	228	19p12c__hap1__n156	22q11.21	0.007903254399541756
pol	228	10q24.2__hap1__n127	6q14.1	0.014532420413460935
pol	228	4q35.2_hg38__hap1__n83	21p13	0.001914254304069024
pol	229	19p12c__hap1__n156	6q14.1	0.008318395813727387
pol	229	10q24.2__hap1__n127	6q14.1	0.011695687162833267
pol	229	4q35.2_hg38__hap1__n83	21p13	0.0008174791185345393
pol	230	19p12c__hap1__n156	6q14.1	0.0075980580619265945
pol	230	10q24.2__hap1__n127	5p13.3	0.01058381754181295
pol	230	4q35.2_hg38__hap1__n83	15p13a	0.00043789434149450746
pol	231	19p12c__hap1__n156	3q13.2	0.009374062068158369
pol	231	10q24.2__hap1__n127	5p13.3	0.014199929804662835
pol	231	4q35.2_hg38__hap1__n83	15p13a	0.0013041455982481034
pol	232	19p12c__hap1__n156	6q14.1	0.010808448303662593
pol	232	10q24.2__hap1__n127	5p13.3	0.009225576718494605
pol	232	4q35.2_hg38__hap1__n83	15p13a	0.0018067692703207655
pol	233	19p12c__hap1__n156	22q11.21	0.007801953537510824
pol	233	10q24.2__hap1__n127	5p13.3	0.012649195819039083
pol	233	4q35.2_hg38__hap1__n83	4p16.3a	0.0005967705614596044
pol	234	19p12c__hap1__n156	22q11.21	0.0063074425052259036
pol	234	10q24.2__hap1__n127	6q14.1	0.01266047048836735
pol	234	4q35.2_hg38__hap1__n83	15p13a;22p13	0.0011385394530680978
pol	235	19p12c__hap1__n156	3q27.2	0.0070847947263145425
pol	235	10q24.2__hap1__n127	6q14.1	0.01012707306313803
pol	235	4q35.2_hg38__hap1__n83	21p13	0.0018167764809481832
pol	236	19p12c__hap1__n156	6q14.1	0.00898524574244396
pol	236	10q24.2__hap1__n127	5p13.3	0.011627588314716338
pol	236	4q35.2_hg38__hap1__n83	22p13	0.0014587611854144644
pol	237	19p12c__hap1__n156	22q11.21	0.007643816257456318
pol	237	10q24.2__hap1__n127	5p13.3	0.014051698046986916
pol	237	4q35.2_hg38__hap1__n83	21p13	0.0008246464217304891
pol	238	19p12c__hap1__n156	22q11.21	0.010921857111287939
pol	238	10q24.2__hap1__n127	6q14.1	0.013124789127360063
pol	238	4q35.2_hg38__hap1__n83	15p13a	0.000984368475114565
pol	239	19p12c__hap1__n156	3q13.2	0.0071802881894380746
pol	239	10q24.2__hap1__n127	6q14.1	0.008364130436737257
pol	239	4q35.2_hg38__hap1__n83	22p13	0.0018036663061533065
pol	240	19p12c__hap1__n156	3q27.2	0.007278054187067357
pol	240	10q24.2__hap1__n127	5p13.3	0.012557165639009327
pol	240	4q35.2_hg38__hap1__n83	22p13	0.000626498276860496
pol	241	19p12c__hap1__n156	3q27.2	0.007783360264446108
pol	241	10q24.2__hap1__n127	3q27.2	0.01554026363014467
pol	241	4q35.2_hg38__hap1__n83	15p13a	0.00278266716586123
pol	242	19p12c__hap1__n156	5q33.3	0.008411251153999384
pol	242	10q24.2__hap1__n127	6q14.1	0.013819332856226675
pol	242	4q35.2_hg38__hap1__n83	15p13a	0.0013061370415320545
pol	243	19p12c__hap1__n156	8q11.23_new	0.006807377074617405
pol	243	10q24.2__hap1__n127	6q14.1	0.013055862526029447
pol	243	4q35.2_hg38__hap1__n83	15p13a	0.001051024278123619
pol	244	19p12c__hap1__n156	3q27.2	0.009333663034273932
pol	244	10q24.2__hap1__n127	6q14.1	0.01400017176462795
pol	244	4q35.2_hg38__hap1__n83	15p13a	0.002353543367573506
pol	245	19p12c__hap1__n156	8q11.23_new	0.007674117036305727
pol	245	10q24.2__hap1__n127	6q14.1	0.014165064061918423
pol	245	4q35.2_hg38__hap1__n83	15p13a	0.0018559142355873137
pol	246	19p12c__hap1__n156	22q11.21	0.009462812308452306
pol	246	10q24.2__hap1__n127	5p13.3	0.012433803472703887
pol	246	4q35.2_hg38__hap1__n83	4p16.3a	0.001532836605238369
pol	247	19p12c__hap1__n156	22q11.21	0.005301075639971163
pol	247	10q24.2__hap1__n127	6q14.1	0.009077996789489893
pol	247	4q35.2_hg38__hap1__n83	15p13a	0.001024061452721159
pol	248	19p12c__hap1__n156	22q11.21	0.0076833340086247945
pol	248	10q24.2__hap1__n127	6q14.1	0.013809447546715776
pol	248	4q35.2_hg38__hap1__n83	15p13a	0.0018771341015718368
pol	249	19p12c__hap1__n156	8q11.23_new	0.00883082043966687
pol	249	10q24.2__hap1__n127	8q11.23_new	0.012171461395222054
pol	249	4q35.2_hg38__hap1__n83	15p13a	0.002203268374669394
pol	250	19p12c__hap1__n156	22q11.21	0.0071156581203224364
pol	250	10q24.2__hap1__n127	6q14.1	0.012898097314759938
pol	250	4q35.2_hg38__hap1__n83	15p13a	0.0007953132573850774
pol	251	19p12c__hap1__n156	8q11.23_new	0.0077454314396773185
pol	251	10q24.2__hap1__n127	5p13.3	0.01450011150079834
pol	251	4q35.2_hg38__hap1__n83	15p13a	0.0008081016298569707
pol	252	19p12c__hap1__n156	22q11.21	0.00769545818506687
pol	252	10q24.2__hap1__n127	5p13.3	0.010408801883971997
pol	252	4q35.2_hg38__hap1__n83	21p13	0.0015978532994341266
pol	253	19p12c__hap1__n156	6q14.1	0.006083886753170028
pol	253	10q24.2__hap1__n127	6q14.1	0.010705112708109043
pol	253	4q35.2_hg38__hap1__n83	21p13	0.0023591087470298533
pol	254	19p12c__hap1__n156	5q33.3	0.008930795652261011
pol	254	10q24.2__hap1__n127	5p13.3	0.013142919200478541
pol	254	4q35.2_hg38__hap1__n83	4p16.3a	0.001949239171590289
pol	255	19p12c__hap1__n156	3q13.2	0.008592509494757697
pol	255	10q24.2__hap1__n127	6q14.1	0.01594491904222918
