ID_Full	Locus	orig_Locus	ID	Haplotype	Source_Identifier	physical_locus_assignment	Structure	query	path	header	source_sha256
HG02922_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02922	h1	HG02922#1#JBHDVO010000052.1:152347855-152355516	Xq28a	Fragment	q6017	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02922_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02922_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02922#1#JBHDVO010000052.1:152348355-152355016 genomic_strand:+	e08cefa34ac4dded6e5217b6965d6753d54baba9531dcd7395dfa514867f2a48
HG02953_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG02953	h2	HG02953#2#haplotype2-0000144#0:1428085-1467901	Xq28a	Fragment	q6018	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG02953_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG02953_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG02953#2#haplotype2-0000144#0:1428085-1467901 genomic_strand:+	4149f4d514192ae4bf1e30ad34ad06edd9b160fc8cb48de0e8e48420d5642a64
HG02965_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02965	h2	HG02965#2#JBHDWR010000014.1:52040784-52048444	Xq28a	Fragment	q6019	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02965_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02965_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02965#2#JBHDWR010000014.1:52041284-52047944 genomic_strand:+	873791268c84324277dc7735f74966b4e53df2678cb369d5097723a896f7d82f
HG02976_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02976	h1	HG02976#1#JBHDVW010000042.1:100898050-100905709	Xq28a	Fragment	q6020	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02976_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02976_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02976#1#JBHDVW010000042.1:100898550-100905209 genomic_strand:+	cef702dc34333ea2cf156fcdfb0aced94251ccd797dc6db705a50337112a8bf8
HG02976_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02976	h2	HG02976#2#JBHDVX010000015.1:100974675-100982336	Xq28a	Fragment	q6021	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02976_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02976_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02976#2#JBHDVX010000015.1:100975175-100981836 genomic_strand:+	2fe19ae4ed713e8f5a5e6cf85a84cb2d3569aaf7071899b3871cd4c36b1c6dd4
HG02984_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG02984	mat	HG02984#2#JBJKON010000054.1:104435933-104443592	Xq28a	Fragment	q6022	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG02984_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG02984_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG02984#2#JBJKON010000054.1:104436433-104443092 genomic_strand:+	e6547975be28a2799fe9a4266a80e893847b11dfa7ae399d56c57c0928413362
HG03009_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03009	h2	HG03009#2#haplotype2-0000066#0:153384546-153424355	Xq28a	Fragment	q6023	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03009_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03009_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03009#2#haplotype2-0000066#0:153384546-153424355 genomic_strand:-	50e472aa3458071d0127277ab2e48866e353af3ad67423c5b43091d45041856a
HG03017_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03017	mat	HG03017#2#JBHIIF010000004.1:101417853-101425513	Xq28a	Fragment	q6024	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03017_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03017_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03017#2#JBHIIF010000004.1:101418353-101425013 genomic_strand:+	f0bfa82de4bd47fb687f1fc4aa13ab42f1c2eab356f2db9ac19f7fe77b34c742
HG03065_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03065	h2	HG03065#2#haplotype2-0000046#0:152262196-152302013	Xq28a	Fragment	q6025	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03065_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03065_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03065#2#haplotype2-0000046#0:152262196-152302013 genomic_strand:-	60a894972a0974e9e86efbc5d689ac46fa191ae8f2784cedc2d4c81da5f11f83
HG03130_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03130	h2	HG03130#2#JBHDWJ010000050.1:81564616-81572277	Xq28a	Fragment	q6026	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03130_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03130_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03130#2#JBHDWJ010000050.1:81565116-81571777 genomic_strand:+	f269ec3703489cb468445b2533fa1c3e854b56d4331a1784e474c340d8e7049d
HG03195_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03195	h2	HG03195#2#JBHDVV010000016.1:33748026-33755685	Xq28a	Fragment	q6027	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03195_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03195_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03195#2#JBHDVV010000016.1:33748526-33755185 genomic_strand:+	b75734ac450e8782a7ffbefc586a1391c4e1effc9c7e699bf9a32b8515081462
HG03248_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03248	h2	HG03248#2#haplotype2-0000160#0:153019925-153059759	Xq28a	Fragment	q6028	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03248_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03248_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03248#2#haplotype2-0000160#0:153019925-153059759 genomic_strand:+	502ff12335a07886e05c32baafb98a735126e654b2be4acfdbbf2ef935d8d3b4
HG03270_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03270	h1	HG03270#1#CM089909.1:154031422-154039081	Xq28a	Fragment	q6029	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03270_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03270_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03270#1#CM089909.1:154031922-154038581 genomic_strand:+	b3d3c617712adf536afc2b4d734b16de09c5419b5aca3c5669a7701c747f051f
HG03270_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03270	h2	HG03270#2#CM089921.1:152502520-152510179	Xq28a	Fragment	q6030	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03270_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03270_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03270#2#CM089921.1:152503020-152509679 genomic_strand:+	0ae75aff4027dcd721aa61f88c317b0427d3eebb14b3a86e43fb008fa7eeb59c
HG03369_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03369	h1	HG03369#1#CM094393.1:153368254-153375916	Xq28a	Fragment	q6031	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03369_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03369_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03369#1#CM094393.1:153368754-153375416 genomic_strand:+	fcd7a6a6d054b17614ff02f612f5a527c537c3ec331eaa46e66e7cb58c348a01
HG03369_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03369	h2	HG03369#2#CM094369.1:153262742-153270403	Xq28a	Fragment	q6032	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03369_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03369_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03369#2#CM094369.1:153263242-153269903 genomic_strand:+	60e74666074f2972641a27e5648a5beef7bdcecfc79e415cc54bd9cfb70b53ad
HG03371_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03371	h2	HG03371#2#haplotype2-0000059#0:1430975-1470780	Xq28a	Fragment	q6033	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03371_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03371_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03371#2#haplotype2-0000059#0:1430975-1470780 genomic_strand:+	30e9ea6215dba3c7b2b5a53f765e74370744da9481758a1ec4953ff4c239fed8
HG03452_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03452	h1	HG03452#1#haplotype1-0000002#0:13321471-13361304	Xq28a	Fragment	q6034	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03452_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03452_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03452#1#haplotype1-0000002#0:13321471-13361304 genomic_strand:+	11b42daf128f0fbf71ee8c3aa9d7211e6b8c3dac81dd01802a379308d1e9cda0
HG03452_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03452	h2	HG03452#2#haplotype2-0000102#0:10027984-10067817	Xq28a	Fragment	q6035	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03452_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03452_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03452#2#haplotype2-0000102#0:10027984-10067817 genomic_strand:+	b405ecc5c155933bdc72dc672d2369384855eef5f80369d455d55798be1f8e2c
HG03453_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03453	mat	HG03453#2#CM088046.1:152581995-152589655	Xq28a	Fragment	q6036	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03453_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03453_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03453#2#CM088046.1:152582495-152589155 genomic_strand:+	3fa9dbc3200b712d7ffe02235c6d6e82513a24711dba3c7e1baaf54fb287eebb
HG03453_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03453	pat	HG03453#1#CM088022.1:152558275-152565934	Xq28a	Fragment	q6037	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03453_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03453_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03453#1#CM088022.1:152558775-152565434 genomic_strand:+	63f02dc420ad411193ca585ba84e3b239e48da4819bc9bd8fee66a7da276e30a
HG03456_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03456	h2	HG03456#2#haplotype2-0000145#0:152494794-152534597	Xq28a	Fragment	q6038	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03456_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03456_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03456#2#haplotype2-0000145#0:152494794-152534597 genomic_strand:+	811699ed091e8c3690e4bcb52efdde15074727321101900d54f41a49e5c95aa5
HG03470_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03470	h1	HG03470#1#CM091835.1:153953734-153961393	Xq28a	Fragment	q6039	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03470_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03470_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03470#1#CM091835.1:153954234-153960893 genomic_strand:+	399c012d4e3bc84984fa761b8cc39d7f0a30b5227cb88daf91a364c12ea5c77b
HG03471_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03471	h2	HG03471#2#JBHDXE010000008.1:152400221-152407880	Xq28a	Fragment	q6040	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03471_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03471_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03471#2#JBHDXE010000008.1:152400721-152407380 genomic_strand:+	b2f89998beaf10ab49f89f0bd680f0506f5c44d5ac5311e0e009aca5d89ea8ac
HG03516_pat_hprc_r2_v1.1.0_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03516	pat	HG03516#1#CM089217.1:152621287-152628946	Xq28a	Fragment	q6041	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03516_pat_hprc_r2_v1.1.0_HML-2_Xq28a.fa	HG03516_pat_hprc_r2_v1.1.0_HML-2_Xq28a assembly_coords:HG03516#1#CM089217.1:152621787-152628446 genomic_strand:+	0301a1f682a798bb89dc4babf27da448274a454bb0aabef3623370691d2f1981
HG03520_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03520	h1	HG03520#1#haplotype1-0000025#0:10031310-10071107	Xq28a	Fragment	q6042	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03520_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03520_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03520#1#haplotype1-0000025#0:10031310-10071107 genomic_strand:-	44e03855b4fb003620a888c128c4acb2ff76ca00bb26888a09d7204702807c12
HG03520_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03520	h2	HG03520#2#haplotype2-0000154#0:4651394-4691205	Xq28a	Fragment	q6043	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03520_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03520_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03520#2#haplotype2-0000154#0:4651394-4691205 genomic_strand:+	328cd59312577940ad989b2d6eae7dbaf019baaa5f2e3dc438747f7f1656a0a3
HG03540_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03540	mat	HG03540#2#JAGYVX020000060.1:100927228-100934888	Xq28a	Fragment	q6044	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03540_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03540_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03540#2#JAGYVX020000060.1:100927728-100934388 genomic_strand:+	e9ce1fe6994e3d78ff0d8df405b0ed4f9da6ee82ec1d8cb4c2d189ecaa601791
HG03540_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03540	pat	HG03540#1#JAGYVY020000075.1:96226961-96234620	Xq28a	Fragment	q6045	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03540_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03540_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03540#1#JAGYVY020000075.1:96227461-96234120 genomic_strand:+	ba5f62a42dd699b6efc2e9eac8077e1a757bf1c2e3fc395678c3f25836c888fc
HG03583_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03583	h2	HG03583#2#JBHIKB010000001.1:101413300-101420959	Xq28a	Fragment	q6046	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03583_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03583_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03583#2#JBHIKB010000001.1:101413800-101420459 genomic_strand:+	82892b580e7d85af9ac37d76a8f92fa9d122b70bac6a39a1a9c761d9d94c08e9
HG03654_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03654	mat	HG03654#2#JBHDTO010000059.1:1448451-1456110	Xq28a	Fragment	q6047	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03654_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03654_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03654#2#JBHDTO010000059.1:1448951-1455610 genomic_strand:+	b6e13df39e5f854589a125df7f8361856b261aecf612d3ad8bcc0b14fe116a0e
HG03683_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03683	h1	HG03683#1#haplotype1-0000031#0:1416127-1455942	Xq28a	Fragment	q6048	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03683_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03683_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03683#1#haplotype1-0000031#0:1416127-1455942 genomic_strand:-	4b56ccada5ec42c3211b51020885c8765ed4dcdfa531f69bd75efc4fab6c4538
HG03683_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03683	h2	HG03683#2#haplotype2-0000084#0:1415814-1455627	Xq28a	Fragment	q6049	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03683_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03683_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03683#2#haplotype2-0000084#0:1415814-1455627 genomic_strand:+	ec519abfbdb2804c40a0600dec87b7ba0beee222724d3d489b04d4322cd8cdcf
HG03704_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03704	pat	HG03704#1#JBHDRL010000011.1:100890474-100898133	Xq28a	Fragment	q6050	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03704_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03704_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03704#1#JBHDRL010000011.1:100890974-100897633 genomic_strand:+	d97f74020cfd6a6393b0167cb9979255ab2a0e11cc3fad5b31bd04284142ba68
HG03732_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03732	h2	HG03732#2#haplotype2-0000099#0:1416689-1456506	Xq28a	Fragment	q6051	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03732_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03732_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03732#2#haplotype2-0000099#0:1416689-1456506 genomic_strand:+	38c5fc0e05792f62b09902a8a2cd62dce379755eb05d39c007e0ab9bf4fbc664
HG03742_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03742	h2	HG03742#2#JBHDXM010000046.1:82558105-82565764	Xq28a	Fragment	q6052	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03742_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03742_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03742#2#JBHDXM010000046.1:82558605-82565264 genomic_strand:+	7eaf904791995745ec1acb23f580f93d25cffad43097529b1ecca4e8caaac3aa
HG03784_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03784	h2	HG03784#2#JBIRDM010000013.1:101063231-101070890	Xq28a	Fragment	q6053	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03784_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03784_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03784#2#JBIRDM010000013.1:101063731-101070390 genomic_strand:+	0ad48546e540343cf186de043758f76828bf8ad7a05084250c910cdbbcd9e491
HG03804_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03804	pat	HG03804#1#JBHIGQ010000051.1:152580629-152588288	Xq28a	Fragment	q6054	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03804_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03804_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03804#1#JBHIGQ010000051.1:152581129-152587788 genomic_strand:+	397549797f9f293e9a6ccc109173849ff6dec987bed9ed07b3d2b480def21004
HG03807_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03807	h1	HG03807#1#haplotype1-0000026#0:1422360-1462184	Xq28a	Fragment	q6055	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03807_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03807_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03807#1#haplotype1-0000026#0:1422360-1462184 genomic_strand:+	d6b6b996a6f494bf2487d0eced77ffb4f93a2968d8e7e13fe4a4441d819baf9b
HG03807_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	HG03807	h2	HG03807#2#haplotype2-0000103#0:1415651-1455477	Xq28a	Fragment	q6056	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/HG03807_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	HG03807_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|HG03807#2#haplotype2-0000103#0:1415651-1455477 genomic_strand:+	da32be07dd0048f6deebf0aa878a8297b95d00d6e65550206855f343802526ed
HG03816_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03816	pat	HG03816#1#CM100039.1:153527689-153535348	Xq28a	Fragment	q6057	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03816_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03816_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03816#1#CM100039.1:153528189-153534848 genomic_strand:+	d1cd6eda8260161f099cc0f41572216c2fdc0ba0295b8661490f92811c162427
HG03831_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03831	mat	HG03831#2#JBHDSO010000006.1:101434616-101442276	Xq28a	Fragment	q6058	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03831_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03831_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03831#2#JBHDSO010000006.1:101435116-101441776 genomic_strand:+	a4589061fdfdc490f79e15a124f69cf2582db31546a5b03122a0940fdf7d23f3
HG03831_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03831	pat	HG03831#1#JBHDSN010000042.1:101462512-101470171	Xq28a	Fragment	q6059	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03831_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03831_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03831#1#JBHDSN010000042.1:101463012-101469671 genomic_strand:+	ecdd089989b5e50d9cc9cb28e375a9293d975e74b57e572522fd2cd6b6ab52b9
HG03834_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03834	mat	HG03834#2#CM085821.1:152349646-152357305	Xq28a	Fragment	q6060	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03834_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03834_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03834#2#CM085821.1:152350146-152356805 genomic_strand:+	6376dcc6b6405abd08fe8589fe90b607a9ad74753ce156b8121c680659328c95
HG03834_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	HG03834	pat	HG03834#1#CM085808.1:152742621-152750280	Xq28a	Fragment	q6061	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/HG03834_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	HG03834_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:HG03834#1#CM085808.1:152743121-152749780 genomic_strand:+	a4d96a44a3ff934ce55e49ac6af15c05a5aa2d380b7a8a38db5a71abf084e7fc
