region	tip_1	tip_2	mismatches	comparable_positions	nucleotide_difference	tree_distance
LTR	6q14.1__hap1__n152	1p31.1b__hap1__n97	13	953	0.013641133263378805	0.01436714874527071
LTR	6q14.1__hap1__n152	1p31.1b__hap2__n72	13	953	0.013641133263378805	0.014367604969136048
LTR	6q14.1__hap1__n152	1p34.3__hap1__n2	129	913	0.14129244249726178	0.13764390302998283
LTR	6q14.1__hap1__n152	1p36.21a__hap1__n306	140	625	0.224	0.22989202619168544
LTR	6q14.1__hap1__n152	1p36.21a__hap2__n10	140	616	0.22727272727272727	0.2311069006379904
LTR	6q14.1__hap1__n152	1p36.21b__hap1__n147	188	874	0.2151029748283753	0.21724877117370364
LTR	6q14.1__hap1__n152	1p36.21b__hap2__n60	186	874	0.2128146453089245	0.21709048818398705
LTR	6q14.1__hap1__n152	1p36.21c__hap1__n249	183	874	0.20938215102974828	0.2112193664733337
LTR	6q14.1__hap1__n152	1p36.21c__hap2__n48	184	874	0.21052631578947367	0.21229052939584625
LTR	6q14.1__hap1__n152	1q22__hap1__n256	10	952	0.01050420168067227	0.01332803711505477
LTR	6q14.1__hap1__n152	1q22__hap2__n40	10	953	0.01049317943336831	0.01333553889651867
LTR	6q14.1__hap1__n152	1q23.3__hap1__n195	44	898	0.04899777282850779	0.04778049354764132
LTR	6q14.1__hap1__n152	1q23.3__hap2__n71	45	898	0.05011135857461024	0.04890604227938007
LTR	6q14.1__hap1__n152	1q24.1__hap1__n335	187	866	0.21593533487297922	0.21639064606252517
LTR	6q14.1__hap1__n152	1q24.1__hap2__n4	191	866	0.22055427251732102	0.22110755623867956
LTR	6q14.1__hap1__n152	1q32.2__hap1__n331	76	877	0.08665906499429875	0.08770721654676349
LTR	6q14.1__hap1__n152	1q32.2__hap2__n12	76	891	0.08529741863075196	0.0872205082639311
LTR	6q14.1__hap1__n152	1q43__hap1__n143	185	865	0.2138728323699422	0.21281144139592886
LTR	6q14.1__hap1__n152	1q43__hap2__n126	186	865	0.21502890173410405	0.213691407950475
LTR	6q14.1__hap1__n152	21p13__hap1__n28	142	599	0.2370617696160267	0.24301689304545376
LTR	6q14.1__hap1__n152	21p13__hap2__n22	144	599	0.24040066777963273	0.2468035156945833
LTR	6q14.1__hap1__n152	21q21.1__hap1__n82	27	947	0.028511087645195353	0.027666075589955118
LTR	6q14.1__hap1__n152	21q21.1__hap2__n31	28	947	0.029567053854276663	0.028721543286965828
LTR	6q14.1__hap1__n152	22p13__hap1__n16	143	599	0.2387312186978297	0.24471382011491793
LTR	6q14.1__hap1__n152	22p13__hap2__n15	143	599	0.2387312186978297	0.2448940286969348
LTR	6q14.1__hap1__n152	22q11.21__hap1__n99	12	949	0.012644889357218124	0.01458150717946917
LTR	6q14.1__hap1__n152	22q11.21__hap2__n35	12	953	0.012591815320041973	0.01462413620312297
LTR	6q14.1__hap1__n152	22q11.23__hap1__n95	196	935	0.20962566844919786	0.21438595379848885
LTR	6q14.1__hap1__n152	22q11.23__hap2__n67	196	935	0.20962566844919786	0.21468093592619938
LTR	6q14.1__hap1__n152	2q21.1__hap1__n236	39	938	0.04157782515991471	0.040591138690420345
LTR	6q14.1__hap1__n152	2q21.1__hap2__n143	38	938	0.04051172707889126	0.039515968178388025
LTR	6q14.1__hap1__n152	3p12.3__hap1__n159	215	864	0.2488425925925926	0.2539413655211468
LTR	6q14.1__hap1__n152	3p12.3__hap2__n53	216	864	0.25	0.25570328105804774
LTR	6q14.1__hap1__n152	3p25.3__hap1__n279	51	892	0.05717488789237668	0.05556512061892251
LTR	6q14.1__hap1__n152	3p25.3__hap2__n49	52	892	0.05829596412556054	0.05665719471357527
LTR	6q14.1__hap1__n152	3q12.3__hap1__n184	41	898	0.045657015590200446	0.045177459445869476
LTR	6q14.1__hap1__n152	3q12.3__hap2__n105	40	877	0.04561003420752566	0.04483836742446651
LTR	6q14.1__hap1__n152	3q13.2__hap1__n261	9	953	0.00944386149003148	0.01034921838225968
LTR	6q14.1__hap1__n152	3q13.2__hap2__n32	9	947	0.009503695881731784	0.01036795060203566
LTR	6q14.1__hap1__n152	3q21.2__hap1__n194	24	762	0.031496062992125984	0.03135965457203581
LTR	6q14.1__hap1__n152	3q21.2__hap2__n63	25	762	0.03280839895013123	0.032675546486587506
LTR	6q14.1__hap1__n152	3q27.2__hap1__n242	17	953	0.017838405036726127	0.016642757281917386
LTR	6q14.1__hap1__n152	3q27.2__hap2__n56	16	953	0.016789087093389297	0.015751627713610262
LTR	6q14.1__hap1__n152	4p16.1a__hap1__n177	149	618	0.24110032362459546	0.25154247420407994
LTR	6q14.1__hap1__n152	4p16.1a__hap2__n84	148	618	0.23948220064724918	0.25001192455650273
LTR	6q14.1__hap1__n152	4p16.1b__hap1__n114	149	616	0.2418831168831169	0.24575589896591324
LTR	6q14.1__hap1__n152	4p16.1b__hap2__n96	150	616	0.2435064935064935	0.24741034539662016
LTR	6q14.1__hap1__n152	4p16.3a__hap1__n10	149	601	0.24792013311148087	0.25018680040930136
LTR	6q14.1__hap1__n152	4p16.3a__hap2__n9	145	601	0.24126455906821964	0.24402561932055047
LTR	6q14.1__hap1__n152	4p16.3c__hap1__n125	144	613	0.23491027732463296	0.24185130198747326
LTR	6q14.1__hap1__n152	4p16.3c__hap2__n79	143	613	0.233278955954323	0.2402955182081155
LTR	6q14.1__hap1__n152	4q13.2__hap1__n85	195	816	0.23897058823529413	0.23858080165507312
LTR	6q14.1__hap1__n152	4q13.2__hap2__n65	196	815	0.24049079754601227	0.23958630207847173
LTR	6q14.1__hap1__n152	4q32.1__hap1__n132	13	947	0.013727560718057022	0.013628421685856228
LTR	6q14.1__hap1__n152	4q32.1__hap2__n78	11	947	0.011615628299894404	0.011537968517022948
LTR	6q14.1__hap1__n152	4q32.3__hap1__n157	53	869	0.06098964326812428	0.05959656911054221
LTR	6q14.1__hap1__n152	4q32.3__hap2__n141	54	869	0.06214039125431531	0.06040387724760212
LTR	6q14.1__hap1__n152	4q35.2_hg38__hap1__n61	144	599	0.24040066777963273	0.24837801394788878
LTR	6q14.1__hap1__n152	4q35.2_hg38__hap2__n16	143	599	0.2387312186978297	0.24558907592781898
LTR	6q14.1__hap1__n152	5p12__hap1__n225	88	783	0.1123882503192848	0.1092950267169199
LTR	6q14.1__hap1__n152	5p12__hap2__n175	89	783	0.1136653895274585	0.11047351631367684
LTR	6q14.1__hap1__n152	5p13.3__hap1__n245	20	894	0.02237136465324385	0.024439972572366214
LTR	6q14.1__hap1__n152	5p13.3__hap2__n147	25	938	0.026652452025586353	0.026325351493118043
LTR	6q14.1__hap1__n152	5q11.2__hap1__n331	36	892	0.04035874439461883	0.041281929441805545
LTR	6q14.1__hap1__n152	5q11.2__hap2__n108	37	892	0.04147982062780269	0.042370963854559955
LTR	6q14.1__hap1__n152	5q33.2__hap1__n356	142	605	0.23471074380165288	0.2409638491406592
LTR	6q14.1__hap1__n152	5q33.2__hap2__n50	144	605	0.23801652892561984	0.24341722253251602
LTR	6q14.1__hap1__n152	5q33.3__hap1__n307	12	953	0.012591815320041973	0.012163411937825037
LTR	6q14.1__hap1__n152	5q33.3__hap2__n53	13	953	0.013641133263378805	0.013160223985698511
LTR	6q14.1__hap1__n152	6p21.1__hap1__n319	182	871	0.208955223880597	0.21157741705280023
LTR	6q14.1__hap1__n152	6p21.1__hap2__n60	183	871	0.21010332950631458	0.21484724431133026
LTR	6q14.1__hap1__n152	6p22.1__hap1__n169	137	838	0.16348448687350836	0.1596247900255689
LTR	6q14.1__hap1__n152	6p22.1__hap2__n116	137	838	0.16348448687350836	0.1592564840472152
LTR	6q14.1__hap1__n152	6q11.1__hap1__n159	143	621	0.23027375201288244	0.23912818305288297
LTR	6q14.1__hap1__n152	6q11.1__hap2__n113	144	621	0.2318840579710145	0.2405633185546382
LTR	6q14.1__hap2__n106	10p12.1__hap1__n269	11	953	0.011542497376705142	0.011066917900651726
LTR	6q14.1__hap2__n106	10p12.1__hap2__n81	10	953	0.01049317943336831	0.010016436579858897
LTR	6q14.1__hap2__n106	10p14__hap1__n252	50	803	0.062266500622665005	0.06177651465644332
LTR	6q14.1__hap2__n106	10p14__hap2__n42	59	882	0.06689342403628118	0.06659781876644029
LTR	6q14.1__hap2__n106	10q24.2__hap1__n189	32	938	0.03411513859275053	0.033239561736074515
LTR	6q14.1__hap2__n106	10q24.2__hap2__n114	31	938	0.03304904051172708	0.03233346914310918
LTR	6q14.1__hap2__n106	11p15.4__hap1__n117	150	601	0.24958402662229617	0.25767188370008925
LTR	6q14.1__hap2__n106	11p15.4__hap2__n98	151	601	0.2512479201331115	0.2596617267114606
LTR	6q14.1__hap2__n106	11p15.4b__hap1__n389	133	620	0.21451612903225806	0.2197773795518623
LTR	6q14.1__hap2__n106	11p15.4b__hap2__n59	134	620	0.2161290322580645	0.22143808505002366
LTR	6q14.1__hap2__n106	11q12.3__hap1__n361	135	865	0.15606936416184972	0.15408650441775532
LTR	6q14.1__hap2__n106	11q12.3__hap2__n65	135	865	0.15606936416184972	0.15433137927154067
LTR	6q14.1__hap2__n106	11q22.1__hap1__n160	11	947	0.011615628299894404	0.011939337808244348
LTR	6q14.1__hap2__n106	11q22.1__hap2__n88	8	953	0.008394543546694649	0.008760373793491908
LTR	6q14.1__hap2__n106	11q23.3__hap1__n159	34	937	0.03628601921024546	0.03602055192384599
LTR	6q14.1__hap2__n106	11q23.3__hap2__n147	35	897	0.03901895206243032	0.038341142291664757
LTR	6q14.1__hap2__n106	12p11.21__hap1__n345	177	804	0.22014925373134328	0.21664573661385514
LTR	6q14.1__hap2__n106	12p11.21__hap2__n103	176	804	0.21890547263681592	0.2156799920963809
LTR	6q14.1__hap2__n106	12q13.2__hap1__n216	10	942	0.010615711252653927	0.015715639269880927
LTR	6q14.1__hap2__n106	12q13.2__hap2__n61	10	936	0.010683760683760684	0.015757209945467435
LTR	6q14.1__hap2__n106	12q14.1__hap1__n260	9	947	0.009503695881731784	0.009186607047233156
LTR	6q14.1__hap2__n106	12q14.1__hap2__n127	9	953	0.00944386149003148	0.009166874590662405
LTR	6q14.1__hap2__n106	12q24.33__hap1__n62	203	866	0.23441108545034642	0.23833964465082372
LTR	6q14.1__hap2__n106	12q24.33__hap2__n14	204	867	0.23529411764705882	0.23945849659439056
LTR	6q14.1__hap2__n106	13p13__hap1__n7	42	898	0.0467706013363029	0.049193154370022
LTR	6q14.1__hap2__n106	13p13__hap2__n4	45	898	0.05011135857461024	0.052447137540651764
LTR	6q14.1__hap2__n106	14q11.2__hap1__n49	210	864	0.24305555555555555	0.24837994539754785
LTR	6q14.1__hap2__n106	14q11.2__hap2__n26	209	864	0.24189814814814814	0.24716442473697312
LTR	6q14.1__hap2__n106	14q32.33__hap1__n46	186	869	0.2140391254315305	0.21783326683975915
LTR	6q14.1__hap2__n106	14q32.33__hap2__n1	187	869	0.21518987341772153	0.2189752193872329
LTR	6q14.1__hap2__n106	15p13a__hap1__n12	141	599	0.2353923205342237	0.24298442862184094
LTR	6q14.1__hap2__n106	15p13a__hap2__n11	143	599	0.2387312186978297	0.24669751874072274
LTR	6q14.1__hap2__n106	15p13b__hap1__n9	41	898	0.045657015590200446	0.048056007034333596
LTR	6q14.1__hap2__n106	15p13b__hap2__n5	40	898	0.044543429844097995	0.04748029981524849
LTR	6q14.1__hap2__n106	16p11.2__hap1__n315	19	938	0.02025586353944563	0.02025168982590381
LTR	6q14.1__hap2__n106	16p11.2__hap2__n30	19	936	0.0202991452991453	0.02016737803948649
LTR	6q14.1__hap2__n106	19p12a__hap1__n256	137	862	0.15893271461716937	0.16225465818058532
LTR	6q14.1__hap2__n106	19p12a__hap2__n111	138	862	0.16009280742459397	0.16338572043595848
LTR	6q14.1__hap2__n106	19p12b__hap1__n57	12	953	0.012591815320041973	0.011743295621764512
LTR	6q14.1__hap2__n106	19p12b__hap2__n3	13	953	0.013641133263378805	0.012681519072948427
LTR	6q14.1__hap2__n106	19p12c__hap1__n69	20	953	0.02098635886673662	0.02025985026438709
LTR	6q14.1__hap2__n106	19p12c__hap2__n62	20	953	0.02098635886673662	0.020312807543526004
LTR	6q14.1__hap2__n106	19p12d__hap1__n264	31	907	0.034178610804851156	0.0348763495742403
LTR	6q14.1__hap2__n106	19p12d__hap2__n193	32	907	0.03528114663726571	0.03572528222435904
LTR	6q14.1__hap2__n106	19p12e__hap1__n315	59	897	0.06577480490523968	0.06631393745896735
LTR	6q14.1__hap2__n106	19p12e__hap2__n93	60	897	0.06688963210702341	0.06719627531501877
LTR	6q14.1__hap2__n106	19p13.3__hap1__n107	34	896	0.03794642857142857	0.03664253892522372
LTR	6q14.1__hap2__n106	19p13.3__hap2__n70	37	897	0.04124860646599777	0.03946515496734009
LTR	6q14.1__hap2__n106	19q12__hap1__n314	12	953	0.012591815320041973	0.014149523886147108
LTR	6q14.1__hap2__n106	19q12__hap2__n40	15	953	0.015739769150052464	0.017077446996360927
LTR	6q14.1__hap2__n106	19q13.12b__hap1__n245	107	691	0.1548480463096961	0.15818121471768212
LTR	6q14.1__hap2__n106	19q13.12b__hap2__n81	108	691	0.15629522431259044	0.1596315388181963
LTR	6q14.1__hap2__n106	19q13.41__hap1__n201	136	660	0.20606060606060606	0.20669976272608123
LTR	6q14.1__hap2__n106	19q13.41__hap2__n133	136	653	0.2082695252679939	0.20715739026161212
LTR	6q14.1__hap2__n106	19q13.42__hap1__n382	199	870	0.22873563218390805	0.22553025880277489
LTR	6q14.1__hap2__n106	19q13.42__hap2__n80	197	870	0.2264367816091954	0.2238271196457115
LTR	6q14.1__hap2__n106	1p31.1a__hap1__n173	49	897	0.054626532887402456	0.05443142633790667
LTR	6q14.1__hap2__n106	1p31.1a__hap2__n106	54	893	0.060470324748040316	0.05926118198164193
LTR	6q14.1__hap2__n106	1p31.1b__hap1__n97	12	953	0.012591815320041973	0.013320128582389675
LTR	6q14.1__hap2__n106	1p31.1b__hap2__n72	12	953	0.012591815320041973	0.013320584806255014
LTR	6q14.1__hap2__n106	1p34.3__hap1__n2	128	913	0.140197152245345	0.1365968828671018
LTR	6q14.1__hap2__n106	1p36.21a__hap1__n306	141	625	0.2256	0.22884500602880442
LTR	6q14.1__hap2__n106	1p36.21a__hap2__n10	141	616	0.2288961038961039	0.23005988047510936
LTR	6q14.1__hap2__n106	1p36.21b__hap1__n147	187	874	0.2139588100686499	0.21620175101082262
LTR	6q14.1__hap2__n106	1p36.21b__hap2__n60	185	874	0.2116704805491991	0.21604346802110602
LTR	6q14.1__hap2__n106	1p36.21c__hap1__n249	182	874	0.20823798627002288	0.21017234631045267
LTR	6q14.1__hap2__n106	1p36.21c__hap2__n48	183	874	0.20938215102974828	0.21124350923296523
LTR	6q14.1__hap2__n106	1q22__hap1__n256	9	952	0.009453781512605041	0.012281016952173738
LTR	6q14.1__hap2__n106	1q22__hap2__n40	9	953	0.00944386149003148	0.012288518733637635
LTR	6q14.1__hap2__n106	1q23.3__hap1__n195	43	898	0.04788418708240535	0.04673347338476029
LTR	6q14.1__hap2__n106	1q23.3__hap2__n71	44	898	0.04899777282850779	0.04785902211649904
LTR	6q14.1__hap2__n106	1q24.1__hap1__n335	188	866	0.21709006928406466	0.21534362589964415
LTR	6q14.1__hap2__n106	1q24.1__hap2__n4	192	866	0.22170900692840648	0.22006053607579854
LTR	6q14.1__hap2__n106	1q32.2__hap1__n331	75	877	0.08551881413911061	0.08666019638388245
LTR	6q14.1__hap2__n106	1q32.2__hap2__n12	75	891	0.08417508417508418	0.08617348810105006
LTR	6q14.1__hap2__n106	1q43__hap1__n143	184	865	0.21271676300578035	0.21176442123304784
LTR	6q14.1__hap2__n106	1q43__hap2__n126	185	865	0.2138728323699422	0.21264438778759398
LTR	6q14.1__hap2__n106	21p13__hap1__n28	141	599	0.2353923205342237	0.24196987288257274
LTR	6q14.1__hap2__n106	21p13__hap2__n22	143	599	0.2387312186978297	0.24575649553170228
LTR	6q14.1__hap2__n106	21q21.1__hap1__n82	26	947	0.027455121436114043	0.026619055427074087
LTR	6q14.1__hap2__n106	21q21.1__hap2__n31	27	947	0.028511087645195353	0.027674523124084797
LTR	6q14.1__hap2__n106	22p13__hap1__n16	142	599	0.2370617696160267	0.2436667999520369
LTR	6q14.1__hap2__n106	22p13__hap2__n15	142	599	0.2370617696160267	0.24384700853405378
LTR	6q14.1__hap2__n106	22q11.21__hap1__n99	11	949	0.011591148577449948	0.013534487016588135
LTR	6q14.1__hap2__n106	22q11.21__hap2__n35	11	953	0.011542497376705142	0.013577116040241935
LTR	6q14.1__hap2__n106	22q11.23__hap1__n95	195	935	0.20855614973262032	0.21333893363560782
LTR	6q14.1__hap2__n106	22q11.23__hap2__n67	195	935	0.20855614973262032	0.21363391576331836
LTR	6q14.1__hap2__n106	2q21.1__hap1__n236	38	938	0.04051172707889126	0.039544118527539314
LTR	6q14.1__hap2__n106	2q21.1__hap2__n143	37	938	0.039445628997867806	0.03846894801550699
LTR	6q14.1__hap2__n106	3p12.3__hap1__n159	214	864	0.24768518518518517	0.25289434535826577
LTR	6q14.1__hap2__n106	3p12.3__hap2__n53	215	864	0.2488425925925926	0.2546562608951667
LTR	6q14.1__hap2__n106	3p25.3__hap1__n279	50	892	0.05605381165919283	0.05451810045604148
LTR	6q14.1__hap2__n106	3p25.3__hap2__n49	51	892	0.05717488789237668	0.05561017455069424
LTR	6q14.1__hap2__n106	3q12.3__hap1__n184	40	898	0.044543429844097995	0.044130439282988446
LTR	6q14.1__hap2__n106	3q12.3__hap2__n105	39	877	0.04446978335233751	0.04379134726158548
LTR	6q14.1__hap2__n106	3q13.2__hap1__n261	8	953	0.008394543546694649	0.009302198219378648
LTR	6q14.1__hap2__n106	3q13.2__hap2__n32	8	947	0.008447729672650475	0.009320930439154626
LTR	6q14.1__hap2__n106	3q21.2__hap1__n194	23	762	0.030183727034120734	0.030312634409154778
LTR	6q14.1__hap2__n106	3q21.2__hap2__n63	24	762	0.031496062992125984	0.03162852632370647
LTR	6q14.1__hap2__n106	3q27.2__hap1__n242	16	953	0.016789087093389297	0.015595737119036354
LTR	6q14.1__hap2__n106	3q27.2__hap2__n56	15	953	0.015739769150052464	0.014704607550729231
LTR	6q14.1__hap2__n106	4p16.1a__hap1__n177	148	618	0.23948220064724918	0.2504954540411989
LTR	6q14.1__hap2__n106	4p16.1a__hap2__n84	147	618	0.23786407766990292	0.2489649043936217
LTR	6q14.1__hap2__n106	4p16.1b__hap1__n114	148	616	0.24025974025974026	0.24470887880303221
LTR	6q14.1__hap2__n106	4p16.1b__hap2__n96	149	616	0.2418831168831169	0.24636332523373913
LTR	6q14.1__hap2__n106	4p16.3a__hap1__n10	148	601	0.24625623960066556	0.24913978024642033
LTR	6q14.1__hap2__n106	4p16.3a__hap2__n9	144	601	0.23960066555740434	0.24297859915766945
LTR	6q14.1__hap2__n106	4p16.3c__hap1__n125	143	613	0.233278955954323	0.24080428182459224
LTR	6q14.1__hap2__n106	4p16.3c__hap2__n79	142	613	0.23164763458401305	0.2392484980452345
LTR	6q14.1__hap2__n106	4q13.2__hap1__n85	194	816	0.23774509803921567	0.2375337814921921
LTR	6q14.1__hap2__n106	4q13.2__hap2__n65	195	815	0.2392638036809816	0.2385392819155907
LTR	6q14.1__hap2__n106	4q32.1__hap1__n132	12	947	0.012671594508975714	0.012581401522975195
LTR	6q14.1__hap2__n106	4q32.1__hap2__n78	10	947	0.010559662090813094	0.010490948354141915
LTR	6q14.1__hap2__n106	4q32.3__hap1__n157	52	869	0.05983889528193326	0.05854954894766118
LTR	6q14.1__hap2__n106	4q32.3__hap2__n141	53	869	0.06098964326812428	0.05935685708472109
LTR	6q14.1__hap2__n106	4q35.2_hg38__hap1__n61	143	599	0.2387312186978297	0.24733099378500775
LTR	6q14.1__hap2__n106	4q35.2_hg38__hap2__n16	142	599	0.2370617696160267	0.24454205576493795
LTR	6q14.1__hap2__n106	5p12__hap1__n225	87	783	0.1111111111111111	0.10824800655403886
LTR	6q14.1__hap2__n106	5p12__hap2__n175	88	783	0.1123882503192848	0.1094264961507958
LTR	6q14.1__hap2__n106	5p13.3__hap1__n245	19	894	0.021252796420581657	0.023392952409485183
LTR	6q14.1__hap2__n106	5p13.3__hap2__n147	24	938	0.0255863539445629	0.025278331330237012
LTR	6q14.1__hap2__n106	5q11.2__hap1__n331	35	892	0.03923766816143498	0.040234909278924515
LTR	6q14.1__hap2__n106	5q11.2__hap2__n108	36	892	0.04035874439461883	0.041323943691678924
LTR	6q14.1__hap2__n106	5q33.2__hap1__n356	143	605	0.23636363636363636	0.23991682897777816
LTR	6q14.1__hap2__n106	5q33.2__hap2__n50	145	605	0.2396694214876033	0.242370202369635
LTR	6q14.1__hap2__n106	5q33.3__hap1__n307	11	953	0.011542497376705142	0.011116391774944005
LTR	6q14.1__hap2__n106	5q33.3__hap2__n53	12	953	0.012591815320041973	0.012113203822817477
LTR	6q14.1__hap2__n106	6p21.1__hap1__n319	181	871	0.20780711825487944	0.2105303968899192
LTR	6q14.1__hap2__n106	6p21.1__hap2__n60	182	871	0.208955223880597	0.21380022414844924
LTR	6q14.1__hap2__n106	6p22.1__hap1__n169	136	838	0.162291169451074	0.15857776986268787
LTR	6q14.1__hap2__n106	6p22.1__hap2__n116	136	838	0.162291169451074	0.15820946388433418
LTR	6q14.1__hap2__n106	6q11.1__hap1__n159	142	621	0.2286634460547504	0.23808116289000195
LTR	6q14.1__hap2__n106	6q11.1__hap2__n113	143	621	0.23027375201288244	0.23951629839175717
LTR	6q14.1__hap2__n106	6q14.1__hap1__n152	1	953	0.001049317943336831	0.001049317943336827
LTR	7p22.1__hap1__n93	10p12.1__hap1__n269	6	961	0.006243496357960458	0.006256651731598339
LTR	7p22.1__hap1__n93	10p12.1__hap2__n81	5	961	0.005202913631633715	0.00520617041080551
LTR	7p22.1__hap1__n93	10p14__hap1__n252	51	811	0.06288532675709001	0.060224627374337814
LTR	7p22.1__hap1__n93	10p14__hap2__n42	60	890	0.06741573033707865	0.06504593148433478
LTR	7p22.1__hap1__n93	10q24.2__hap1__n189	29	938	0.03091684434968017	0.03168767445396901
LTR	7p22.1__hap1__n93	10q24.2__hap2__n114	30	938	0.031982942430703626	0.030781581861003677
LTR	7p22.1__hap1__n93	11p15.4__hap1__n117	147	601	0.24459234608985025	0.2561199964179838
LTR	7p22.1__hap1__n93	11p15.4__hap2__n98	148	601	0.24625623960066556	0.2581098394293551
LTR	7p22.1__hap1__n93	11p15.4b__hap1__n389	132	620	0.2129032258064516	0.2182254922697568
LTR	7p22.1__hap1__n93	11p15.4b__hap2__n59	133	620	0.21451612903225806	0.21988619776791815
LTR	7p22.1__hap1__n93	11q12.3__hap1__n361	132	873	0.15120274914089346	0.1525346171356498
LTR	7p22.1__hap1__n93	11q12.3__hap2__n65	132	873	0.15120274914089346	0.15277949198943516
LTR	7p22.1__hap1__n93	11q22.1__hap1__n160	12	955	0.012565445026178011	0.011538651843578537
LTR	7p22.1__hap1__n93	11q22.1__hap2__n88	9	961	0.009365244536940686	0.008359687828826099
LTR	7p22.1__hap1__n93	11q23.3__hap1__n159	34	945	0.03597883597883598	0.03446866464174048
LTR	7p22.1__hap1__n93	11q23.3__hap2__n147	35	905	0.03867403314917127	0.03678925500955925
LTR	7p22.1__hap1__n93	12p11.21__hap1__n345	173	812	0.21305418719211822	0.21509384933174963
LTR	7p22.1__hap1__n93	12p11.21__hap2__n103	172	812	0.21182266009852216	0.21412810481427538
LTR	7p22.1__hap1__n93	12q13.2__hap1__n216	13	950	0.01368421052631579	0.014163751987775421
LTR	7p22.1__hap1__n93	12q13.2__hap2__n61	13	944	0.013771186440677966	0.014205322663361929
LTR	7p22.1__hap1__n93	12q14.1__hap1__n260	6	955	0.0062827225130890054	0.0076347197651276495
LTR	7p22.1__hap1__n93	12q14.1__hap2__n127	6	961	0.006243496357960458	0.007614987308556898
LTR	7p22.1__hap1__n93	12q24.33__hap1__n62	199	874	0.22768878718535468	0.2367877573687182
LTR	7p22.1__hap1__n93	12q24.33__hap2__n14	200	875	0.22857142857142856	0.23790660931228505
LTR	7p22.1__hap1__n93	13p13__hap1__n7	44	906	0.04856512141280353	0.047641267087916495
LTR	7p22.1__hap1__n93	13p13__hap2__n4	47	906	0.05187637969094923	0.05089525025854626
LTR	7p22.1__hap1__n93	14q11.2__hap1__n49	211	872	0.24197247706422018	0.24682805811544234
LTR	7p22.1__hap1__n93	14q11.2__hap2__n26	210	872	0.2408256880733945	0.2456125374548676
LTR	7p22.1__hap1__n93	14q32.33__hap1__n46	185	877	0.21094640820980615	0.21628137955765364
LTR	7p22.1__hap1__n93	14q32.33__hap2__n1	186	877	0.2120866590649943	0.2174233321051274
LTR	7p22.1__hap1__n93	15p13a__hap1__n12	140	599	0.2337228714524207	0.24143254133973543
LTR	7p22.1__hap1__n93	15p13a__hap2__n11	142	599	0.2370617696160267	0.24514563145861723
LTR	7p22.1__hap1__n93	15p13b__hap1__n9	43	906	0.04746136865342163	0.04650411975222809
LTR	7p22.1__hap1__n93	15p13b__hap2__n5	42	906	0.046357615894039736	0.04592841253314298
LTR	7p22.1__hap1__n93	16p11.2__hap1__n315	18	938	0.019189765458422176	0.018699802543798303
LTR	7p22.1__hap1__n93	16p11.2__hap2__n30	18	936	0.019230769230769232	0.018615490757380986
LTR	7p22.1__hap1__n93	19p12a__hap1__n256	134	870	0.15402298850574714	0.1607027708984798
LTR	7p22.1__hap1__n93	19p12a__hap2__n111	135	870	0.15517241379310345	0.16183383315385297
LTR	7p22.1__hap1__n93	19p12b__hap1__n57	13	961	0.013527575442247659	0.013607132201996903
LTR	7p22.1__hap1__n93	19p12b__hap2__n3	14	961	0.014568158168574402	0.014545355653180818
LTR	7p22.1__hap1__n93	19p12c__hap1__n69	19	961	0.019771071800208116	0.018707962982281588
LTR	7p22.1__hap1__n93	19p12c__hap2__n62	19	961	0.019771071800208116	0.018760920261420497
LTR	7p22.1__hap1__n93	19p12d__hap1__n264	33	913	0.03614457831325301	0.033324462292134795
LTR	7p22.1__hap1__n93	19p12d__hap2__n193	34	913	0.03723986856516977	0.034173394942253535
LTR	7p22.1__hap1__n93	19p12e__hap1__n315	59	905	0.06519337016574586	0.06476205017686185
LTR	7p22.1__hap1__n93	19p12e__hap2__n93	60	905	0.06629834254143646	0.06564438803291327
LTR	7p22.1__hap1__n93	19p13.3__hap1__n107	30	896	0.033482142857142856	0.03509065164311821
LTR	7p22.1__hap1__n93	19p13.3__hap2__n70	33	897	0.03678929765886288	0.037913267685234585
LTR	7p22.1__hap1__n93	19q12__hap1__n314	12	961	0.012486992715920915	0.0125976366040416
LTR	7p22.1__hap1__n93	19q12__hap2__n40	15	961	0.015608740894901144	0.015525559714255422
LTR	7p22.1__hap1__n93	19q13.12b__hap1__n245	104	691	0.15050651230101303	0.15662932743557662
LTR	7p22.1__hap1__n93	19q13.12b__hap2__n81	105	691	0.15195369030390737	0.1580796515360908
LTR	7p22.1__hap1__n93	19q13.41__hap1__n201	135	660	0.20454545454545456	0.20514787544397572
LTR	7p22.1__hap1__n93	19q13.41__hap2__n133	135	653	0.20673813169984687	0.2056055029795066
LTR	7p22.1__hap1__n93	19q13.42__hap1__n382	196	878	0.22323462414578588	0.22397837152066938
LTR	7p22.1__hap1__n93	19q13.42__hap2__n80	194	878	0.22095671981776766	0.222275232363606
LTR	7p22.1__hap1__n93	1p31.1a__hap1__n173	50	905	0.055248618784530384	0.052879539055801165
LTR	7p22.1__hap1__n93	1p31.1a__hap2__n106	55	901	0.06104328523862375	0.05770929469953642
LTR	7p22.1__hap1__n93	1p31.1b__hap1__n97	13	961	0.013527575442247659	0.011768241300284168
LTR	7p22.1__hap1__n93	1p31.1b__hap2__n72	13	961	0.013527575442247659	0.011768697524149508
