region	locus	original_locus	alignment_record	ID_Full	Source_Identifier	sample	haplotype	newly_admitted	sequence_sha256
pol	8p23.1e	8p23.1e	HG01361_mat	HG01361_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01361#2#CM089041.1:12833964-12843782	HG01361	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG01361_mat	HG01361_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01361#2#CM089041.1:12833964-12843782	HG01361	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG01505_h1	HG01505_h1_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG01505#1#haplotype1-0000033#0:12494593-12783259	HG01505	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG01505_h1	HG01505_h1_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG01505#1#haplotype1-0000033#0:12494593-12783259	HG01505	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG01505_h1	HG01505_h1_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG01505#1#haplotype1-0000033#0:12494593-12783259	HG01505	h1	0	1f717c802ea0617464156867e650fa3efacfc6e3c97857f023a582513b0ba5f7
env	8p23.1e	8p23.1e	HG01505_h1	HG01505_h1_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG01505#1#haplotype1-0000033#0:12494593-12783259	HG01505	h1	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG01784_hap2	HG01784_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01784#2#CM087599.1:12606218-12616036	HG01784	h2	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG01784_hap2	HG01784_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01784#2#CM087599.1:12606218-12616036	HG01784	h2	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG01784_hap2	HG01784_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01784#2#CM087599.1:12606218-12616036	HG01784	h2	0	1f717c802ea0617464156867e650fa3efacfc6e3c97857f023a582513b0ba5f7
env	8p23.1e	8p23.1e	HG01784_hap2	HG01784_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01784#2#CM087599.1:12606218-12616036	HG01784	h2	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG01952_pat	HG01952_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01952#1#CM087976.1:12028718-12038537	HG01952	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG01952_pat	HG01952_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01952#1#CM087976.1:12028718-12038537	HG01952	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG01952_pat	HG01952_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01952#1#CM087976.1:12028718-12038537	HG01952	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG01952_pat	HG01952_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01952#1#CM087976.1:12028718-12038537	HG01952	pat	0	0e9b31fc5dfb4c62be7c6e44ab6551f1d14d57b4c2fa63dd92936a882913f847
gag	8p23.1e	8p23.1e	HG01975_pat	HG01975_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01975#1#CM099799.1:12825514-12835332	HG01975	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG01975_pat	HG01975_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01975#1#CM099799.1:12825514-12835332	HG01975	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG01975_pat	HG01975_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01975#1#CM099799.1:12825514-12835332	HG01975	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG01975_pat	HG01975_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG01975#1#CM099799.1:12825514-12835332	HG01975	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02015_mat	HG02015_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02015#2#CM085900.1:12752316-12762134	HG02015	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02015_mat	HG02015_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02015#2#CM085900.1:12752316-12762134	HG02015	mat	0	23e7a5e27f98117d079993eddc6461dbd77c3145881bfd932fcfe4ac74573fb9
pol	8p23.1e	8p23.1e	HG02015_mat	HG02015_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02015#2#CM085900.1:12752316-12762134	HG02015	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02015_mat	HG02015_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02015#2#CM085900.1:12752316-12762134	HG02015	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02027_mat	HG02027_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02027#2#CM086989.1:13267635-13277453	HG02027	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02027_mat	HG02027_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02027#2#CM086989.1:13267635-13277453	HG02027	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02027_mat	HG02027_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02027#2#CM086989.1:13267635-13277453	HG02027	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02027_mat	HG02027_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02027#2#CM086989.1:13267635-13277453	HG02027	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02027_pat	HG02027_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02027#1#CM086978.1:12137347-12147165	HG02027	pat	0	38b05c5104cf95faf00f26c3f80d0cfd329d6dca9d1e420cc1f6bd1222a47119
pro	8p23.1e	8p23.1e	HG02027_pat	HG02027_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02027#1#CM086978.1:12137347-12147165	HG02027	pat	0	61e1b2656068f2c8ae58a0b37de31b8dc3f5d3721519cd12b9eadf2f675d65af
pol	8p23.1e	8p23.1e	HG02027_pat	HG02027_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02027#1#CM086978.1:12137347-12147165	HG02027	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02027_pat	HG02027_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02027#1#CM086978.1:12137347-12147165	HG02027	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02040_hap2	HG02040_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02040#2#CM087406.1:12231156-12240974	HG02040	h2	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02040_hap2	HG02040_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02040#2#CM087406.1:12231156-12240974	HG02040	h2	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02040_hap2	HG02040_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02040#2#CM087406.1:12231156-12240974	HG02040	h2	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02040_hap2	HG02040_hap2_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02040#2#CM087406.1:12231156-12240974	HG02040	h2	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02071_pat	HG02071_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02071#1#CM088262.1:12098231-12108049	HG02071	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02071_pat	HG02071_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02071#1#CM088262.1:12098231-12108049	HG02071	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02071_pat	HG02071_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02071#1#CM088262.1:12098231-12108049	HG02071	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02071_pat	HG02071_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02071#1#CM088262.1:12098231-12108049	HG02071	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02074_mat	HG02074_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02074#2#CM088298.1:12362577-12372395	HG02074	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02074_mat	HG02074_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02074#2#CM088298.1:12362577-12372395	HG02074	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02074_mat	HG02074_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02074#2#CM088298.1:12362577-12372395	HG02074	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02074_mat	HG02074_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02074#2#CM088298.1:12362577-12372395	HG02074	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02074_pat	HG02074_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02074#1#CM088272.1:12202589-12212407	HG02074	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02074_pat	HG02074_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02074#1#CM088272.1:12202589-12212407	HG02074	pat	0	23e7a5e27f98117d079993eddc6461dbd77c3145881bfd932fcfe4ac74573fb9
pol	8p23.1e	8p23.1e	HG02074_pat	HG02074_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02074#1#CM088272.1:12202589-12212407	HG02074	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02074_pat	HG02074_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02074#1#CM088272.1:12202589-12212407	HG02074	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02106_h1	HG02106_h1_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG02106#1#haplotype1-0000031#0:133546719-133798916	HG02106	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02106_h1	HG02106_h1_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG02106#1#haplotype1-0000031#0:133546719-133798916	HG02106	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02106_h1	HG02106_h1_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG02106#1#haplotype1-0000031#0:133546719-133798916	HG02106	h1	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02106_h1	HG02106_h1_HML-2_8p23.1e_graph_hgsvc3-2024-02-23-mc-chm13	HG02106#1#haplotype1-0000031#0:133546719-133798916	HG02106	h1	0	5544fd56c3ea302d5b3dea08fc70776956985448e2140b5e87c41bb248bb8c17
gag	8p23.1e	8p23.1e	HG02129_mat	HG02129_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02129#2#CM085862.1:12759821-12769639	HG02129	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02129_mat	HG02129_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02129#2#CM085862.1:12759821-12769639	HG02129	mat	0	23e7a5e27f98117d079993eddc6461dbd77c3145881bfd932fcfe4ac74573fb9
pol	8p23.1e	8p23.1e	HG02129_mat	HG02129_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02129#2#CM085862.1:12759821-12769639	HG02129	mat	0	61121e29ce8bad48161802b75ced828ea8662c8b566dffba57019d5eb8d56e0a
env	8p23.1e	8p23.1e	HG02129_mat	HG02129_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02129#2#CM085862.1:12759821-12769639	HG02129	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02129_pat	HG02129_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02129#1#CM085851.1:12820656-12830474	HG02129	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02129_pat	HG02129_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02129#1#CM085851.1:12820656-12830474	HG02129	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02129_pat	HG02129_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02129#1#CM085851.1:12820656-12830474	HG02129	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02129_pat	HG02129_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02129#1#CM085851.1:12820656-12830474	HG02129	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02132_pat	HG02132_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02132#1#CM086899.1:12090382-12100200	HG02132	pat	0	7b82c1cb8b69af595aca68e7ec154fa7dda1c960f8c8240a1c70ae8d739010f2
pro	8p23.1e	8p23.1e	HG02132_pat	HG02132_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02132#1#CM086899.1:12090382-12100200	HG02132	pat	0	61e1b2656068f2c8ae58a0b37de31b8dc3f5d3721519cd12b9eadf2f675d65af
pol	8p23.1e	8p23.1e	HG02132_pat	HG02132_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02132#1#CM086899.1:12090382-12100200	HG02132	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02132_pat	HG02132_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02132#1#CM086899.1:12090382-12100200	HG02132	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02135_mat	HG02135_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02135#2#CM088321.1:12929055-12938873	HG02135	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02135_mat	HG02135_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02135#2#CM088321.1:12929055-12938873	HG02135	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02135_mat	HG02135_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02135#2#CM088321.1:12929055-12938873	HG02135	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02135_mat	HG02135_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02135#2#CM088321.1:12929055-12938873	HG02135	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02135_pat	HG02135_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02135#1#CM088310.1:12112714-12122532	HG02135	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02135_pat	HG02135_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02135#1#CM088310.1:12112714-12122532	HG02135	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02135_pat	HG02135_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02135#1#CM088310.1:12112714-12122532	HG02135	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02135_pat	HG02135_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02135#1#CM088310.1:12112714-12122532	HG02135	pat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02178_hap1	HG02178_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02178#1#CM089926.1:12284034-12293852	HG02178	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02178_hap1	HG02178_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02178#1#CM089926.1:12284034-12293852	HG02178	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02178_hap1	HG02178_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02178#1#CM089926.1:12284034-12293852	HG02178	h1	0	133b312d913606e7d5c313fb51622cf85adf4cfc9bf6f0bc3deced47be98336e
env	8p23.1e	8p23.1e	HG02178_hap1	HG02178_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02178#1#CM089926.1:12284034-12293852	HG02178	h1	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02273_hap1	HG02273_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02273#1#CM087022.1:12217731-12227550	HG02273	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02273_hap1	HG02273_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02273#1#CM087022.1:12217731-12227550	HG02273	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02273_hap1	HG02273_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02273#1#CM087022.1:12217731-12227550	HG02273	h1	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02273_hap1	HG02273_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02273#1#CM087022.1:12217731-12227550	HG02273	h1	0	0e9b31fc5dfb4c62be7c6e44ab6551f1d14d57b4c2fa63dd92936a882913f847
gag	8p23.1e	8p23.1e	HG02280_mat	HG02280_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02280#2#CM086283.1:12726808-12736626	HG02280	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02280_mat	HG02280_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02280#2#CM086283.1:12726808-12736626	HG02280	mat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02280_mat	HG02280_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02280#2#CM086283.1:12726808-12736626	HG02280	mat	0	1f717c802ea0617464156867e650fa3efacfc6e3c97857f023a582513b0ba5f7
env	8p23.1e	8p23.1e	HG02280_mat	HG02280_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02280#2#CM086283.1:12726808-12736626	HG02280	mat	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02280_pat	HG02280_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02280#1#CM086291.1:13228548-13238366	HG02280	pat	0	b4926a62a2a8817041506c0d56065530b051d49eba7808a96f862e5e0cb159ad
pro	8p23.1e	8p23.1e	HG02280_pat	HG02280_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02280#1#CM086291.1:13228548-13238366	HG02280	pat	0	e13765d12d66f9a72c82404124f659ebbe9690a548df5604e74403b9b49ad065
pol	8p23.1e	8p23.1e	HG02280_pat	HG02280_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02280#1#CM086291.1:13228548-13238366	HG02280	pat	0	bac1cc50367c9162feb83f89730fd71220ba14ae71bd1bb607a5548f74542af2
env	8p23.1e	8p23.1e	HG02280_pat	HG02280_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02280#1#CM086291.1:13228548-13238366	HG02280	pat	0	b6d22172db5cf40b8b39a680cbc7d48cd60ee82f9114a9f6f680b98e1bbbc91c
gag	8p23.1e	8p23.1e	HG02392_hap1	HG02392_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02392#1#CM099883.1:12011369-12021187	HG02392	h1	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02392_hap1	HG02392_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02392#1#CM099883.1:12011369-12021187	HG02392	h1	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02392_hap1	HG02392_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02392#1#CM099883.1:12011369-12021187	HG02392	h1	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02392_hap1	HG02392_hap1_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02392#1#CM099883.1:12011369-12021187	HG02392	h1	0	28c93eb16b75829e57e7f730ee8dfccaefbe98643ee0a7e029ad6deb9cedd79e
gag	8p23.1e	8p23.1e	HG02451_pat	HG02451_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02451#1#CM086204.1:12160324-12170142	HG02451	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02451_pat	HG02451_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02451#1#CM086204.1:12160324-12170142	HG02451	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02451_pat	HG02451_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02451#1#CM086204.1:12160324-12170142	HG02451	pat	0	91b0da33b4da75961c4da7c2d1755507616e1c27013f3a5bb71626adfd27f08a
env	8p23.1e	8p23.1e	HG02451_pat	HG02451_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02451#1#CM086204.1:12160324-12170142	HG02451	pat	0	5b75702cf05b4c7c4e0c81835dd2e8569f45df7ad10e3efd0728ca3610e31bf7
gag	8p23.1e	8p23.1e	HG02514_mat	HG02514_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02514#2#CM098750.1:12761297-12771115	HG02514	mat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02514_mat	HG02514_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02514#2#CM098750.1:12761297-12771115	HG02514	mat	0	23e7a5e27f98117d079993eddc6461dbd77c3145881bfd932fcfe4ac74573fb9
pol	8p23.1e	8p23.1e	HG02514_mat	HG02514_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02514#2#CM098750.1:12761297-12771115	HG02514	mat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
env	8p23.1e	8p23.1e	HG02514_mat	HG02514_mat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02514#2#CM098750.1:12761297-12771115	HG02514	mat	0	b6d22172db5cf40b8b39a680cbc7d48cd60ee82f9114a9f6f680b98e1bbbc91c
gag	8p23.1e	8p23.1e	HG02514_pat	HG02514_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02514#1#CM098734.1:12351263-12361082	HG02514	pat	0	33fc7463ed092307dce066634e96fc95c2db041c5c8946e5ce62c7bf2a28f940
pro	8p23.1e	8p23.1e	HG02514_pat	HG02514_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02514#1#CM098734.1:12351263-12361082	HG02514	pat	0	a0b4f084c94e537c3b04c53bfe73bca1e84df23a8af9abb1e58c4e5f7dcfcd23
pol	8p23.1e	8p23.1e	HG02514_pat	HG02514_pat_hprc_r2_v1.0.1_HML-2_8p23.1e	HG02514#1#CM098734.1:12351263-12361082	HG02514	pat	0	dc8fb8aa370f40d15cdafa895d8a08080d6aef398543d69749d8e3de84cea0fa
