query	locus	gene	length	sha256	ID_Full	Source_Identifier	oriented_source_start	source_strand
q6143	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00099_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG00099#1#JBHDWO010000064.1:102765418-102768900	4057	+
q6145	Xq28b	env	2110	3699cb53324926a2d9eea2a3d17efc209b96f8164391daf1feefddfb346feee4	HG00126_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG00126#2#JBHIKV010000010.1:33557167-33560649	4057	+
q6146	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00128_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG00128#1#JBHIKS010000055.1:151832012-151835491	4054	+
q6147	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00128_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG00128#2#CM090107.1:152959765-152963247	4057	+
q6148	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00133_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG00133#1#CM090059.1:152939117-152942599	4057	+
q6151	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00232_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG00232#2#JBHIKN010000046.1:52124132-52127614	4057	+
q6152	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00235_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG00235#2#CM094409.1:153363514-153366996	4057	+
q6156	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00280_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG00280#2#JBHDWB010000040.1:51986487-51989968	4057	+
q6158	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00320_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG00320#1#CM089961.1:153438131-153441610	4054	+
q6161	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00323_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG00323#1#CM087316.1:153169389-153172871	4057	+
q6162	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00323_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG00323#2#CM087342.1:153134865-153138347	4057	+
q6164	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00344_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG00344#1#CM094511.1:153156834-153160316	4057	+
q6165	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00344_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG00344#2#CM094522.1:153167354-153170835	4057	+
q6166	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00350_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG00350#1#JBIREL010000057.1:51954536-51958018	4057	+
q6167	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00350_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG00350#2#JBIREM010000012.1:52060194-52063676	4057	+
q6168	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00408_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00408#2#JBHDVL010000040.1:100675120-100678601	4057	+
q6169	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00408_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00408#1#JBHDVK010000067.1:102027924-102031405	4057	+
q6170	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00423_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00423#2#CM089426.1:153008805-153012286	4057	+
q6171	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00423_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00423#1#CM089412.1:154176727-154180208	4057	+
q6173	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00438_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00438#1#CM089185.1:152498619-152502100	4057	+
q6174	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG005_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG005#2#JAHEPN020000005.1:101767039-101770520	4057	+
q6175	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00544_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00544#2#CM089396.1:153288557-153292039	4057	+
q6177	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00558_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00558#2#CM088535.1:154120714-154124196	4057	+
q6179	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00597_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00597#2#CM085792.1:152853359-152856840	4057	+
q6180	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00597_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00597#1#CM085778.1:154155241-154158722	4057	+
q6181	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00609_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00609#2#JBHDRY010000009.1:94537219-94540700	4057	+
q6182	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00621_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00621#2#CM087876.1:153279504-153282985	4057	+
q6183	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00639_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00639#2#JBHIHF010000042.1:153665441-153668923	4057	+
q6184	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00642_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00642#2#JBHDSU010000002.1:105020102-105023583	4056	+
q6185	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00658_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00658#2#CM088809.1:153238929-153242410	4057	+
q6186	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00673_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00673#2#CM089166.1:153376384-153379866	4057	+
q6187	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00733_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00733#2#CM099653.1:153737228-153740710	4057	+
q6188	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00735_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00735#2#JAHBCG030000009.1:81528976-81532458	4057	+
q6189	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00735_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00735#1#JAHBCH020000010.1:81518951-81522433	4057	+
q6190	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00738_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00738#2#JBHDSY010000044.1:106865697-106869179	4057	+
q6191	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00741_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00741#2#CM087920.1:154080317-154083799	4057	+
q6192	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG00741_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG00741#1#CM087908.1:153015824-153019306	4057	+
q6193	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01071_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01071#1#CM089126.1:154508115-154511597	4057	+
q6194	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01099_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01099#2#CM086278.1:152020594-152024076	4057	+
q6197	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01123_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01123#2#CM089110.1:154134607-154138089	4057	+
q6200	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01150_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01150#1#CM088610.1:153450619-153454100	4057	+
q6201	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01167_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG01167#2#JBIREQ010000043.1:100704898-100708380	4057	+
q6203	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01175_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01175#1#JAHAMA020000049.1:81659616-81663098	4057	+
q6206	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01258_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01258#2#JAGYYU020000052.1:101266669-101270151	4057	+
q6207	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01346_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01346#2#CM086609.1:153609467-153612948	4057	+
q6208	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01346_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01346#1#CM086597.1:153873261-153876743	4057	+
q6210	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01361_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01361#2#CM089050.1:153295402-153298882	4057	+
q6212	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01530_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG01530#2#JBHDXG010000058.1:33574287-33577769	4057	+
q6213	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01784_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG01784#1#JBHDXH010000002.1:81600133-81603615	4057	+
q6215	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01786_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG01786#1#JBHIIW010000041.1:101324862-101328344	4057	+
q6221	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01928_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01928#2#CM089018.1:154158473-154161954	4057	+
q6222	Xq28b	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	HG01934_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01934#2#JBHIIB010000052.1:81651448-81654927	4054	+
q6223	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01940_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01940#2#CM088672.1:153104134-153107615	4057	+
q6224	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01940_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01940#1#CM088643.1:153768401-153771883	4057	+
q6225	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01943_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01943#2#CM089369.1:153173928-153177410	4057	+
q6227	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01960_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01960#1#CM088657.1:152347468-152350948	4057	+
q6228	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01969_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01969#1#JBHIHO010000048.1:51977034-51980516	4057	+
q6229	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01975_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01975#1#CM099807.1:153171573-153175055	4057	+
q6230	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01978_mat_hprc_r2_v1.1.0_HML-2_Xq28b	HG01978#2#CM089283.1:153090195-153093677	4058	+
q6231	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01978_pat_hprc_r2_v1.1.0_HML-2_Xq28b	HG01978#1#JAGYVR020000053.1:86851063-86854545	4058	+
q6232	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01981_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01981#2#CM086345.1:154315525-154319007	4057	+
q6233	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG01993_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG01993#2#CM086544.1:153422337-153425819	4057	+
q6234	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02004_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02004#1#CM086309.1:153332661-153336143	4057	+
q6236	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02027_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02027#2#JBHDTY010000005.1:101211001-101214483	4057	+
q6237	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02040_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG02040#2#JBHDWT010000045.1:105870492-105873973	4057	+
q6240	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02074_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02074#2#CM088307.1:151650949-151654430	4056	+
q6241	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02080_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02080#2#CM092058.1:152828347-152831828	4057	+
q6242	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02083_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02083#2#JBHDTW010000048.1:101990777-101994258	4057	+
q6244	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02129_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02129#2#JBHDVB010000015.1:91320257-91323738	4057	+
q6245	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02135_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02135#2#JBHIGN010000069.1:1448239-1451720	4057	+
q6246	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02148_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02148#2#CM088034.1:155000574-155004056	4057	+
q6247	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02155_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG02155#1#JBIECB010000010.1:91137223-91140702	4055	+
q6248	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02165_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG02165#1#CM087456.1:153600918-153604399	4057	+
q6249	Xq28b	env	2110	fcbddcf3259825c267e6737e754910c68f7433ae5e086f4381f1d52d81d18cab	HG02165_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG02165#2#CM087470.1:152400964-152404445	4057	+
q6250	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02178_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG02178#1#JBHIKG010000003.1:102927864-102931345	4057	+
q6251	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02178_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG02178#2#JBHIKH010000034.1:100821612-100825094	4057	+
q6256	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02273_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG02273#2#JBHDVR010000046.1:104930911-104934393	4057	+
q6259	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02293_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02293#2#CM086245.1:153057118-153060601	4057	+
q6260	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02300_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02300#2#JBHDSE010000064.1:52096617-52100098	4057	+
q6261	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02391_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG02391#2#JBHDXK010000040.1:82714295-82717776	4057	+
q6262	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02392_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG02392#2#JBHIKF010000010.1:82709549-82713031	4057	+
q6264	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02451_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02451#1#JBHDRJ010000058.1:100045252-100048731	4054	+
q6265	Xq28b	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	HG02486_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02486#2#JAGYVL020000014.1:100104151-100107631	4055	+
q6266	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02514_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02514#2#JBJKOJ010000035.1:81511897-81515378	4058	+
q6267	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02523_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02523#2#CM086950.1:154056703-154060182	4054	+
q6268	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02523_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02523#1#CM086933.1:153730956-153734435	4054	+
q6269	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02559_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02559#2#JAGYVJ020000015.1:101144531-101148013	4057	+
q6277	Xq28b	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	HG02622_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02622#2#JAHAON020000004.1:81592825-81596305	4055	+
q6278	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02622_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02622#1#JAHAOO020000002.1:81595797-81599276	4054	+
q6279	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02630_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02630#2#CM091750.1:153217160-153220640	4057	+
q6280	Xq28b	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	HG02647_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02647#2#CM086584.1:152529772-152533252	4055	+
q6282	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02717_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02717#2#CM088982.1:151847311-151850790	4055	+
q6283	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02723_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02723#1#CM092044.1:153365737-153369219	4057	+
q6284	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02735_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02735#2#JBHIIJ010000056.1:81591329-81594810	4057	+
q6286	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02809_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02809#2#CM088375.1:154079163-154082642	4054	+
q6288	Xq28b	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	HG02818_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02818#2#CM091996.1:152555959-152559439	4055	+
q6291	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02841_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02841#1#JBJKOG010000050.1:99991485-99994965	4057	+
q6293	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG02886_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG02886#1#CM088095.1:152590257-152593738	4056	+
q6300	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03041_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03041#2#CM088743.1:152763597-152767078	4056	+
q6301	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03041_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03041#1#CM088726.1:153067008-153070488	4057	+
q6303	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03139_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG03139#2#JBIEBY010000005.1:152969778-152973258	4057	+
q6304	Xq28b	env	2110	5d77e903a5fa72f19a47074f0dcc7978946c06de7e4a1cc0df2b2a192fe61bf5	HG03195_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HG03195#1#CM087069.1:152949015-152952495	4055	+
q6306	Xq28b	env	2110	1fd1ad7908743f0ae2a47a8da5f0bc659fc7e1b0faebbcf41d8fe2026e561f1c	HG03225_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG03225#2#JBHIIH010000052.1:95338940-95342419	4054	+
q6307	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03239_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03239#2#JBHIHT010000013.1:17463762-17467244	4057	+
q6308	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03239_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03239#1#JBHIHS010000048.1:17511909-17515391	4057	+
q6316	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03470_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG03470#2#CM091883.1:152468963-152472444	4057	+
q6318	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03486_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03486#2#CM091969.1:153102162-153105645	4057	+
q6319	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03486_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03486#1#CM091985.1:153819206-153822688	4057	+
q6320	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03516_mat_hprc_r2_v1.1.0_HML-2_Xq28b	HG03516#2#CM089243.1:151722069-151725548	4054	+
q6322	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03521_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HG03521#2#CM094444.1:152399036-152402516	4057	+
q6325	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03579_mat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03579#2#JAGYVT020000057.1:81558590-81562069	4054	+
q6328	Xq28b	env	2110	d14ba4c51b0904e5664b1a5d25bb128ff57522ce9e538d86ece451d47f2e9ff6	HG03669_pat_hprc_r2_v1.0.1_HML-2_Xq28b	HG03669#1#JBHDTD010000018.1:1321576-1325057	4057	+
