alignment	record	original_locus	locus	sample	haplotype	newly_admitted	candidate_source_count	ID_Full	Source_Identifier	source_binding_basis	copy_suffixed_record	physical_locus_changed_from_extraction	aligned_canonical_bases	aligned_sequence_sha256
22p13_carrier_kcon.aln.fa	HG00438_mat	22p13	22p13	HG00438	mat	1	1	HG00438_mat_hprc_r2_v1.0.1_HML-2_22p13	HG00438#2#CM089202.1:8868-16540	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
22p13_carrier_kcon.aln.fa	HG00558_mat#c2	22p13	22p13	HG00558	mat	1	2	HG00558_mat_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG00558#2#CM088531.1:14866-22533	unique_full_query_zero_mismatch_source_alignment	1	0	6208	7b8de5a2527dc1670be6a5c3a6f2a53c523ba709d9e19ff8acf5089b63f2b4e6
22p13_carrier_kcon.aln.fa	HG00621_mat#c1	22p13	22p13	HG00621	mat	1	2	HG00621_mat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG00621#2#CM087875.1:17483-25151	unique_full_query_zero_mismatch_source_alignment	1	0	6208	26413955171a73e978565e12af182131e5a6f62da56cf5928608c60e78a4f087
22p13_carrier_kcon.aln.fa	HG01150_mat	22p13	22p13	HG01150	mat	1	1	HG01150_mat_hprc_r2_v1.0.1_HML-2_22p13	HG01150#2#CM088621.1:19979-27639	unique_full_query_zero_mismatch_source_alignment	0	0	6208	082b319091034276b50e38c142f22aea127502d1d48e497e76b31d9693e5d967
22p13_carrier_kcon.aln.fa	HG01150_pat#c1	22p13	22p13	HG01150	pat	1	2	HG01150_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG01150#1#CM088605.1:21316-28984	unique_full_query_zero_mismatch_source_alignment	1	0	6208	f9b6df97df4e10a5e418ebe22f431577e6aeec6a79c4df57a00293f6072f1051
22p13_carrier_kcon.aln.fa	HG01358_mat#c1	22p13	22p13	HG01358	mat	1	2	HG01358_mat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG01358#2#CM089075.1:14082-21746	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
22p13_carrier_kcon.aln.fa	HG01358_mat#c2	22p13	22p13	HG01358	mat	1	2	HG01358_mat_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG01358#2#CM089080.1:13115-20779	unique_full_query_zero_mismatch_source_alignment	1	0	6208	082b319091034276b50e38c142f22aea127502d1d48e497e76b31d9693e5d967
22p13_carrier_kcon.aln.fa	HG01361_pat	22p13	22p13	HG01361	pat	1	1	HG01361_pat_hprc_r2_v1.0.1_HML-2_22p13	HG01361#1#CM089030.1:24871-32543	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
22p13_carrier_kcon.aln.fa	HG01940_pat	22p13	22p13	HG01940	pat	1	1	HG01940_pat_hprc_r2_v1.0.1_HML-2_22p13	HG01940#1#CM088638.1:14535-22199	unique_full_query_zero_mismatch_source_alignment	0	0	6208	082b319091034276b50e38c142f22aea127502d1d48e497e76b31d9693e5d967
22p13_carrier_kcon.aln.fa	HG01969_mat	22p13	22p13	HG01969	mat	1	1	HG01969_mat_hprc_r2_v1.0.1_HML-2_22p13	HG01969#2#CM088706.1:24559-32219	unique_full_query_zero_mismatch_source_alignment	0	0	6208	4d07cbd94760d99a717a76f5fe1c0747b2e438a17e625bcc84e6b68e616d66e8
22p13_carrier_kcon.aln.fa	HG01981_mat	22p13	22p13	HG01981	mat	1	1	HG01981_mat_hprc_r2_v1.0.1_HML-2_22p13	HG01981#2#CM086344.1:18451-26119	unique_full_query_zero_mismatch_source_alignment	0	0	6208	0fab9b8673556d822389d9cbe88eea9d0cd7646c625050c8c0e7eb2ee63f7167
22p13_carrier_kcon.aln.fa	HG02056_mat#c2	22p13	22p13	HG02056	mat	1	2	HG02056_mat_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG02056#2#CM085889.1:11741-19402	unique_full_query_zero_mismatch_source_alignment	1	0	6205	1b7f7491bd253cbb9ce5c483f95695b349327d353d8c118026938ee6b1f3ea65
22p13_carrier_kcon.aln.fa	HG02074_mat	22p13	22p13	HG02074	mat	1	1	HG02074_mat_hprc_r2_v1.0.1_HML-2_22p13	HG02074#2#CM088302.1:18286-25954	unique_full_query_zero_mismatch_source_alignment	0	0	6208	ffbff8dca8a12505b297f434c289967ba53e953f7530d8d23c7285429da5786e
22p13_carrier_kcon.aln.fa	HG02083_pat#c1	22p13	22p13	HG02083	pat	1	2	HG02083_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02083#1#CM086959.1:16227-23903	unique_full_query_zero_mismatch_source_alignment	1	0	6208	070053531cdb0b9e57456cbf806a6fabdad52bb4215bb928d92face84de965c7
22p13_carrier_kcon.aln.fa	HG02109_pat	22p13	22p13	HG02109	pat	1	1	HG02109_pat_hprc_r2_v1.0.1_HML-2_22p13	HG02109#1#CM092168.1:16478-24139	unique_full_query_zero_mismatch_source_alignment	0	0	6208	8b1a6e47ad8ea41fae472a5e352b0f5b04f089a840b34683b9a6c70c22f9285d
22p13_carrier_kcon.aln.fa	HG02155_hap1#c1	22p13	22p13	HG02155	h1	1	3	HG02155_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02155#1#CM091918.1:19166-26834	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
22p13_carrier_kcon.aln.fa	HG02257_mat	22p13	22p13	HG02257	mat	1	1	HG02257_mat_hprc_r2_v1.1.0_HML-2_22p13	HG02257#2#CM089267.1:12029-19697	unique_full_query_zero_mismatch_source_alignment	0	0	6208	365864a756a3ce9341ffae518141bea0341486030774477b6c214e10b8380957
22p13_carrier_kcon.aln.fa	HG02258_mat#c1	22p13	22p13	HG02258	mat	1	2	HG02258_mat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02258#2#CM085843.1:9597-17262	unique_full_query_zero_mismatch_source_alignment	1	0	6208	8b1a6e47ad8ea41fae472a5e352b0f5b04f089a840b34683b9a6c70c22f9285d
22p13_carrier_kcon.aln.fa	HG02392_hap1#c1	22p13	22p13	HG02392	h1	1	2	HG02392_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02392#1#CM099888.1:15364-23036	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e267f0ffc015d250f733f34a03a2ba4fc3a7d55400fc97c0d601dab89fba059d
22p13_carrier_kcon.aln.fa	HG02523_pat	22p13	22p13	HG02523	pat	1	1	HG02523_pat_hprc_r2_v1.0.1_HML-2_22p13	HG02523#1#CM086928.1:15321-22993	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
22p13_carrier_kcon.aln.fa	HG02559_pat	22p13	22p13	HG02559	pat	1	1	HG02559_pat_hprc_r2_v1.0.1_HML-2_22p13	HG02559#1#CM088241.1:12576-20240	unique_full_query_zero_mismatch_source_alignment	0	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
22p13_carrier_kcon.aln.fa	HG02583_hap2#c2	22p13	22p13	HG02583	h2	1	2	HG02583_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG02583#2#CM089526.1:8450-16090	unique_full_query_zero_mismatch_source_alignment	1	0	6208	cc22f92fc23845250d89ed056919e1b39b5a6ec0e6ebab86cae274c70ea14261
22p13_carrier_kcon.aln.fa	HG02602_mat	22p13	22p13	HG02602	mat	1	1	HG02602_mat_hprc_r2_v1.0.1_HML-2_22p13	HG02602#2#CM099707.1:24578-32568	unique_full_query_zero_mismatch_source_alignment	0	0	6208	e267f0ffc015d250f733f34a03a2ba4fc3a7d55400fc97c0d601dab89fba059d
22p13_carrier_kcon.aln.fa	HG02809_pat#c1	22p13	22p13	HG02809	pat	1	2	HG02809_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02809#1#CM088351.1:21020-28688	unique_full_query_zero_mismatch_source_alignment	1	0	6208	1b4fc40ee88002d6789cc81d82c5ad2bd3d685cbdec12da06dae29ca8dfc0589
22p13_carrier_kcon.aln.fa	HG02841_mat#c3	22p13	22p13	HG02841	mat	1	3	HG02841_mat_hprc_r2_v1.0.1_HML-2_22p13_alt3	HG02841#2#CM098683.1:19813-27469	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e795e4afbbe9d602c0312bbc43e57878699cfb65fb20b79e1b0908ce9b6e2bec
22p13_carrier_kcon.aln.fa	HG02965_hap1	22p13	22p13	HG02965	h1	1	1	HG02965_hap1_hprc_r2_v1.0.1_HML-2_22p13	HG02965#1#CM087353.1:8954-16626	unique_full_query_zero_mismatch_source_alignment	0	0	6208	e23d6262a6af13741a921f30ac37ef6ee60046633d639e9aeea4fa3ce7bf3e79
22p13_carrier_kcon.aln.fa	HG02984_mat	22p13	22p13	HG02984	mat	1	1	HG02984_mat_hprc_r2_v1.0.1_HML-2_22p13	HG02984#2#CM098815.1:10140-17808	unique_full_query_zero_mismatch_source_alignment	0	0	6208	919753f4d240f221ba0861ab6df87ae142b0e9e825bf67bc820b37147a6a354c
22p13_carrier_kcon.aln.fa	HG03041_mat	22p13	22p13	HG03041	mat	1	1	HG03041_mat_hprc_r2_v1.0.1_HML-2_22p13	HG03041#2#CM088742.1:19886-27554	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
22p13_carrier_kcon.aln.fa	HG03130_hap2	22p13	22p13	HG03130	h2	1	1	HG03130_hap2_hprc_r2_v1.0.1_HML-2_22p13	HG03130#2#CM087276.1:12579-20255	unique_full_query_zero_mismatch_source_alignment	0	0	6208	04c6d65e7591d64046f3a20fd92b357c0e149972203819cb7e03c125ef6c2984
22p13_carrier_kcon.aln.fa	HG03139_hap1	22p13	22p13	HG03139	h1	1	1	HG03139_hap1_hprc_r2_v1.0.1_HML-2_22p13	HG03139#1#CM091865.1:8015-15691	unique_full_query_zero_mismatch_source_alignment	0	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
22p13_carrier_kcon.aln.fa	HG03195_hap2	22p13	22p13	HG03195	h2	1	1	HG03195_hap2_hprc_r2_v1.0.1_HML-2_22p13	HG03195#2#CM087092.1:15672-23336	unique_full_query_zero_mismatch_source_alignment	0	0	6208	0b82fdf9c5b25d2ab2947045ee19ba90dc0905e3cb1ded1655ad99d8ad149301
22p13_carrier_kcon.aln.fa	HG03209_hap1#c2	22p13	22p13	HG03209	h1	1	2	HG03209_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG03209#1#CM087226.1:19932-27596	unique_full_query_zero_mismatch_source_alignment	1	0	6208	28d1202eb0f52910afbc69ab83941f731f07ea8b5d28d1ef70e047f5894c213a
22p13_carrier_kcon.aln.fa	HG03470_hap1	22p13	22p13	HG03470	h1	1	1	HG03470_hap1_hprc_r2_v1.0.1_HML-2_22p13	HG03470#1#CM091834.1:17032-24696	unique_full_query_zero_mismatch_source_alignment	0	0	6208	d38799721260d96286ae5172478629f143c813b0ee0844a84c5c279290b05d86
22p13_carrier_kcon.aln.fa	HG03742_hap1	22p13	22p13	HG03742	h1	1	1	HG03742_hap1_hprc_r2_v1.0.1_HML-2_22p13	HG03742#1#CM087635.1:11069-18741	unique_full_query_zero_mismatch_source_alignment	0	0	6208	070053531cdb0b9e57456cbf806a6fabdad52bb4215bb928d92face84de965c7
22p13_carrier_kcon.aln.fa	HG03816_pat#c1	22p13	22p13	HG03816	pat	1	2	HG03816_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG03816#1#CM100038.1:18308-25980	unique_full_query_zero_mismatch_source_alignment	1	0	6208	90ac5db274542658b9e5b2c2d211f69f0358bf82d204690ecd50cc5536568937
22p13_carrier_kcon.aln.fa	HG04157_pat#c1	22p13	22p13	HG04157	pat	1	2	HG04157_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG04157#1#CM088422.1:23211-30875	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
22p13_carrier_kcon.aln.fa	NA18570_hap2#c1	22p13	22p13	NA18570	h2	1	2	NA18570_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18570#2#CM087685.1:16102-23778	unique_full_query_zero_mismatch_source_alignment	1	0	6208	fd55975ab803221d6556d9472e6be6ded9f114b2b2ee86ef5a749c6f0e3aaa7d
22p13_carrier_kcon.aln.fa	NA18944_hap1	22p13	22p13	NA18944	h1	1	1	NA18944_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA18944#1#CM101656.1:7451-15123	unique_full_query_zero_mismatch_source_alignment	0	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
22p13_carrier_kcon.aln.fa	NA18945_hap2#c1	22p13	22p13	NA18945	h2	1	2	NA18945_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18945#2#CM101639.1:14870-22538	unique_full_query_zero_mismatch_source_alignment	1	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
22p13_carrier_kcon.aln.fa	NA18959_hap1	22p13	22p13	NA18959	h1	1	1	NA18959_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA18959#1#CM101555.1:11358-19026	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
22p13_carrier_kcon.aln.fa	NA18960_hap1#c2	22p13	22p13	NA18960	h1	1	2	NA18960_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt2	NA18960#1#CM101537.1:11996-19664	unique_full_query_zero_mismatch_source_alignment	1	0	6208	a15d3d8ada6607f017d2bb4aecbd7e42ce52f45dc28286b1f67bf78bcbf996b2
22p13_carrier_kcon.aln.fa	NA18970_hap1	22p13	22p13	NA18970	h1	1	1	NA18970_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA18970#1#CM101474.1:8983-16659	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
22p13_carrier_kcon.aln.fa	NA18970_hap2#c1	22p13	22p13	NA18970	h2	1	2	NA18970_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18970#2#CM101493.1:13607-21275	unique_full_query_zero_mismatch_source_alignment	1	0	6208	70efd46e2918266297eed1e3b3368ffa59141a036cd6252bd112cab5e224caf1
22p13_carrier_kcon.aln.fa	NA18970_hap2#c2	22p13	22p13	NA18970	h2	1	2	NA18970_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt2	NA18970#2#CM101486.1:16300-23954	unique_full_query_zero_mismatch_source_alignment	1	0	6201	5da94f7779096d124130b8db58ab6bb188d7caae02f549b0a1d304188e5e5a96
22p13_carrier_kcon.aln.fa	NA18971_hap1#c1	22p13	22p13	NA18971	h1	1	3	NA18971_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18971#1#CM087302.1:14894-22562	unique_full_query_zero_mismatch_source_alignment	1	0	6208	bf12fa3d4fa5906ce87c84a92f5e2f1275b12553beb9465b6c7a678535fae565
22p13_carrier_kcon.aln.fa	NA18976_hap1#c1	22p13	22p13	NA18976	h1	1	2	NA18976_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18976#1#CM089760.1:11042-18710	unique_full_query_zero_mismatch_source_alignment	1	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
22p13_carrier_kcon.aln.fa	NA18976_hap2	22p13	22p13	NA18976	h2	1	1	NA18976_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA18976#2#CM089769.1:9978-17646	unique_full_query_zero_mismatch_source_alignment	0	0	6208	852eb082e275a9093598e601b017af9e16726a52bfe1be2726a8fecb2a988af9
22p13_carrier_kcon.aln.fa	NA18982_hap2	22p13	22p13	NA18982	h2	1	1	NA18982_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA18982#2#CM101459.1:13186-20858	unique_full_query_zero_mismatch_source_alignment	0	0	6208	46c4f37ca05fb7f9b6dd29a389a35bc1fed0315c4bd2158b650e80853ee0643b
22p13_carrier_kcon.aln.fa	NA19036_hap1#c1	22p13	22p13	NA19036	h1	1	3	NA19036_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA19036#1#CM089731.1:9510-17178	unique_full_query_zero_mismatch_source_alignment	1	0	6208	7a6d0c3fb158c70f9f7197afb31f781c5d46589fc22025c8cde9ecd33bcc76b0
22p13_carrier_kcon.aln.fa	NA19043_hap1	22p13	22p13	NA19043	h1	1	1	NA19043_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA19043#1#CM087052.1:19207-26871	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5b073a47b414fecbb2162e3a2d87f52132a460c03eccf3952a0a4f48e66d7065
22p13_carrier_kcon.aln.fa	NA19159_hap1#c1	22p13	22p13	NA19159	h1	1	3	NA19159_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA19159#1#CM099957.1:9218-16886	unique_full_query_zero_mismatch_source_alignment	1	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
22p13_carrier_kcon.aln.fa	NA19391_hap2	22p13	22p13	NA19391	h2	1	1	NA19391_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA19391#2#CM087808.1:15987-23651	unique_full_query_zero_mismatch_source_alignment	0	0	6208	b0f26a09b324c9b9dff15b0fb5b5e5e4f5cc13845720d9a1690d0267c2140f97
22p13_carrier_kcon.aln.fa	NA19682_hap1	22p13	22p13	NA19682	h1	1	1	NA19682_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA19682#1#CM094156.1:9035-16703	unique_full_query_zero_mismatch_source_alignment	0	0	6204	6f5c082106d34fc6b34dad63e9d26d5712a72be45b8789548c79d41b65f030e7
22p13_carrier_kcon.aln.fa	NA19776_hap2#c2	22p13	22p13	NA19776	h2	1	2	NA19776_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt2	NA19776#2#CM094059.1:9728-17399	unique_full_query_zero_mismatch_source_alignment	1	0	6207	a3acbd3649b1787ad22eb91882f019cfd25b387c07cde259313779967d13b43e
22p13_carrier_kcon.aln.fa	NA20129_pat#c2	22p13	22p13	NA20129	pat	1	2	NA20129_pat_hprc_r2_v1.0.1_HML-2_22p13_alt2	NA20129#1#CM092139.1:9242-16880	unique_full_query_zero_mismatch_source_alignment	1	0	6206	15f415e855e4c04e63c8518b015295159057f9e075983b36b6b843698a28dc15
22p13_carrier_kcon.aln.fa	NA20503_hap2	22p13	22p13	NA20503	h2	1	1	NA20503_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA20503#2#CM102489.1:15099-22759	unique_full_query_zero_mismatch_source_alignment	0	0	6208	6a8435b5f490f67073622fe8940d85607ac9905c126728ffd24b34f251ae83d8
22p13_carrier_kcon.aln.fa	NA20762_hap1#c1	22p13	22p13	NA20762	h1	1	2	NA20762_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA20762#1#CM102522.1:14288-21952	unique_full_query_zero_mismatch_source_alignment	1	0	6208	90ac5db274542658b9e5b2c2d211f69f0358bf82d204690ecd50cc5536568937
22p13_carrier_kcon.aln.fa	NA20762_hap2#c1	22p13	22p13	NA20762	h2	1	2	NA20762_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA20762#2#CM102534.1:12855-20523	unique_full_query_zero_mismatch_source_alignment	1	0	6208	365864a756a3ce9341ffae518141bea0341486030774477b6c214e10b8380957
22p13_carrier_kcon.aln.fa	NA20799_hap1#c1	22p13	22p13	NA20799	h1	1	2	NA20799_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA20799#1#CM098697.1:9729-17397	unique_full_query_zero_mismatch_source_alignment	1	0	6208	06103e1a18d46ae3b88b85b485f0fb0d48f6e8307a0f591b3ee51c0846e8b4ae
22p13_carrier_kcon.aln.fa	NA20827_hap1	22p13	22p13	NA20827	h1	1	1	NA20827_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA20827#1#CM102558.1:16908-24576	unique_full_query_zero_mismatch_source_alignment	0	0	6208	f9b6df97df4e10a5e418ebe22f431577e6aeec6a79c4df57a00293f6072f1051
22p13_carrier_kcon.aln.fa	NA20827_hap2	22p13	22p13	NA20827	h2	1	1	NA20827_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA20827#2#CM102580.1:17879-25547	unique_full_query_zero_mismatch_source_alignment	0	0	6208	e267f0ffc015d250f733f34a03a2ba4fc3a7d55400fc97c0d601dab89fba059d
22p13_carrier_kcon.aln.fa	NA20850_hap2	22p13	22p13	NA20850	h2	1	1	NA20850_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA20850#2#CM094315.1:13067-20735	unique_full_query_zero_mismatch_source_alignment	0	0	6208	a4ffb47f6343b586ae1125c68d5c0949a0858e786d23261f24f7203289bfa444
22p13_carrier_kcon.aln.fa	NA21093_hap2	22p13	22p13	NA21093	h2	1	1	NA21093_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA21093#2#CM089616.1:11352-19024	unique_full_query_zero_mismatch_source_alignment	0	0	6208	db4db3270a1ae9a1fc003de590f9f215849d0a9c717fb7b2c74e370170f3a91b
22p13_carrier_kcon.aln.fa	NA21102_hap2	22p13	22p13	NA21102	h2	1	1	NA21102_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA21102#2#CM094456.1:12788-20452	unique_full_query_zero_mismatch_source_alignment	0	0	6208	082b319091034276b50e38c142f22aea127502d1d48e497e76b31d9693e5d967
22q11.21_carrier_kcon.aln.fa	HG00096_h1	22q11.21	22q11.21	HG00096	h1	0	1	HG00096_h1_HML-2_22q11.21_graph_hgsvc3-2024-02-23-mc-chm13	HG00096#1#haplotype1-0000027#0:15920939-15960143	unique_original_catalog_slot	0	0	9166	aeba9a38093ada853af28a155cb0e240691bc369bcb41d865f2c87486d8c5a09
22q11.21_carrier_kcon.aln.fa	HG00096_h2	22q11.21	22q11.21	HG00096	h2	0	1	HG00096_h2_HML-2_22q11.21_graph_hgsvc3-2024-02-23-mc-chm13	HG00096#2#haplotype2-0000107#0:12710089-12749294	unique_original_catalog_slot	0	0	9166	aeba9a38093ada853af28a155cb0e240691bc369bcb41d865f2c87486d8c5a09
22q11.21_carrier_kcon.aln.fa	HG00097_hap1	22q11.21	22q11.21	HG00097	h1	0	1	HG00097_hap1_hprc_r2_v1.0.1_HML-2_22q11.21	HG00097#1#CM094073.1:16878051-16888416	unique_original_catalog_slot	0	0	9166	8bea9812ad78cf35f7d11f90789dfb77295c228c30316a48993aecb75aeece8c
22q11.21_carrier_kcon.aln.fa	HG00097_hap2	22q11.21	22q11.21	HG00097	h2	0	1	HG00097_hap2_hprc_r2_v1.0.1_HML-2_22q11.21	HG00097#2#CM094088.1:17239181-17249546	unique_original_catalog_slot	0	0	9166	c4e2d227e7ab9bcb7bd74833e24321a8577a9cf39a29775e32e9bba23eadd82c
22q11.21_carrier_kcon.aln.fa	HG00099_hap2	22q11.21	22q11.21	HG00099	h2	0	1	HG00099_hap2_hprc_r2_v1.0.1_HML-2_22q11.21	HG00099#2#CM087372.1:16816360-16826725	unique_original_catalog_slot	0	0	9166	53275ae3db9f25654747f1bfaca2282e25202d3f89c42288d5ca4360cfd52959
22q11.21_carrier_kcon.aln.fa	HG00133_hap2	22q11.21	22q11.21	HG00133	h2	0	1	HG00133_hap2_hprc_r2_v1.0.1_HML-2_22q11.21	HG00133#2#CM090074.1:16825945-16836310	unique_original_catalog_slot	0	0	9166	aeba9a38093ada853af28a155cb0e240691bc369bcb41d865f2c87486d8c5a09
22q11.21_carrier_kcon.aln.fa	HG00140_hap2	22q11.21	22q11.21	HG00140	h2	0	1	HG00140_hap2_hprc_r2_v1.0.1_HML-2_22q11.21	HG00140#2#CM087147.1:15852954-15863315	unique_original_catalog_slot	0	0	9162	c9bfbba2171b544770249dacfdcad6edb310109fb89c1d8bf87a86ef71d2e1f8
22q11.21_carrier_kcon.aln.fa	HG00171_h1	22q11.21	22q11.21	HG00171	h1	0	1	HG00171_h1_HML-2_22q11.21_graph_hgsvc3-2024-02-23-mc-chm13	HG00171#1#haplotype1-0000002#0:14965040-15004269	unique_original_catalog_slot	0	0	9162	dea4606f861a6ed834b42fce0ebbbe7c04515ace7df7ad05bbf0ead626fa530a
22q11.21_carrier_kcon.aln.fa	HG00171_h2	22q11.21	22q11.21	HG00171	h2	0	1	HG00171_h2_HML-2_22q11.21_graph_hgsvc3-2024-02-23-mc-chm13	HG00171#2#haplotype2-0000152#0:31980198-32019402	unique_original_catalog_slot	0	0	9166	aeba9a38093ada853af28a155cb0e240691bc369bcb41d865f2c87486d8c5a09
22q11.21_carrier_kcon.aln.fa	HG00235_hap1	22q11.21	22q11.21	HG00235	h1	0	1	HG00235_hap1_hprc_r2_v1.0.1_HML-2_22q11.21	HG00235#1#CM094380.1:16031205-16041566	unique_original_catalog_slot	0	0	9162	c9bfbba2171b544770249dacfdcad6edb310109fb89c1d8bf87a86ef71d2e1f8
22q11.21_carrier_kcon.aln.fa	HG00235_hap2	22q11.21	22q11.21	HG00235	h2	0	1	HG00235_hap2_hprc_r2_v1.0.1_HML-2_22q11.21	HG00235#2#CM094408.1:21281892-21292257	unique_original_catalog_slot	0	0	9166	ae7c953ec6d8572473f4f6caffaf2b1f741ac293c5bfee20424e23d3e78f51dc
22q11.21_carrier_kcon.aln.fa	HG00253_hap1	22q11.21	22q11.21	HG00253	h1	0	1	HG00253_hap1_hprc_r2_v1.0.1_HML-2_22q11.21	HG00253#1#CM094467.1:16975168-16985533	unique_original_catalog_slot	0	0	9166	aeba9a38093ada853af28a155cb0e240691bc369bcb41d865f2c87486d8c5a09
22q11.21_carrier_kcon.aln.fa	HG00268_h1	22q11.21	22q11.21	HG00268	h1	0	1	HG00268_h1_HML-2_22q11.21_graph_hgsvc3-2024-02-23-mc-chm13	HG00268#1#haplotype1-0000005#0:32052652-32091856	unique_original_catalog_slot	0	0	9157	cef438ceafc43420076e633d0d22a7e65ee6cd45d39da4a3bf22ce0f7dd475fa
22q11.21_carrier_kcon.aln.fa	HG00268_h2	22q11.21	22q11.21	HG00268	h2	0	1	HG00268_h2_HML-2_22q11.21_graph_hgsvc3-2024-02-23-mc-chm13	HG00268#2#haplotype2-0000050#0:32061856-32101063	unique_original_catalog_slot	0	0	9166	aeba9a38093ada853af28a155cb0e240691bc369bcb41d865f2c87486d8c5a09
22q11.21_carrier_kcon.aln.fa	HG00323_hap2	22q11.21	22q11.21	HG00323	h2	0	1	HG00323_hap2_hprc_r2_v1.0.1_HML-2_22q11.21	HG00323#2#CM087341.1:16396211-16406572	unique_original_catalog_slot	0	0	9162	dea4606f861a6ed834b42fce0ebbbe7c04515ace7df7ad05bbf0ead626fa530a
