locus	array	sample	haplotype	copy_count	region	complete_called_bases	segregating_substitution_sites	pair_comparisons	mean_pairwise_differences	mean_p_distance	min_pairwise_differences	max_pairwise_differences	any_indel
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	4	3p_LTR	962	6	6	3.0	0.0031185031185031187	0	6	0
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	4	gag	2001	3	6	1.5	0.0007496251874062968	0	3	0
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	4	pro	1004	4	6	2.0	0.00199203187250996	0	4	1
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	4	pol	2871	2	6	1.0	0.00034831069313827936	0	2	0
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	4	env	2100	0	6	0.0	0.0	0	0	0
7p22.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG03516	mat	2	whole_unit	9458	16	1	16.0	0.0016916895749629942	16	16	1
7p22.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG03516	mat	2	internal	7535	9	1	9.0	0.0011944260119442602	9	9	1
7p22.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG03516	mat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG03516	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG03516	mat	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG03516	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG03516	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG03516	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03521	h2	2	whole_unit	9458	17	1	17.0	0.0017974201733981815	17	17	1
7p22.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03521	h2	2	internal	7535	8	1	8.0	0.00106171201061712	8	8	1
7p22.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03521	h2	2	5p_LTR	961	2	1	2.0	0.002081165452653486	2	2	0
7p22.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03521	h2	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03521	h2	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03521	h2	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03521	h2	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03521	h2	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG03579_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03579	pat	2	whole_unit	9458	16	1	16.0	0.0016916895749629942	16	16	1
7p22.1	HG03579_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03579	pat	2	internal	7535	10	1	10.0	0.0013271400132714001	10	10	1
7p22.1	HG03579_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03579	pat	2	5p_LTR	961	2	1	2.0	0.002081165452653486	2	2	0
7p22.1	HG03579_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03579	pat	2	3p_LTR	962	4	1	4.0	0.004158004158004158	4	4	0
7p22.1	HG03579_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03579	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG03579_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03579	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03579_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03579	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03579_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03579	pat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h1	2	whole_unit	9458	17	1	17.0	0.0017974201733981815	17	17	1
7p22.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h1	2	internal	7535	8	1	8.0	0.00106171201061712	8	8	1
7p22.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h1	2	5p_LTR	961	2	1	2.0	0.002081165452653486	2	2	0
7p22.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h1	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h1	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h1	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h1	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h1	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h2	2	whole_unit	9458	18	1	18.0	0.0019031507718333686	18	18	1
7p22.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h2	2	internal	7535	8	1	8.0	0.00106171201061712	8	8	1
7p22.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h2	2	5p_LTR	961	3	1	3.0	0.003121748178980229	3	3	0
7p22.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h2	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h2	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h2	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h2	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h2	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG03654_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03654	mat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG03654_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03654	mat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG03654_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03654	mat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03654_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03654	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03654_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03654	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG03654_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03654	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03654_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03654	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03654_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03654	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	3	whole_unit	9458	19	3	12.666666666666666	0.001339231891290479	6	19	1
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	3	internal	7535	10	3	6.666666666666667	0.0008847600088476001	0	10	1
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	3	5p_LTR	961	3	3	2.0	0.0020811654526534857	0	3	0
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	3	3p_LTR	962	6	3	4.0	0.004158004158004158	0	6	0
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	3	gag	2001	4	3	2.6666666666666665	0.0013326669998334165	0	4	0
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	3	pro	1004	4	3	2.6666666666666665	0.0026560424966799467	0	4	1
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	3	pol	2871	2	3	1.3333333333333333	0.0004644142575177058	0	2	0
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	3	env	2100	0	3	0.0	0.0	0	0	0
7p22.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03688	mat	2	whole_unit	9458	11	1	11.0	0.0011630365827870585	11	11	1
7p22.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03688	mat	2	internal	7535	8	1	8.0	0.00106171201061712	8	8	1
7p22.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03688	mat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03688	mat	2	3p_LTR	962	2	1	2.0	0.002079002079002079	2	2	0
7p22.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03688	mat	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03688	mat	2	pro	1004	3	1	3.0	0.00298804780876494	3	3	1
7p22.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03688	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03688	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03704	pat	2	whole_unit	9458	20	1	20.0	0.002114611968703743	20	20	1
7p22.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03704	pat	2	internal	7535	12	1	12.0	0.0015925680159256802	12	12	1
7p22.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03704	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03704	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03704	pat	2	gag	2001	5	1	5.0	0.0024987506246876563	5	5	0
7p22.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03704	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03704	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03704	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG03732_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h1	2	whole_unit	9459	7	1	7.0	0.0007400359446030236	7	7	0
7p22.1	HG03732_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h1	2	internal	7536	1	1	1.0	0.0001326963906581741	1	1	0
7p22.1	HG03732_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h1	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG03732_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h1	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG03732_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h1	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG03732_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h1	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG03732_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h1	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	HG03732_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h1	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG03732_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	2	whole_unit	9458	17	1	17.0	0.0017974201733981815	17	17	1
7p22.1	HG03732_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	2	internal	7535	9	1	9.0	0.0011944260119442602	9	9	1
7p22.1	HG03732_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03732_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03732_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	2	gag	2001	3	1	3.0	0.0014992503748125937	3	3	0
7p22.1	HG03732_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	2	pro	1004	3	1	3.0	0.00298804780876494	3	3	1
7p22.1	HG03732_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	HG03732_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	2	env	2100	2	1	2.0	0.0009523809523809524	2	2	0
7p22.1	HG03784_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h1	2	whole_unit	9458	20	1	20.0	0.002114611968703743	20	20	1
7p22.1	HG03784_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h1	2	internal	7535	12	1	12.0	0.0015925680159256802	12	12	1
7p22.1	HG03784_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h1	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03784_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h1	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03784_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h1	2	gag	2001	5	1	5.0	0.0024987506246876563	5	5	0
7p22.1	HG03784_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h1	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03784_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h1	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03784_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h1	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG03784_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h2	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG03784_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h2	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG03784_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h2	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03784_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h2	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03784_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h2	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG03784_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h2	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03784_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h2	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03784_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h2	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	mat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	mat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	mat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	pat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	pat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	3	whole_unit	9458	20	3	13.333333333333334	0.0014097152309880663	7	20	1
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	3	internal	7535	11	3	7.333333333333333	0.0009732301395093713	1	11	1
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	3	5p_LTR	961	3	3	2.0	0.0020811654526534857	0	3	0
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	3	3p_LTR	962	6	3	4.0	0.004158004158004158	0	6	0
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	3	gag	2001	4	3	2.6666666666666665	0.0013326669998334165	0	4	0
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	3	pro	1004	5	3	3.3333333333333335	0.00331972276730557	1	5	1
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	3	pol	2871	2	3	1.3333333333333333	0.0004644142575177058	0	2	0
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	3	env	2100	0	3	0.0	0.0	0	0	0
7p22.1	HG03927_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03927	mat	2	whole_unit	9458	18	1	18.0	0.0019031507718333686	18	18	1
7p22.1	HG03927_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03927	mat	2	internal	7535	10	1	10.0	0.0013271400132714001	10	10	1
7p22.1	HG03927_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03927	mat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG03927_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03927	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG03927_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03927	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG03927_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03927	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG03927_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03927	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG03927_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03927	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG04115_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	mat	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG04115_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	mat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG04115_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	mat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG04115_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG04115_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	mat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG04115_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	mat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG04115_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	mat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG04115_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	6	whole_unit	9458	13	15	4.333333333333333	0.0004581629458117809	0	13	1
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	6	internal	7535	10	15	3.3333333333333335	0.00044238000442380006	0	10	1
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	6	5p_LTR	961	2	15	0.6666666666666666	0.0006937218175511621	0	2	0
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	6	3p_LTR	962	1	15	0.3333333333333333	0.0003465003465003465	0	1	0
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	6	gag	2001	4	15	1.3333333333333333	0.0006663334999167083	0	4	0
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	6	pro	1004	4	15	1.3333333333333333	0.0013280212483399733	0	4	1
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	6	pol	2871	2	15	0.6666666666666666	0.0002322071287588529	0	2	0
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	6	env	2100	0	15	0.0	0.0	0	0	0
7p22.1	HG04160_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04160	pat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG04160_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04160	pat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG04160_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04160	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG04160_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04160	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG04160_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04160	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
