locus	sample	haplotype	array	copy_index	copy_count	id	source_path	source_sha256	source_header	source_identifier	catalog_to_local_offset	slice_start0	slice_end0	length	sequence_sha256	type
7p22.1	HG02486	mat	HG02486_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02486_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02486_mat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	32baec5833d86b06a527224322daeb553374c94aa678f57799f6521b7226a8be	>HG02486_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02486#2#CM088220.1:4781703-4824298 genomic_strand:-	HG02486#2#CM088220.1:4781809-4791267	0	33031	42490	9459	2a97251e9d654ada0eddbc00581799c213af60f953515ccca0f0e7a5207db582	type2
7p22.1	HG02486	pat	HG02486_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02486_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02486_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	e75bca67e7e886d1ade634682417eabf5c3f705550ed16b1bbbba1ccdcbfea94	>HG02486_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02486#1#CM088196.1:4719556-4762100 genomic_strand:-	HG02486#1#CM088196.1:4728166-4737623	0	24477	33935	9458	374025def4a326cff287b1a7987ccb6e6c525d7d961335286934f45731289f70	type2
7p22.1	HG02486	pat	HG02486_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02486_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02486_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	e75bca67e7e886d1ade634682417eabf5c3f705550ed16b1bbbba1ccdcbfea94	>HG02486_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02486#1#CM088196.1:4719556-4762100 genomic_strand:-	HG02486#1#CM088196.1:4719662-4729120	0	32980	42439	9459	1e8d68dddc9e83a39aa9ecc1157b5a3ccaa911c07ae81ab94ad4c9dfe2a99fa2	type2
7p22.1	HG02492	h2	HG02492_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	1	2	HG02492_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part1	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG02492_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	74a64322e63424d48d4407f827a1f58b2ec16235433a2e59230326389ea40b62	>HG02492_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG02492#2#haplotype2-0000125#0:4659333-4777536 genomic_strand:-	HG02492#2#haplotype2-0000125#0:4767472-4776929	500	107	9565	9458	8b01933a350f0aa1c59483e8de0972b0fcb343daabc70a8318fcf56c6dc0d1f8	type2
7p22.1	HG02492	h2	HG02492_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	2	2	HG02492_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part2	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG02492_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	74a64322e63424d48d4407f827a1f58b2ec16235433a2e59230326389ea40b62	>HG02492_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG02492#2#haplotype2-0000125#0:4659333-4777536 genomic_strand:-	HG02492#2#haplotype2-0000125#0:4758968-4768426	500	8610	18069	9459	e4da7b39b22bbafe83d41b72798c79d120473841b431880fda5c5c93e987d2e2	type2
7p22.1	HG02514	mat	HG02514_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02514_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02514_mat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	d3e5f37f623f7179bc3eb36d0f3f8da27cdf0420f01804bf5f18b432e8b37cb5	>HG02514_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02514#2#CM098749.1:4788989-4831527 genomic_strand:-	HG02514#2#CM098749.1:4797599-4807057	0	24470	33929	9459	c42ecfc8b2462b23949fcbcdaf645592114e93fd68a91dacbc504fe7c73b32a5	type2
7p22.1	HG02514	mat	HG02514_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02514_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02514_mat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	d3e5f37f623f7179bc3eb36d0f3f8da27cdf0420f01804bf5f18b432e8b37cb5	>HG02514_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02514#2#CM098749.1:4788989-4831527 genomic_strand:-	HG02514#2#CM098749.1:4789095-4798553	0	32974	42433	9459	bdac0a513051de4364f45484ff7b0ccf956cfbd829158074272c5e83ad627dc6	type2
7p22.1	HG02554	h2	HG02554_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	1	2	HG02554_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part1	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG02554_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	f204dd082c33ba55353d3b4975eb7261c1e97b6ab38dee0aab738632acfd34c5	>HG02554_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG02554#2#haplotype2-0000166#0:4658403-4776618 genomic_strand:-	HG02554#2#haplotype2-0000166#0:4766553-4776011	500	107	9566	9459	76e55bf4a088320fcb5a541c733636b156c063f6cbb9507f0fde48fd69c60cf6	type2
7p22.1	HG02554	h2	HG02554_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	2	2	HG02554_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part2	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG02554_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	f204dd082c33ba55353d3b4975eb7261c1e97b6ab38dee0aab738632acfd34c5	>HG02554_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG02554#2#haplotype2-0000166#0:4658403-4776618 genomic_strand:-	HG02554#2#haplotype2-0000166#0:4758049-4767507	500	8611	18070	9459	04a074d39b31cbfcc349bd468e71b3930c6e491730f80680d25ca9916e8c120b	type2
7p22.1	HG02559	pat	HG02559_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02559_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02559_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	d1fc836797ab0376789a2de2ff351bd3f2c4de910e66c9bf5338c35634655235	>HG02559_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02559#1#CM088235.1:4719573-4762119 genomic_strand:-	HG02559#1#CM088235.1:4728183-4737641	0	24478	33937	9459	705c7845f5a1dbcc1235c3236f4a995709d38e97ff698d7834948f7783e9bf8d	type2
7p22.1	HG02559	pat	HG02559_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02559_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02559_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	d1fc836797ab0376789a2de2ff351bd3f2c4de910e66c9bf5338c35634655235	>HG02559_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02559#1#CM088235.1:4719573-4762119 genomic_strand:-	HG02559#1#CM088235.1:4719679-4729137	0	32982	42441	9459	495fe4c4885244fa6b45034038d81686bc226b1a1f9aaef696e4661490bebeb4	type2
7p22.1	HG02572	pat	HG02572_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02572_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02572_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	5ef92d96ea7f595bc012dc1ea8d69163581ae5ec8372f2a9e81bcc46d62567f3	>HG02572_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02572#1#CM088156.1:4714713-4757248 genomic_strand:-	HG02572#1#CM088156.1:4723323-4732780	0	24468	33926	9458	374025def4a326cff287b1a7987ccb6e6c525d7d961335286934f45731289f70	type2
7p22.1	HG02572	pat	HG02572_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02572_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02572_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	5ef92d96ea7f595bc012dc1ea8d69163581ae5ec8372f2a9e81bcc46d62567f3	>HG02572_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02572#1#CM088156.1:4714713-4757248 genomic_strand:-	HG02572#1#CM088156.1:4714819-4724277	0	32971	42430	9459	a6fb926dc25c0acb7bb037048600938f4c55b8ca3b879dfa191989c5e3ff665a	type2
7p22.1	HG02583	h1	HG02583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	535cd165eeba81a4b6dc9d7d81920b275522b0495ae73ab5eadfb327a00797b7	>HG02583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02583#1#CM089491.1:4710184-4752795 genomic_strand:-	HG02583#1#CM089491.1:4718794-4728251	0	24544	34002	9458	374025def4a326cff287b1a7987ccb6e6c525d7d961335286934f45731289f70	type2
7p22.1	HG02583	h1	HG02583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1.fa	535cd165eeba81a4b6dc9d7d81920b275522b0495ae73ab5eadfb327a00797b7	>HG02583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02583#1#CM089491.1:4710184-4752795 genomic_strand:-	HG02583#1#CM089491.1:4710290-4719748	0	33047	42506	9459	988ffcfe5c9e94d737a35ae08fc7fc20bea6d819e786b93f3b130f94ae3b2bac	type2
7p22.1	HG02587	h1	HG02587_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	1	2	HG02587_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part1	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG02587_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	32b7487141015f8dacdf39c6bca1b5ed842831de7ede48e300beb8435dd318b7	>HG02587_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG02587#1#haplotype1-0000006#0:156480996-156599243 genomic_strand:-	HG02587#1#haplotype1-0000006#0:156589178-156598636	500	107	9566	9459	705c7845f5a1dbcc1235c3236f4a995709d38e97ff698d7834948f7783e9bf8d	type2
7p22.1	HG02587	h1	HG02587_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	2	2	HG02587_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part2	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG02587_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	32b7487141015f8dacdf39c6bca1b5ed842831de7ede48e300beb8435dd318b7	>HG02587_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG02587#1#haplotype1-0000006#0:156480996-156599243 genomic_strand:-	HG02587#1#haplotype1-0000006#0:156580674-156590132	500	8611	18070	9459	f1dae56f01ee31eda142d654fc4fd64498c148eb3b3356a358da68aec3e4e378	type2
7p22.1	HG02615	mat	HG02615_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02615_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02615_mat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	44a2990ad1655397ab342888fb4ba2ce02237f0819494a82a93087f215079a10	>HG02615_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02615#2#CM086694.1:4715045-4757575 genomic_strand:-	HG02615#2#CM086694.1:4723655-4733112	0	24463	33921	9458	374025def4a326cff287b1a7987ccb6e6c525d7d961335286934f45731289f70	type2
7p22.1	HG02615	mat	HG02615_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02615_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02615_mat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	44a2990ad1655397ab342888fb4ba2ce02237f0819494a82a93087f215079a10	>HG02615_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02615#2#CM086694.1:4715045-4757575 genomic_strand:-	HG02615#2#CM086694.1:4715151-4724609	0	32966	42425	9459	72b18153fb48d06944067a92b157b520da2c78918dd82fbf3504d3abb4270dbc	type2
7p22.1	HG02615	pat	HG02615_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02615_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02615_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	c924d2aff3694f53fb70ef54a958087c548b25eb578c31c172c2d2799f84991a	>HG02615_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02615#1#CM086672.1:4721690-4764232 genomic_strand:-	HG02615#1#CM086672.1:4730300-4739757	0	24475	33933	9458	374025def4a326cff287b1a7987ccb6e6c525d7d961335286934f45731289f70	type2
7p22.1	HG02615	pat	HG02615_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02615_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02615_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	c924d2aff3694f53fb70ef54a958087c548b25eb578c31c172c2d2799f84991a	>HG02615_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02615#1#CM086672.1:4721690-4764232 genomic_strand:-	HG02615#1#CM086672.1:4721796-4731254	0	32978	42437	9459	1e8d68dddc9e83a39aa9ecc1157b5a3ccaa911c07ae81ab94ad4c9dfe2a99fa2	type2
7p22.1	HG02630	pat	HG02630_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02630_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02630_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	f0cd2611f0ec2af248252cd511168288cbbc0ab949c5ecb74b6bbf9813317a76	>HG02630_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02630#1#JAHAOQ020000007.1:4713928-4756481 genomic_strand:-	HG02630#1#JAHAOQ020000007.1:4722538-4731995	0	24486	33944	9458	3575c25239b324d30c1503a7c0f5864f97cef1d3d1e3a8e3aa665d499b795e65	type2
7p22.1	HG02630	pat	HG02630_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02630_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02630_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	f0cd2611f0ec2af248252cd511168288cbbc0ab949c5ecb74b6bbf9813317a76	>HG02630_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02630#1#JAHAOQ020000007.1:4713928-4756481 genomic_strand:-	HG02630#1#JAHAOQ020000007.1:4714034-4723492	0	32989	42448	9459	6b3d83149db1dfb357e3e17525d129d853328e81feff0f35e69ee0652587b745	type2
7p22.1	HG02647	pat	HG02647_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02647_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02647_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	f91c11138aaecfdfbda1841e3b5facb60d8f83208cebc0057de7918098a86365	>HG02647_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02647#1#JBHDSP010000071.1:4708414-4750984 genomic_strand:-	HG02647#1#JBHDSP010000071.1:4717024-4726481	0	24503	33961	9458	6d65babcc4c53fa0af0aa1f9822bd9e04971fe186ba0bfa70b639a9ac6997577	type2
7p22.1	HG02647	pat	HG02647_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02647_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02647_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	f91c11138aaecfdfbda1841e3b5facb60d8f83208cebc0057de7918098a86365	>HG02647_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02647#1#JBHDSP010000071.1:4708414-4750984 genomic_strand:-	HG02647#1#JBHDSP010000071.1:4708520-4717978	0	33006	42465	9459	6b3d83149db1dfb357e3e17525d129d853328e81feff0f35e69ee0652587b745	type2
7p22.1	HG02666	h2	HG02666_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	1	2	HG02666_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part1	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG02666_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	4bbc7256fce73ec22335abfbe6b4e6ad7e15382fbc027e3977f7d3c1cc9d29fd	>HG02666_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG02666#2#haplotype2-0000073#0:156219584-156337938 genomic_strand:-	HG02666#2#haplotype2-0000073#0:156327874-156337331	500	107	9565	9458	374025def4a326cff287b1a7987ccb6e6c525d7d961335286934f45731289f70	type2
7p22.1	HG02666	h2	HG02666_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	2	2	HG02666_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI_part2	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_7p22.1/HG02666_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13.fa	4bbc7256fce73ec22335abfbe6b4e6ad7e15382fbc027e3977f7d3c1cc9d29fd	>HG02666_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI|HG02666#2#haplotype2-0000073#0:156219584-156337938 genomic_strand:-	HG02666#2#haplotype2-0000073#0:156319370-156328828	500	8610	18069	9459	1e8d68dddc9e83a39aa9ecc1157b5a3ccaa911c07ae81ab94ad4c9dfe2a99fa2	type2
7p22.1	HG02668	pat	HG02668_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02668_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02668_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	37975d37442f540276be290ef5ad89ef33bcc5d5d581a6273ba8e152042eacae	>HG02668_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02668#1#CM088867.1:4767874-4810420 genomic_strand:-	HG02668#1#CM088867.1:4776484-4785941	0	24479	33937	9458	374025def4a326cff287b1a7987ccb6e6c525d7d961335286934f45731289f70	type2
7p22.1	HG02668	pat	HG02668_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02668_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02668_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	37975d37442f540276be290ef5ad89ef33bcc5d5d581a6273ba8e152042eacae	>HG02668_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02668#1#CM088867.1:4767874-4810420 genomic_strand:-	HG02668#1#CM088867.1:4767980-4777438	0	32982	42441	9459	1e8d68dddc9e83a39aa9ecc1157b5a3ccaa911c07ae81ab94ad4c9dfe2a99fa2	type2
7p22.1	HG02698	pat	HG02698_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02698_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02698_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	e2aa7f9282b25387d62aa4b0801fc7126f40577e1f2b8049b4ed508bf157f53b	>HG02698_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02698#1#CM086826.1:4709408-4751953 genomic_strand:-	HG02698#1#CM086826.1:4718018-4727475	0	24478	33936	9458	8b01933a350f0aa1c59483e8de0972b0fcb343daabc70a8318fcf56c6dc0d1f8	type2
7p22.1	HG02698	pat	HG02698_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02698_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02698_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	e2aa7f9282b25387d62aa4b0801fc7126f40577e1f2b8049b4ed508bf157f53b	>HG02698_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02698#1#CM086826.1:4709408-4751953 genomic_strand:-	HG02698#1#CM086826.1:4709514-4718972	0	32981	42440	9459	f4c450cb51d050a540c519ee45e2bee86c2369e9389b4f4b0868d8a411dea666	type2
7p22.1	HG02717	mat	HG02717_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02717_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02717_mat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	3c414b2691bd6c34cfd7a483f3f8d28d4ee7ffc78193c647fbb81eb98848603a	>HG02717_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02717#2#CM088972.1:4712023-4754564 genomic_strand:-	HG02717#2#CM088972.1:4720633-4730091	0	24473	33932	9459	705c7845f5a1dbcc1235c3236f4a995709d38e97ff698d7834948f7783e9bf8d	type2
7p22.1	HG02717	mat	HG02717_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02717_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02717_mat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	3c414b2691bd6c34cfd7a483f3f8d28d4ee7ffc78193c647fbb81eb98848603a	>HG02717_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02717#2#CM088972.1:4712023-4754564 genomic_strand:-	HG02717#2#CM088972.1:4712129-4721587	0	32977	42436	9459	f1dae56f01ee31eda142d654fc4fd64498c148eb3b3356a358da68aec3e4e378	type2
7p22.1	HG02717	pat	HG02717_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02717_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02717_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	a80c05f307de6f95cece0bc6f405478846df731e9e354bdce0062309e29111b9	>HG02717_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02717#1#CM088959.1:4725572-4768108 genomic_strand:-	HG02717#1#CM088959.1:4734182-4743639	0	24469	33927	9458	374025def4a326cff287b1a7987ccb6e6c525d7d961335286934f45731289f70	type2
7p22.1	HG02717	pat	HG02717_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	2	2	HG02717_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part2	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02717_pat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	a80c05f307de6f95cece0bc6f405478846df731e9e354bdce0062309e29111b9	>HG02717_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02717#1#CM088959.1:4725572-4768108 genomic_strand:-	HG02717#1#CM088959.1:4725678-4735136	0	32972	42431	9459	a6fb926dc25c0acb7bb037048600938f4c55b8ca3b879dfa191989c5e3ff665a	type2
7p22.1	HG02723	mat	HG02723_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	1	2	HG02723_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI_part1	historical_source/Documents/HML2_project_data/processed_loci/HML-2_7p22.1/HG02723_mat_hprc_r2_v1.0.1_HML-2_7p22.1.fa	06861831f57baa98c5715c7117e94404e68de7e972ed0b473b18254d76edfd03	>HG02723_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI assembly_coords:HG02723#2#CM092013.1:4716024-4758566 genomic_strand:-	HG02723#2#CM092013.1:4724634-4734091	0	24475	33933	9458	374025def4a326cff287b1a7987ccb6e6c525d7d961335286934f45731289f70	type2
