locus	array	sample	haplotype	copy_a	copy_b	substitutions	callable_bases	clock_assumption	rate_slow_per_site_per_My	rate_fast_per_site_per_My	sensitivity_point_age_low_My	sensitivity_point_age_high_My	exact_poisson95_age_lower_at_fast_rate_My	exact_poisson95_age_upper_at_fast_rate_My	exact_poisson95_age_lower_at_slow_rate_My	exact_poisson95_age_upper_at_slow_rate_My	zero_one_sided95_upper_at_fast_rate_My	zero_one_sided95_upper_at_slow_rate_My
7p22.1	HG02809_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02809	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02841_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02841	pat	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG02841_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02841	pat	1	3	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG02841_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02841	pat	2	3	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG02886_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02886	mat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG02886_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02886	pat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG02976_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02976	h1	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG02984_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG02984	mat	1	2	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG03009_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03009	h2	1	2	12	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35390400353904006	0.6635700066357001	0.18286736293510927	0.6181990724228256	0.34287630550332987	1.159123260792798		
7p22.1	HG03041_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03041	pat	1	2	2	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05897617362585516	0.11058032554847842	0.007142288232600985	0.21304221714213142	0.013391790436126847	0.39945415714149646		
7p22.1	HG03065_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03065	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG03130_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03130	h1	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG03209_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03209	h2	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG03270_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03270	h1	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG03369_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03369	h1	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG03369_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03369	h2	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG03371_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03371	h1	1	2	4	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.11796800117968001	0.22119000221190002	0.032142309920410624	0.3020449362354552	0.06026683110076993	0.5663342554414785		
7p22.1	HG03371_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03371	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG03453_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03453	pat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG03456_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03456	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG03456_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03456	h2	1	2	7	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.20644400206444002	0.38708250387082505	0.08300119594543584	0.425353546020862	0.1556272423976922	0.7975378987891163		
7p22.1	HG03470_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03470	h2	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG03471_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h1	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	1	3	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	1	4	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	2	3	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	2	4	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG03471_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03471	h2	3	4	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG03516_mat_hprc_r2_v1.1.0_HML-2_7p22.1_MULTI	HG03516	mat	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG03521_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03521	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG03579_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03579	pat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG03583_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h1	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG03583_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03583	h2	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG03654_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03654	mat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	1	3	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG03669_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03669	mat	2	3	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG03688_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03688	mat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	HG03704_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03704	pat	1	2	12	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35390400353904006	0.6635700066357001	0.18286736293510927	0.6181990724228256	0.34287630550332987	1.159123260792798		
7p22.1	HG03732_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h1	1	2	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG03732_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	1	2	9	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.26542800265428	0.49767750497677504	0.12137058460158749	0.5038650284279045	0.22756984612797654	0.9447469283023209		
7p22.1	HG03784_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h1	1	2	12	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35390400353904006	0.6635700066357001	0.18286736293510927	0.6181990724228256	0.34287630550332987	1.159123260792798		
7p22.1	HG03784_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03784	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG03831_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	mat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG03831_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03831	pat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	1	3	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG03834_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03834	pat	2	3	1	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.02948808681292758	0.05529016277423921	0.0007465737197537699	0.16429710400268044	0.0013998257245383186	0.30805707000502586		
7p22.1	HG03927_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG03927	mat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG04115_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	mat	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	1	3	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	1	4	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	1	5	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	1	6	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	2	3	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	2	4	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	2	5	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	2	6	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	3	4	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	3	5	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	3	6	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	4	5	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	4	6	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04115_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04115	pat	5	6	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	HG04160_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04160	pat	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG04187_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG04187	mat	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	HG04217_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG04217	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	HG06807_mat_v1.0.genbank_HML-2_7p22.1_MULTI	HG06807	mat	1	2	13	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.38339600383396005	0.7188675071886751	0.2041422249061064	0.65561884297453	0.38276667169894946	1.2292853305772438		
7p22.1	NA12329_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA12329	h1	1	2	0	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.10877799758533663	0.0	0.2039587454725062	0.088338413350849	0.16563452503284187
7p22.1	NA18508_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18508	h1	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA18522_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18522	h1	1	2	11	7536	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32436895494220336	0.6081917905166314	0.16192381361278707	0.5803856603356321	0.3036071505239758	1.0882231131293103		
7p22.1	NA18565_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18565	h2	1	2	10	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.29492000294920007	0.5529750055297501	0.14142560484059374	0.5423683858148722	0.2651730090761133	1.0169407234028853		
7p22.1	NA18620_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18620	h1	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18620_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18620	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18906_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18906	pat	1	2	8	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.23593600235936002	0.44238000442380004	0.101860419575271	0.4648879811308211	0.19098828670363313	0.8716649646202895		
7p22.1	NA18939_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA18939	h1	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18939_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA18939	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18944_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18944	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18948_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18948	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18952_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18952	h1	1	2	12	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.35390400353904006	0.6635700066357001	0.18286736293510927	0.6181990724228256	0.34287630550332987	1.159123260792798		
7p22.1	NA18952_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18952	h2	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
7p22.1	NA18959_hap1_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	NA18959	h1	1	2	11	7535	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.32441200324412006	0.6082725060827251	0.16194530317000178	0.5804626856389281	0.30364744344375333	1.0883675355729903		
