key	alignment	record	original_locus	locus	sample	haplotype	newly_admitted	candidate_source_count	ID_Full	Source_Identifier	source_binding_basis	copy_suffixed_record	physical_locus_changed_from_extraction	aligned_canonical_bases	aligned_sequence_sha256
p0153	21p13_carrier_kcon.aln.fa	NA19443_hap1#c4	21p13	21p13	NA19443	h1	1	5	NA19443_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt4	NA19443#1#CM089453.1:10941-18605	unique_full_query_zero_mismatch_source_alignment	1	0	6204	695f1833166ab02d0367ba040700204b0aa5cb3b5e84a3f2974cc39995ac5c23
p0154	21p13_carrier_kcon.aln.fa	NA19468_hap1#c2	21p13	21p13	NA19468	h1	1	2	NA19468_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA19468#1#CM087829.1:15540-23180	unique_full_query_zero_mismatch_source_alignment	1	0	6208	479d6dcd9e9d04a22885fd02f6fed6fd83267972c0c98fc17544b2631344cd28
p0155	21p13_carrier_kcon.aln.fa	NA19468_hap2#c1	21p13	21p13	NA19468	h2	1	5	NA19468_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA19468#2#CM087840.1:12125-19789	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d180982eef99196b824183c16569c0c723451b2bbb9e348ff943b9c665371b50
p0156	21p13_carrier_kcon.aln.fa	NA19468_hap2#c2	21p13	21p13	NA19468	h2	1	5	NA19468_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA19468#2#CM087845.1:14947-22607	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e28e63c161fb25fc58064390205aea1cadbc2a53fa433f6448e962ae50b8cb28
p0157	21p13_carrier_kcon.aln.fa	NA19700_hap1#c1	21p13	21p13	NA19700	h1	1	3	NA19700_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA19700#1#CM089628.1:18616-26288	unique_full_query_zero_mismatch_source_alignment	1	0	6208	0b3f29227404e83107d4047881338222c121a99a5648f9127fedd35a1c58dd18
p0158	21p13_carrier_kcon.aln.fa	NA20346_hap2#c2	21p13	21p13	NA20346	h2	1	2	NA20346_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA20346#2#CM094268.1:7567-15207	unique_full_query_zero_mismatch_source_alignment	1	0	6208	479d6dcd9e9d04a22885fd02f6fed6fd83267972c0c98fc17544b2631344cd28
p0159	21p13_carrier_kcon.aln.fa	NA20503_hap1#c2	21p13	21p13	NA20503	h1	1	2	NA20503_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA20503#1#CM102466.1:18926-26591	unique_full_query_zero_mismatch_source_alignment	1	0	6205	b8ce8abe51bc64fabba73be624e163d56c3445e5bf8cb70910c429ce775b09b1
p0160	21p13_carrier_kcon.aln.fa	NA20503_hap2#c2	21p13	21p13	NA20503	h2	1	2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA20503#2#CM102484.1:13704-21372	unique_full_query_zero_mismatch_source_alignment	1	0	6208	806e1fd0650219fa6d31cc758107652caa5229728677c113306107a47c2c0727
p0161	21p13_carrier_kcon.aln.fa	NA20752_hap1#c1	21p13	21p13	NA20752	h1	1	2	NA20752_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA20752#1#CM099776.1:25475-33147	unique_full_query_zero_mismatch_source_alignment	1	0	6208	ce16c099b3ee8b329c00b0b5a3c3c18332c1228fa827e9e3606948aaa5cbea91
p0162	21p13_carrier_kcon.aln.fa	NA20752_hap2#c4	21p13	21p13	NA20752	h2	1	4	NA20752_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt4	NA20752#2#CM099794.1:19234-26899	unique_full_query_zero_mismatch_source_alignment	1	0	6205	b8ce8abe51bc64fabba73be624e163d56c3445e5bf8cb70910c429ce775b09b1
p0163	21p13_carrier_kcon.aln.fa	NA20806_hap1#c2	21p13	21p13	NA20806	h1	1	3	NA20806_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA20806#1#CM102449.1:19220-26888	unique_full_query_zero_mismatch_source_alignment	1	0	6208	24d18df694d9fe737a79b153357b7781e59925b243fc91628e6133276cb5eec2
p0164	21p13_carrier_kcon.aln.fa	NA20806_hap1#c3	21p13	21p13	NA20806	h1	1	3	NA20806_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt3	NA20806#1#CM102454.1:19732-27401	unique_full_query_zero_mismatch_source_alignment	1	0	6205	b8ce8abe51bc64fabba73be624e163d56c3445e5bf8cb70910c429ce775b09b1
p0165	21p13_carrier_kcon.aln.fa	NA20806_hap2#c1	21p13	21p13	NA20806	h2	1	2	NA20806_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA20806#2#CM102508.1:14405-22065	unique_full_query_zero_mismatch_source_alignment	1	0	6208	91c2a9cee30235b404f9414d6a56604ddf94fa060db7eef868874a48c1cc7f8b
p0166	21p13_carrier_kcon.aln.fa	NA20827_hap1#c1	21p13	21p13	NA20827	h1	1	3	NA20827_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA20827#1#CM102551.1:17903-25571	unique_full_query_zero_mismatch_source_alignment	1	0	6208	91c2a9cee30235b404f9414d6a56604ddf94fa060db7eef868874a48c1cc7f8b
p0167	21p13_carrier_kcon.aln.fa	NA20827_hap1#c3	21p13	21p13	NA20827	h1	1	3	NA20827_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt3	NA20827#1#CM102552.1:23324-30992	unique_full_query_zero_mismatch_source_alignment	1	0	6208	ccc259d81e7fc3ccf2870def9d20b1521c7ba3466860e0a0585ea1f4196fb6ba
p0168	21p13_carrier_kcon.aln.fa	NA20905_hap2#c1	21p13	21p13	NA20905	h2	1	2	NA20905_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA20905#2#CM087517.1:20433-28101	unique_full_query_zero_mismatch_source_alignment	1	0	6208	608ec913606cbe9132bf14a67d55fd06cf676d47970989157eb223437a3f460d
p0169	21p13_carrier_kcon.aln.fa	NA20905_hap2#c2	21p13	21p13	NA20905	h2	1	2	NA20905_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA20905#2#CM087518.1:17798-25466	unique_full_query_zero_mismatch_source_alignment	1	0	6208	ed931b5ddea8176ca5cd2085e336c5774391f5bd8d5dea7acf6068719ffa8f0b
p0170	21p13_carrier_kcon.aln.fa	NA21102_hap2#c1	21p13	21p13	NA21102	h2	1	5	NA21102_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA21102#2#CM094452.1:14890-22550	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d91ccf69c7f3ef47860e22dacf4514066640e67878c61510930edcdb2cc0fa01
p0171	21p13_carrier_kcon.aln.fa	NA21102_hap2#c2	21p13	21p13	NA21102	h2	1	5	NA21102_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt2	NA21102#2#CM094455.1:8412-16080	unique_full_query_zero_mismatch_source_alignment	1	0	6208	9b5f26fd48fadca3f5490ed5ce4aa4a5627494421f9855babd16b6ba49c24f34
p0172	21p13_carrier_kcon.aln.fa	NA21106_hap1#c1	21p13	21p13	NA21106	h1	1	2	NA21106_hap1_hprc_r2_v1.0.1_HML-2_21p13_alt1	NA21106#1#CM089563.1:8497-16169	unique_full_query_zero_mismatch_source_alignment	1	0	6208	c90e3402fc2aff4952e0f1cbfdeacf073963c51eab58a148482a362a2a303973
p0173	21p13_carrier_kcon.aln.fa	NA21110_hap2#c3	21p13	21p13	NA21110	h2	1	3	NA21110_hap2_hprc_r2_v1.0.1_HML-2_21p13_alt3	NA21110#2#CM089688.1:14212-21876	unique_full_query_zero_mismatch_source_alignment	1	0	6204	4e11f8ab54e1fd2e48a3d5fa33aa9b8ddaac175e860a7469191dd445600f5140
p0174	22p13_carrier_kcon.aln.fa	HG00097_hap2	22p13	22p13	HG00097	h2	1	1	HG00097_hap2_hprc_r2_v1.0.1_HML-2_22p13	HG00097#2#CM094088.1:9329-16993	unique_full_query_zero_mismatch_source_alignment	0	0	6208	769e0eb45adba1749a87d3a82b5c9f20ed60bd4e3df0e975b84599371f2149f5
p0175	22p13_carrier_kcon.aln.fa	HG00128_hap1	22p13	22p13	HG00128	h1	1	1	HG00128_hap1_hprc_r2_v1.0.1_HML-2_22p13	HG00128#1#CM090087.1:9973-17641	unique_full_query_zero_mismatch_source_alignment	0	0	6208	365864a756a3ce9341ffae518141bea0341486030774477b6c214e10b8380957
p0176	22p13_carrier_kcon.aln.fa	HG00140_hap2#c1	22p13	22p13	HG00140	h2	1	2	HG00140_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG00140#2#CM087143.1:20052-27716	unique_full_query_zero_mismatch_source_alignment	1	0	6208	769e0eb45adba1749a87d3a82b5c9f20ed60bd4e3df0e975b84599371f2149f5
p0177	22p13_carrier_kcon.aln.fa	HG00235_hap2#c2	22p13	22p13	HG00235	h2	1	2	HG00235_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG00235#2#CM094408.1:18561-26215	unique_full_query_zero_mismatch_source_alignment	1	0	6201	9b72eb4a0bde197f219acb1282956982419f11c7fbbf52d69c8469294bb87e8e
p0178	22p13_carrier_kcon.aln.fa	HG00329_hap2	22p13	22p13	HG00329	h2	1	1	HG00329_hap2_hprc_r2_v1.0.1_HML-2_22p13	HG00329#2#CM094246.1:14066-21738	unique_full_query_zero_mismatch_source_alignment	0	0	6208	7f1d6f43cfca57b5a7c2550705ad28f2204e77e2ba6e42aff7a277e3b1435cd6
p0179	22p13_carrier_kcon.aln.fa	HG00423_pat#c1	22p13	22p13	HG00423	pat	1	2	HG00423_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG00423#1#CM089411.1:11372-19040	unique_full_query_zero_mismatch_source_alignment	1	0	6208	ab3c6a9eb9cba47862b5ef719d4fb301b99740c4cc801cfc7ef836fff7b37934
p0180	22p13_carrier_kcon.aln.fa	HG00423_pat#c2	22p13	22p13	HG00423	pat	1	2	HG00423_pat_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG00423#1#CM089407.1:22584-30251	unique_full_query_zero_mismatch_source_alignment	1	0	6207	fb00bb0b7524158bb78b8c841524d40d3519c7ef678b02b4462855b1e3013638
p0181	22p13_carrier_kcon.aln.fa	HG00438_mat	22p13	22p13	HG00438	mat	1	1	HG00438_mat_hprc_r2_v1.0.1_HML-2_22p13	HG00438#2#CM089202.1:8868-16540	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
p0182	22p13_carrier_kcon.aln.fa	HG00558_mat#c2	22p13	22p13	HG00558	mat	1	2	HG00558_mat_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG00558#2#CM088531.1:14866-22533	unique_full_query_zero_mismatch_source_alignment	1	0	6208	7b8de5a2527dc1670be6a5c3a6f2a53c523ba709d9e19ff8acf5089b63f2b4e6
p0183	22p13_carrier_kcon.aln.fa	HG00621_mat#c1	22p13	22p13	HG00621	mat	1	2	HG00621_mat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG00621#2#CM087875.1:17483-25151	unique_full_query_zero_mismatch_source_alignment	1	0	6208	26413955171a73e978565e12af182131e5a6f62da56cf5928608c60e78a4f087
p0184	22p13_carrier_kcon.aln.fa	HG01150_mat	22p13	22p13	HG01150	mat	1	1	HG01150_mat_hprc_r2_v1.0.1_HML-2_22p13	HG01150#2#CM088621.1:19979-27639	unique_full_query_zero_mismatch_source_alignment	0	0	6208	082b319091034276b50e38c142f22aea127502d1d48e497e76b31d9693e5d967
p0185	22p13_carrier_kcon.aln.fa	HG01150_pat#c1	22p13	22p13	HG01150	pat	1	2	HG01150_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG01150#1#CM088605.1:21316-28984	unique_full_query_zero_mismatch_source_alignment	1	0	6208	f9b6df97df4e10a5e418ebe22f431577e6aeec6a79c4df57a00293f6072f1051
p0186	22p13_carrier_kcon.aln.fa	HG01358_mat#c1	22p13	22p13	HG01358	mat	1	2	HG01358_mat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG01358#2#CM089075.1:14082-21746	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
p0187	22p13_carrier_kcon.aln.fa	HG01358_mat#c2	22p13	22p13	HG01358	mat	1	2	HG01358_mat_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG01358#2#CM089080.1:13115-20779	unique_full_query_zero_mismatch_source_alignment	1	0	6208	082b319091034276b50e38c142f22aea127502d1d48e497e76b31d9693e5d967
p0188	22p13_carrier_kcon.aln.fa	HG01361_pat	22p13	22p13	HG01361	pat	1	1	HG01361_pat_hprc_r2_v1.0.1_HML-2_22p13	HG01361#1#CM089030.1:24871-32543	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
p0189	22p13_carrier_kcon.aln.fa	HG01940_pat	22p13	22p13	HG01940	pat	1	1	HG01940_pat_hprc_r2_v1.0.1_HML-2_22p13	HG01940#1#CM088638.1:14535-22199	unique_full_query_zero_mismatch_source_alignment	0	0	6208	082b319091034276b50e38c142f22aea127502d1d48e497e76b31d9693e5d967
p0190	22p13_carrier_kcon.aln.fa	HG01969_mat	22p13	22p13	HG01969	mat	1	1	HG01969_mat_hprc_r2_v1.0.1_HML-2_22p13	HG01969#2#CM088706.1:24559-32219	unique_full_query_zero_mismatch_source_alignment	0	0	6208	4d07cbd94760d99a717a76f5fe1c0747b2e438a17e625bcc84e6b68e616d66e8
p0191	22p13_carrier_kcon.aln.fa	HG01981_mat	22p13	22p13	HG01981	mat	1	1	HG01981_mat_hprc_r2_v1.0.1_HML-2_22p13	HG01981#2#CM086344.1:18451-26119	unique_full_query_zero_mismatch_source_alignment	0	0	6208	0fab9b8673556d822389d9cbe88eea9d0cd7646c625050c8c0e7eb2ee63f7167
p0192	22p13_carrier_kcon.aln.fa	HG02056_mat#c2	22p13	22p13	HG02056	mat	1	2	HG02056_mat_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG02056#2#CM085889.1:11741-19402	unique_full_query_zero_mismatch_source_alignment	1	0	6205	1b7f7491bd253cbb9ce5c483f95695b349327d353d8c118026938ee6b1f3ea65
p0193	22p13_carrier_kcon.aln.fa	HG02074_mat	22p13	22p13	HG02074	mat	1	1	HG02074_mat_hprc_r2_v1.0.1_HML-2_22p13	HG02074#2#CM088302.1:18286-25954	unique_full_query_zero_mismatch_source_alignment	0	0	6208	ffbff8dca8a12505b297f434c289967ba53e953f7530d8d23c7285429da5786e
p0194	22p13_carrier_kcon.aln.fa	HG02083_pat#c1	22p13	22p13	HG02083	pat	1	2	HG02083_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02083#1#CM086959.1:16227-23903	unique_full_query_zero_mismatch_source_alignment	1	0	6208	070053531cdb0b9e57456cbf806a6fabdad52bb4215bb928d92face84de965c7
p0195	22p13_carrier_kcon.aln.fa	HG02109_pat	22p13	22p13	HG02109	pat	1	1	HG02109_pat_hprc_r2_v1.0.1_HML-2_22p13	HG02109#1#CM092168.1:16478-24139	unique_full_query_zero_mismatch_source_alignment	0	0	6208	8b1a6e47ad8ea41fae472a5e352b0f5b04f089a840b34683b9a6c70c22f9285d
p0196	22p13_carrier_kcon.aln.fa	HG02155_hap1#c1	22p13	22p13	HG02155	h1	1	3	HG02155_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02155#1#CM091918.1:19166-26834	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
p0197	22p13_carrier_kcon.aln.fa	HG02257_mat	22p13	22p13	HG02257	mat	1	1	HG02257_mat_hprc_r2_v1.1.0_HML-2_22p13	HG02257#2#CM089267.1:12029-19697	unique_full_query_zero_mismatch_source_alignment	0	0	6208	365864a756a3ce9341ffae518141bea0341486030774477b6c214e10b8380957
p0198	22p13_carrier_kcon.aln.fa	HG02258_mat#c1	22p13	22p13	HG02258	mat	1	2	HG02258_mat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02258#2#CM085843.1:9597-17262	unique_full_query_zero_mismatch_source_alignment	1	0	6208	8b1a6e47ad8ea41fae472a5e352b0f5b04f089a840b34683b9a6c70c22f9285d
p0199	22p13_carrier_kcon.aln.fa	HG02392_hap1#c1	22p13	22p13	HG02392	h1	1	2	HG02392_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02392#1#CM099888.1:15364-23036	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e267f0ffc015d250f733f34a03a2ba4fc3a7d55400fc97c0d601dab89fba059d
p0200	22p13_carrier_kcon.aln.fa	HG02523_pat	22p13	22p13	HG02523	pat	1	1	HG02523_pat_hprc_r2_v1.0.1_HML-2_22p13	HG02523#1#CM086928.1:15321-22993	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
p0201	22p13_carrier_kcon.aln.fa	HG02559_pat	22p13	22p13	HG02559	pat	1	1	HG02559_pat_hprc_r2_v1.0.1_HML-2_22p13	HG02559#1#CM088241.1:12576-20240	unique_full_query_zero_mismatch_source_alignment	0	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
p0202	22p13_carrier_kcon.aln.fa	HG02583_hap2#c2	22p13	22p13	HG02583	h2	1	2	HG02583_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG02583#2#CM089526.1:8450-16090	unique_full_query_zero_mismatch_source_alignment	1	0	6208	cc22f92fc23845250d89ed056919e1b39b5a6ec0e6ebab86cae274c70ea14261
p0203	22p13_carrier_kcon.aln.fa	HG02602_mat	22p13	22p13	HG02602	mat	1	1	HG02602_mat_hprc_r2_v1.0.1_HML-2_22p13	HG02602#2#CM099707.1:24578-32568	unique_full_query_zero_mismatch_source_alignment	0	0	6208	e267f0ffc015d250f733f34a03a2ba4fc3a7d55400fc97c0d601dab89fba059d
p0204	22p13_carrier_kcon.aln.fa	HG02809_pat#c1	22p13	22p13	HG02809	pat	1	2	HG02809_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG02809#1#CM088351.1:21020-28688	unique_full_query_zero_mismatch_source_alignment	1	0	6208	1b4fc40ee88002d6789cc81d82c5ad2bd3d685cbdec12da06dae29ca8dfc0589
p0205	22p13_carrier_kcon.aln.fa	HG02841_mat#c3	22p13	22p13	HG02841	mat	1	3	HG02841_mat_hprc_r2_v1.0.1_HML-2_22p13_alt3	HG02841#2#CM098683.1:19813-27469	unique_full_query_zero_mismatch_source_alignment	1	0	6208	e795e4afbbe9d602c0312bbc43e57878699cfb65fb20b79e1b0908ce9b6e2bec
p0206	22p13_carrier_kcon.aln.fa	HG02965_hap1	22p13	22p13	HG02965	h1	1	1	HG02965_hap1_hprc_r2_v1.0.1_HML-2_22p13	HG02965#1#CM087353.1:8954-16626	unique_full_query_zero_mismatch_source_alignment	0	0	6208	e23d6262a6af13741a921f30ac37ef6ee60046633d639e9aeea4fa3ce7bf3e79
p0207	22p13_carrier_kcon.aln.fa	HG02984_mat	22p13	22p13	HG02984	mat	1	1	HG02984_mat_hprc_r2_v1.0.1_HML-2_22p13	HG02984#2#CM098815.1:10140-17808	unique_full_query_zero_mismatch_source_alignment	0	0	6208	919753f4d240f221ba0861ab6df87ae142b0e9e825bf67bc820b37147a6a354c
p0208	22p13_carrier_kcon.aln.fa	HG03041_mat	22p13	22p13	HG03041	mat	1	1	HG03041_mat_hprc_r2_v1.0.1_HML-2_22p13	HG03041#2#CM088742.1:19886-27554	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
p0209	22p13_carrier_kcon.aln.fa	HG03130_hap2	22p13	22p13	HG03130	h2	1	1	HG03130_hap2_hprc_r2_v1.0.1_HML-2_22p13	HG03130#2#CM087276.1:12579-20255	unique_full_query_zero_mismatch_source_alignment	0	0	6208	04c6d65e7591d64046f3a20fd92b357c0e149972203819cb7e03c125ef6c2984
p0210	22p13_carrier_kcon.aln.fa	HG03139_hap1	22p13	22p13	HG03139	h1	1	1	HG03139_hap1_hprc_r2_v1.0.1_HML-2_22p13	HG03139#1#CM091865.1:8015-15691	unique_full_query_zero_mismatch_source_alignment	0	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
p0211	22p13_carrier_kcon.aln.fa	HG03195_hap2	22p13	22p13	HG03195	h2	1	1	HG03195_hap2_hprc_r2_v1.0.1_HML-2_22p13	HG03195#2#CM087092.1:15672-23336	unique_full_query_zero_mismatch_source_alignment	0	0	6208	0b82fdf9c5b25d2ab2947045ee19ba90dc0905e3cb1ded1655ad99d8ad149301
p0212	22p13_carrier_kcon.aln.fa	HG03209_hap1#c2	22p13	22p13	HG03209	h1	1	2	HG03209_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt2	HG03209#1#CM087226.1:19932-27596	unique_full_query_zero_mismatch_source_alignment	1	0	6208	28d1202eb0f52910afbc69ab83941f731f07ea8b5d28d1ef70e047f5894c213a
p0213	22p13_carrier_kcon.aln.fa	HG03470_hap1	22p13	22p13	HG03470	h1	1	1	HG03470_hap1_hprc_r2_v1.0.1_HML-2_22p13	HG03470#1#CM091834.1:17032-24696	unique_full_query_zero_mismatch_source_alignment	0	0	6208	d38799721260d96286ae5172478629f143c813b0ee0844a84c5c279290b05d86
p0214	22p13_carrier_kcon.aln.fa	HG03742_hap1	22p13	22p13	HG03742	h1	1	1	HG03742_hap1_hprc_r2_v1.0.1_HML-2_22p13	HG03742#1#CM087635.1:11069-18741	unique_full_query_zero_mismatch_source_alignment	0	0	6208	070053531cdb0b9e57456cbf806a6fabdad52bb4215bb928d92face84de965c7
p0215	22p13_carrier_kcon.aln.fa	HG03816_pat#c1	22p13	22p13	HG03816	pat	1	2	HG03816_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG03816#1#CM100038.1:18308-25980	unique_full_query_zero_mismatch_source_alignment	1	0	6208	90ac5db274542658b9e5b2c2d211f69f0358bf82d204690ecd50cc5536568937
p0216	22p13_carrier_kcon.aln.fa	HG04157_pat#c1	22p13	22p13	HG04157	pat	1	2	HG04157_pat_hprc_r2_v1.0.1_HML-2_22p13_alt1	HG04157#1#CM088422.1:23211-30875	unique_full_query_zero_mismatch_source_alignment	1	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
p0217	22p13_carrier_kcon.aln.fa	NA18570_hap2#c1	22p13	22p13	NA18570	h2	1	2	NA18570_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18570#2#CM087685.1:16102-23778	unique_full_query_zero_mismatch_source_alignment	1	0	6208	fd55975ab803221d6556d9472e6be6ded9f114b2b2ee86ef5a749c6f0e3aaa7d
p0218	22p13_carrier_kcon.aln.fa	NA18944_hap1	22p13	22p13	NA18944	h1	1	1	NA18944_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA18944#1#CM101656.1:7451-15123	unique_full_query_zero_mismatch_source_alignment	0	0	6208	d3fd53638b73bca07c37ddc36e5cfdb1246eafb6a98425b84981e4738e57be21
p0219	22p13_carrier_kcon.aln.fa	NA18945_hap2#c1	22p13	22p13	NA18945	h2	1	2	NA18945_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18945#2#CM101639.1:14870-22538	unique_full_query_zero_mismatch_source_alignment	1	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
p0220	22p13_carrier_kcon.aln.fa	NA18959_hap1	22p13	22p13	NA18959	h1	1	1	NA18959_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA18959#1#CM101555.1:11358-19026	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
p0221	22p13_carrier_kcon.aln.fa	NA18960_hap1#c2	22p13	22p13	NA18960	h1	1	2	NA18960_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt2	NA18960#1#CM101537.1:11996-19664	unique_full_query_zero_mismatch_source_alignment	1	0	6208	a15d3d8ada6607f017d2bb4aecbd7e42ce52f45dc28286b1f67bf78bcbf996b2
p0222	22p13_carrier_kcon.aln.fa	NA18970_hap1	22p13	22p13	NA18970	h1	1	1	NA18970_hap1_hprc_r2_v1.0.1_HML-2_22p13	NA18970#1#CM101474.1:8983-16659	unique_full_query_zero_mismatch_source_alignment	0	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
p0223	22p13_carrier_kcon.aln.fa	NA18970_hap2#c1	22p13	22p13	NA18970	h2	1	2	NA18970_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18970#2#CM101493.1:13607-21275	unique_full_query_zero_mismatch_source_alignment	1	0	6208	70efd46e2918266297eed1e3b3368ffa59141a036cd6252bd112cab5e224caf1
p0224	22p13_carrier_kcon.aln.fa	NA18970_hap2#c2	22p13	22p13	NA18970	h2	1	2	NA18970_hap2_hprc_r2_v1.0.1_HML-2_22p13_alt2	NA18970#2#CM101486.1:16300-23954	unique_full_query_zero_mismatch_source_alignment	1	0	6201	5da94f7779096d124130b8db58ab6bb188d7caae02f549b0a1d304188e5e5a96
p0225	22p13_carrier_kcon.aln.fa	NA18971_hap1#c1	22p13	22p13	NA18971	h1	1	3	NA18971_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18971#1#CM087302.1:14894-22562	unique_full_query_zero_mismatch_source_alignment	1	0	6208	bf12fa3d4fa5906ce87c84a92f5e2f1275b12553beb9465b6c7a678535fae565
p0226	22p13_carrier_kcon.aln.fa	NA18976_hap1#c1	22p13	22p13	NA18976	h1	1	2	NA18976_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA18976#1#CM089760.1:11042-18710	unique_full_query_zero_mismatch_source_alignment	1	0	6208	5aeb2dbf3a0f98cd73a82e7ee1c3cfdc2fd4dd0a6b5bdabc3f542891aab4cae4
p0227	22p13_carrier_kcon.aln.fa	NA18976_hap2	22p13	22p13	NA18976	h2	1	1	NA18976_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA18976#2#CM089769.1:9978-17646	unique_full_query_zero_mismatch_source_alignment	0	0	6208	852eb082e275a9093598e601b017af9e16726a52bfe1be2726a8fecb2a988af9
p0228	22p13_carrier_kcon.aln.fa	NA18982_hap2	22p13	22p13	NA18982	h2	1	1	NA18982_hap2_hprc_r2_v1.0.1_HML-2_22p13	NA18982#2#CM101459.1:13186-20858	unique_full_query_zero_mismatch_source_alignment	0	0	6208	46c4f37ca05fb7f9b6dd29a389a35bc1fed0315c4bd2158b650e80853ee0643b
p0229	22p13_carrier_kcon.aln.fa	NA19036_hap1#c1	22p13	22p13	NA19036	h1	1	3	NA19036_hap1_hprc_r2_v1.0.1_HML-2_22p13_alt1	NA19036#1#CM089731.1:9510-17178	unique_full_query_zero_mismatch_source_alignment	1	0	6208	7a6d0c3fb158c70f9f7197afb31f781c5d46589fc22025c8cde9ecd33bcc76b0
