region	key	locus	sample	best_distance	nearest_loci
internal	p0340	4q35.2_hg38	HG01258	0.0015168752370117557	4p16.3a
internal	p0341	4q35.2_hg38	HG01258	0.0015168752370117557	4p16.3a
internal	p0342	4q35.2_hg38	HG01261	0.0015168752370117557	4p16.3a
internal	p0343	4q35.2_hg38	HG01346	0.0015168752370117557	4p16.3a
internal	p0344	4q35.2_hg38	HG01358	0.0017064846416382253	4p16.3a
internal	p0345	4q35.2_hg38	HG01361	0.001557329180455519	4p16.3a
internal	p0346	4q35.2_hg38	HG01433	0.0015168752370117557	4p16.3a
internal	p0347	4q35.2_hg38	HG01530	0.0015168752370117557	4p16.3a
internal	p0348	4q35.2_hg38	HG01784	0.0015168752370117557	4p16.3a
internal	p0349	4q35.2_hg38	HG01786	0.0017077798861480076	4p16.3a
internal	p0350	4q35.2_hg38	HG01928	0.0015168752370117557	4p16.3a
internal	p0351	4q35.2_hg38	HG01940	0.0015168752370117557	4p16.3a
internal	p0352	4q35.2_hg38	HG01940	0.0015168752370117557	4p16.3a
internal	p0353	4q35.2_hg38	HG01952	0.0015168752370117557	4p16.3a
internal	p0354	4q35.2_hg38	HG01981	0.0015168752370117557	4p16.3a
internal	p0355	4q35.2_hg38	HG01981	0.0015168752370117557	4p16.3a
internal	p0356	4q35.2_hg38	HG01993	0.0015168752370117557	4p16.3a
internal	p0357	4q35.2_hg38	HG01993	0.0015168752370117557	4p16.3a
internal	p0358	4q35.2_hg38	HG02004	0.0015168752370117557	4p16.3a
internal	p0359	4q35.2_hg38	HG02015	0.0017064846416382253	4p16.3a
internal	p0360	4q35.2_hg38	HG02040	0.0015168752370117557	4p16.3a
internal	p0361	4q35.2_hg38	HG02074	0.0015168752370117557	4p16.3a
internal	p0362	4q35.2_hg38	HG02074	0.0017064846416382253	4p16.3a
internal	p0363	4q35.2_hg38	HG02129	0.0017064846416382253	4p16.3a
internal	p0364	4q35.2_hg38	HG02132	0.0015168752370117557	4p16.3a
internal	p0365	4q35.2_hg38	HG02155	0.0017064846416382253	4p16.3a
internal	p0366	4q35.2_hg38	HG02165	0.0017064846416382253	4p16.3a
internal	p0367	4q35.2_hg38	HG02165	0.0017064846416382253	4p16.3a
internal	p0368	4q35.2_hg38	HG02178	0.0015168752370117557	4p16.3a
internal	p0369	4q35.2_hg38	HG02178	0.0017064846416382253	4p16.3a
internal	p0370	4q35.2_hg38	HG02280	0.0015168752370117557	4p16.3a
internal	p0371	4q35.2_hg38	HG02391	0.0015168752370117557	4p16.3a
internal	p0372	4q35.2_hg38	HG02392	0.0015168752370117557	4p16.3a
internal	p0373	4q35.2_hg38	HG02523	0.0015168752370117557	4p16.3a
internal	p0374	4q35.2_hg38	HG02602	0.0015168752370117557	4p16.3a
internal	p0375	4q35.2_hg38	HG02630	0.0015168752370117557	4p16.3a
internal	p0376	4q35.2_hg38	HG02735	0.0015168752370117557	4p16.3a
internal	p0377	4q35.2_hg38	HG02738	0.0015168752370117557	4p16.3a
internal	p0378	4q35.2_hg38	HG02886	0.0015168752370117557	4p16.3a
internal	p0379	4q35.2_hg38	HG03017	0.0015168752370117557	4p16.3a
internal	p0380	4q35.2_hg38	HG03017	0.0015168752370117557	4p16.3a
internal	p0381	4q35.2_hg38	HG03239	0.0015168752370117557	4p16.3a
internal	p0382	4q35.2_hg38	HG03516	0.0015168752370117557	4p16.3a
internal	p0383	4q35.2_hg38	HG03540	0.0015168752370117557	4p16.3a
internal	p0384	4q35.2_hg38	HG03579	0.0015168752370117557	4p16.3a
internal	p0385	4q35.2_hg38	HG03654	0.0017064846416382253	4p16.3a
internal	p0386	4q35.2_hg38	HG03742	0.002085703450891164	4p16.3a
internal	p0387	4q35.2_hg38	HG03831	0.002085703450891164	4p16.3a
internal	p0388	4q35.2_hg38	HG03831	0.0015168752370117557	4p16.3a
internal	p0389	4q35.2_hg38	HG03874	0.0015168752370117557	4p16.3a
internal	p0390	4q35.2_hg38	HG03874	0.0017064846416382253	4p16.3a
internal	p0391	4q35.2_hg38	HG03927	0.0017064846416382253	4p16.3a
internal	p0392	4q35.2_hg38	HG03927	0.0015168752370117557	4p16.3a
internal	p0393	4q35.2_hg38	NA18505	0.0015168752370117557	4p16.3a
internal	p0394	4q35.2_hg38	NA18508	0.0017064846416382253	4p16.3a
internal	p0395	4q35.2_hg38	NA18565	0.0015168752370117557	4p16.3a
internal	p0396	4q35.2_hg38	NA18565	0.0015168752370117557	4p16.3a
internal	p0397	4q35.2_hg38	NA18570	0.0015168752370117557	4p16.3a
internal	p0398	4q35.2_hg38	NA18608	0.0015168752370117557	4p16.3a
internal	p0399	4q35.2_hg38	NA18940	0.0017064846416382253	4p16.3a
internal	p0400	4q35.2_hg38	NA18940	0.0017064846416382253	4p16.3a
internal	p0401	4q35.2_hg38	NA18943	0.0015168752370117557	4p16.3a
internal	p0402	4q35.2_hg38	NA18960	0.0017064846416382253	4p16.3a
internal	p0403	4q35.2_hg38	NA18967	0.0015168752370117557	4p16.3a
internal	p0404	4q35.2_hg38	NA18971	0.0015168752370117557	4p16.3a
internal	p0405	4q35.2_hg38	NA18971	0.0015168752370117557	4p16.3a
internal	p0406	4q35.2_hg38	NA18974	0.0015168752370117557	4p16.3a
internal	p0407	4q35.2_hg38	NA18974	0.0015168752370117557	4p16.3a
internal	p0408	4q35.2_hg38	NA18982	0.0015168752370117557	4p16.3a
internal	p0409	4q35.2_hg38	NA18983	0.0017064846416382253	4p16.3a
internal	p0410	4q35.2_hg38	NA18983	0.0017064846416382253	4p16.3a
internal	p0411	4q35.2_hg38	NA19087	0.0015168752370117557	4p16.3a
internal	p0412	4q35.2_hg38	NA19087	0.0015168752370117557	4p16.3a
internal	p0413	4q35.2_hg38	NA19159	0.0015168752370117557	4p16.3a
internal	p0414	4q35.2_hg38	NA19776	0.0015168752370117557	4p16.3a
internal	p0415	4q35.2_hg38	NA19776	0.0015168752370117557	4p16.3a
internal	p0416	4q35.2_hg38	NA20503	0.004749240121580547	4p16.3a
internal	p0417	4q35.2_hg38	NA20752	0.0015168752370117557	4p16.3a
internal	p0418	4q35.2_hg38	NA20752	0.0015168752370117557	4p16.3a
internal	p0419	4q35.2_hg38	NA20805	0.0022753128555176336	4p16.3a
internal	p0420	4q35.2_hg38	NA20806	0.0015168752370117557	4p16.3a
internal	p0421	4q35.2_hg38	NA20827	0.0015180265654648956	4p16.3a
internal	p0422	4q35.2_hg38	NA20850	0.0017064846416382253	4p16.3a
internal	p0423	4q35.2_hg38	NA20850	0.0017064846416382253	4p16.3a
internal	p0424	4q35.2_hg38	NA21102	0.0017064846416382253	4p16.3a
internal	p0425	4q35.2_hg38	NA21110	0.0015168752370117557	4p16.3a
internal	p0426	4q35.2_hg38	NA21110	0.0017064846416382253	4p16.3a
internal	p0427	4q35.2_hg38	NA21144	0.0015168752370117557	4p16.3a
internal	p0428	15p13a	NA20355	0.0007588692847656991	21p13|22p13|4p16.3a
internal	p0429	22p13	HG00514	0.0	15p13a|21p13|4p16.3a
internal	p0430	4q35.2_hg38	HG00171	0.0015168752370117557	4p16.3a
internal	p0431	4q35.2_hg38	HG00268	0.0015180265654648956	4p16.3a
internal	p0432	4q35.2_hg38	HG00268	0.0015180265654648956	4p16.3a
internal	p0433	4q35.2_hg38	HG00512	0.0020904599011782594	4p16.3a
internal	p0434	4q35.2_hg38	HG00731	0.0017064846416382253	4p16.3a
internal	p0435	4q35.2_hg38	HG01114	0.002089268755935423	4p16.3a
internal	p0436	4q35.2_hg38	HG01457	0.0015168752370117557	4p16.3a
internal	p0437	4q35.2_hg38	HG01505	0.0017064846416382253	4p16.3a
internal	p0438	4q35.2_hg38	HG01596	0.0015168752370117557	4p16.3a
internal	p0439	4q35.2_hg38	HG02492	0.0015168752370117557	4p16.3a
internal	p0440	4q35.2_hg38	HG02554	0.0015168752370117557	4p16.3a
internal	p0441	4q35.2_hg38	HG02554	0.0015168752370117557	4p16.3a
internal	p0442	4q35.2_hg38	HG03009	0.0015168752370117557	4p16.3a
internal	p0443	4q35.2_hg38	HG03065	0.0015168752370117557	4p16.3a
internal	p0444	4q35.2_hg38	HG03456	0.0017064846416382253	4p16.3a
internal	p0445	4q35.2_hg38	HG03732	0.0015168752370117557	4p16.3a
internal	p0446	4q35.2_hg38	HG03807	0.0017064846416382253	4p16.3a
internal	p0447	4q35.2_hg38	NA12329	0.0015168752370117557	4p16.3a
internal	p0448	4q35.2_hg38	NA18939	0.0015168752370117557	4p16.3a
internal	p0449	4q35.2_hg38	NA19239	0.0015168752370117557	4p16.3a
internal	p0450	4q35.2_hg38	NA19650	0.0015168752370117557	4p16.3a
internal	p0451	4q35.2_hg38	NA20509	0.0015168752370117557	4p16.3a
internal	p0452	4q35.2_hg38	NA20509	0.0015168752370117557	4p16.3a
internal	p0453	4q35.2_hg38	NA24385	0.0017064846416382253	4p16.3a
3p_LTR	p0000	15p13a	HG00099	0.0	21p13|22p13|4p16.3a
3p_LTR	p0001	15p13a	HG00323	0.0	21p13|22p13|4p16.3a
3p_LTR	p0002	15p13a	HG00558	0.0	21p13|22p13|4p16.3a
3p_LTR	p0003	15p13a	HG00642	0.0	22p13|4p16.3a
3p_LTR	p0004	15p13a	HG00658	0.0	21p13|22p13|4p16.3a
3p_LTR	p0005	15p13a	HG00738	0.0	21p13|22p13|4p16.3a
3p_LTR	p0006	15p13a	HG01123	0.0	21p13|22p13|4p16.3a
3p_LTR	p0007	15p13a	HG01150	0.0	21p13|22p13|4p16.3a
3p_LTR	p0008	15p13a	HG01167	0.0	21p13|22p13
3p_LTR	p0009	15p13a	HG01175	0.0	22p13|4p16.3a
3p_LTR	p0010	15p13a	HG01346	0.0	21p13|22p13|4p16.3a
3p_LTR	p0011	15p13a	HG01928	0.0	21p13|22p13|4p16.3a
3p_LTR	p0012	15p13a	HG01943	0.0	21p13|22p13|4p16.3a
3p_LTR	p0013	15p13a	HG01975	0.0	21p13|22p13|4p16.3a
3p_LTR	p0014	15p13a	HG02392	0.0	21p13|22p13|4p16.3a
3p_LTR	p0015	15p13a	HG02451	0.0	21p13|22p13|4p16.3a
3p_LTR	p0016	15p13a	HG02583	0.0	21p13|22p13
3p_LTR	p0017	15p13a	HG02922	0.011093502377179081	21p13|22p13
3p_LTR	p0018	15p13a	HG02965	0.001584786053882726	21p13|22p13|4p16.3a
3p_LTR	p0019	15p13a	HG02984	0.0	21p13|22p13|4p16.3a
3p_LTR	p0020	15p13a	HG03139	0.001584786053882726	21p13|22p13|4p16.3a
3p_LTR	p0021	15p13a	HG03195	0.0	21p13|22p13|4p16.3a
3p_LTR	p0022	15p13a	HG03521	0.0	21p13|22p13|4p16.3a
3p_LTR	p0023	15p13a	HG03579	0.001584786053882726	21p13|22p13|4p16.3a
3p_LTR	p0024	15p13a	HG03710	0.0	21p13|22p13|4p16.3a
3p_LTR	p0025	15p13a	HG03834	0.0	21p13|22p13|4p16.3a
3p_LTR	p0026	15p13a	HG03834	0.0	21p13|22p13|4p16.3a
3p_LTR	p0027	15p13a	HG03874	0.0	21p13|22p13
3p_LTR	p0028	15p13a	HG03874	0.0	21p13|22p13|4p16.3a
3p_LTR	p0029	15p13a	HG04160	0.0	21p13|22p13
3p_LTR	p0030	15p13a	NA18508	0.0	21p13|22p13|4p16.3a
3p_LTR	p0031	15p13a	NA18570	0.0	21p13|22p13|4p16.3a
3p_LTR	p0032	15p13a	NA18879	0.0	21p13|22p13|4p16.3a
3p_LTR	p0033	15p13a	NA18879	0.0	21p13|22p13|4p16.3a
3p_LTR	p0034	15p13a	NA18906	0.001584786053882726	21p13|22p13
3p_LTR	p0035	15p13a	NA18945	0.0	21p13|22p13|4p16.3a
3p_LTR	p0036	15p13a	NA18959	0.0	21p13|22p13|4p16.3a
3p_LTR	p0037	15p13a	NA18960	0.0	21p13|22p13|4p16.3a
3p_LTR	p0038	15p13a	NA18960	0.0	21p13|22p13|4p16.3a
3p_LTR	p0039	15p13a	NA18967	0.0	21p13|22p13
3p_LTR	p0040	15p13a	NA18967	0.0	21p13|22p13|4p16.3a
3p_LTR	p0041	15p13a	NA18970	0.0	21p13|22p13|4p16.3a
3p_LTR	p0042	15p13a	NA18971	0.0	21p13|22p13|4p16.3a
3p_LTR	p0043	15p13a	NA18974	0.0	21p13|22p13|4p16.3a
3p_LTR	p0044	15p13a	NA19159	0.0	22p13
3p_LTR	p0045	15p13a	NA19185	0.001584786053882726	21p13|22p13|4p16.3a
3p_LTR	p0046	15p13a	NA19468	0.001584786053882726	21p13|22p13|4p16.3a
3p_LTR	p0047	15p13a	NA19909	0.0	22p13|4p16.3a
3p_LTR	p0048	15p13a	NA20129	0.0	21p13|22p13|4p16.3a
3p_LTR	p0049	15p13a	NA20503	0.0	21p13|22p13
3p_LTR	p0050	15p13a	NA20762	0.0	21p13|22p13|4p16.3a
3p_LTR	p0051	15p13a	NA20806	0.0	21p13|22p13|4p16.3a
3p_LTR	p0052	15p13a	NA20827	0.0	21p13|22p13|4p16.3a
3p_LTR	p0053	15p13a	NA20827	0.001584786053882726	21p13|22p13
3p_LTR	p0054	21p13	HG00097	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0055	21p13	HG00097	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0056	21p13	HG00133	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0057	21p13	HG00140	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0058	21p13	HG00140	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0059	21p13	HG00235	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0060	21p13	HG00235	0.0	15p13a|22p13
3p_LTR	p0061	21p13	HG00253	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0062	21p13	HG00272	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0063	21p13	HG00280	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0064	21p13	HG00321	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0065	21p13	HG00321	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0066	21p13	HG00329	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0067	21p13	HG00544	0.0	15p13a|22p13
3p_LTR	p0068	21p13	HG00544	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0069	21p13	HG00544	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0070	21p13	HG00558	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0071	21p13	HG00639	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0072	21p13	HG00642	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0073	21p13	HG01071	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0074	21p13	HG01123	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0075	21p13	HG01123	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0076	21p13	HG01175	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0077	21p13	HG01346	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0078	21p13	HG01361	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0079	21p13	HG01433	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0080	21p13	HG01784	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0081	21p13	HG01784	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0082	21p13	HG01884	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0083	21p13	HG01884	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0084	21p13	HG01928	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0085	21p13	HG01969	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0086	21p13	HG02015	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0087	21p13	HG02040	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0088	21p13	HG02055	0.0	4p16.3a
3p_LTR	p0089	21p13	HG02056	0.0	15p13a|22p13
3p_LTR	p0090	21p13	HG02074	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0091	21p13	HG02083	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0092	21p13	HG02083	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0093	21p13	HG02109	0.001584786053882726	15p13a
3p_LTR	p0094	21p13	HG02132	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0095	21p13	HG02132	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0096	21p13	HG02132	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0097	21p13	HG02155	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0098	21p13	HG02165	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0099	21p13	HG02514	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0100	21p13	HG02523	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0101	21p13	HG02559	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0102	21p13	HG02572	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0103	21p13	HG02583	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0104	21p13	HG02602	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0105	21p13	HG02602	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0106	21p13	HG02615	0.001584786053882726	15p13a|22p13
3p_LTR	p0107	21p13	HG02723	0.001584786053882726	15p13a|22p13|4p16.3a
3p_LTR	p0108	21p13	HG02723	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0109	21p13	HG02723	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0110	21p13	HG02984	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0111	21p13	HG02984	0.0	15p13a|4p16.3a
3p_LTR	p0112	21p13	HG02984	0.001584786053882726	15p13a|22p13|4p16.3a
3p_LTR	p0113	21p13	HG03130	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0114	21p13	HG03139	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0115	21p13	HG03195	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0116	21p13	HG03239	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0117	21p13	HG03270	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0118	21p13	HG03470	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0119	21p13	HG03516	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0120	21p13	HG03688	0.001584786053882726	15p13a|22p13
3p_LTR	p0121	21p13	HG03704	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0122	21p13	HG03710	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0123	21p13	HG03742	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0124	21p13	HG03742	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0125	21p13	HG03816	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0126	21p13	HG03834	0.0	15p13a|22p13
3p_LTR	p0127	21p13	HG03927	0.001584786053882726	15p13a|22p13|4p16.3a
3p_LTR	p0128	21p13	HG04115	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0129	21p13	HG04160	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0130	21p13	HG04199	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0131	21p13	NA18505	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0132	21p13	NA18522	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0133	21p13	NA18879	0.0	22p13
3p_LTR	p0134	21p13	NA18940	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0135	21p13	NA18940	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0136	21p13	NA18943	0.0	15p13a|22p13
3p_LTR	p0137	21p13	NA18943	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0138	21p13	NA18943	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0139	21p13	NA18959	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0140	21p13	NA18959	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0141	21p13	NA18967	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0142	21p13	NA18970	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0143	21p13	NA18970	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0144	21p13	NA18970	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0145	21p13	NA18982	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0146	21p13	NA18982	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0147	21p13	NA19087	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0148	21p13	NA19087	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0149	21p13	NA19185	0.0	15p13a|22p13
3p_LTR	p0150	21p13	NA19338	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0151	21p13	NA19338	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0152	21p13	NA19391	0.001584786053882726	15p13a|22p13|4p16.3a
3p_LTR	p0153	21p13	NA19443	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0154	21p13	NA19468	0.0	22p13
3p_LTR	p0155	21p13	NA19468	0.0	22p13
3p_LTR	p0156	21p13	NA19468	0.0	15p13a|22p13
3p_LTR	p0157	21p13	NA19700	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0158	21p13	NA20346	0.0	22p13
3p_LTR	p0159	21p13	NA20503	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0160	21p13	NA20503	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0161	21p13	NA20752	0.0	15p13a|22p13
3p_LTR	p0162	21p13	NA20752	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0163	21p13	NA20806	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0164	21p13	NA20806	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0165	21p13	NA20806	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0166	21p13	NA20827	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0167	21p13	NA20827	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0168	21p13	NA20905	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0169	21p13	NA20905	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0170	21p13	NA21102	0.0	15p13a|22p13
3p_LTR	p0171	21p13	NA21102	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0172	21p13	NA21106	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0173	21p13	NA21110	0.0	15p13a|22p13|4p16.3a
3p_LTR	p0174	22p13	HG00097	0.0	15p13a|21p13
3p_LTR	p0175	22p13	HG00128	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0176	22p13	HG00140	0.0	15p13a|21p13
3p_LTR	p0177	22p13	HG00235	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0178	22p13	HG00329	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0179	22p13	HG00423	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0180	22p13	HG00423	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0181	22p13	HG00438	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0182	22p13	HG00558	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0183	22p13	HG00621	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0184	22p13	HG01150	0.0	15p13a|21p13
3p_LTR	p0185	22p13	HG01150	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0186	22p13	HG01358	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0187	22p13	HG01358	0.0	15p13a|21p13
3p_LTR	p0188	22p13	HG01361	0.0	15p13a|21p13
3p_LTR	p0189	22p13	HG01940	0.0	15p13a|21p13
3p_LTR	p0190	22p13	HG01969	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0191	22p13	HG01981	0.0	15p13a|21p13
3p_LTR	p0192	22p13	HG02056	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0193	22p13	HG02074	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0194	22p13	HG02083	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0195	22p13	HG02109	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0196	22p13	HG02155	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0197	22p13	HG02257	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0198	22p13	HG02258	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0199	22p13	HG02392	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0200	22p13	HG02523	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0201	22p13	HG02559	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0202	22p13	HG02583	0.0	21p13
3p_LTR	p0203	22p13	HG02602	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0204	22p13	HG02809	0.003169572107765452	15p13a
3p_LTR	p0205	22p13	HG02841	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0206	22p13	HG02965	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0207	22p13	HG02984	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0208	22p13	HG03041	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0209	22p13	HG03130	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0210	22p13	HG03139	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0211	22p13	HG03195	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0212	22p13	HG03209	0.0	15p13a
3p_LTR	p0213	22p13	HG03470	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0214	22p13	HG03742	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0215	22p13	HG03816	0.0	15p13a|4p16.3a
3p_LTR	p0216	22p13	HG04157	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0217	22p13	NA18570	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0218	22p13	NA18944	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0219	22p13	NA18945	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0220	22p13	NA18959	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0221	22p13	NA18960	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0222	22p13	NA18970	0.0	15p13a|21p13
3p_LTR	p0223	22p13	NA18970	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0224	22p13	NA18970	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0225	22p13	NA18971	0.001584786053882726	15p13a|21p13|4p16.3a
3p_LTR	p0226	22p13	NA18976	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0227	22p13	NA18976	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0228	22p13	NA18982	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0229	22p13	NA19036	0.006339144215530904	15p13a|21p13|4p16.3a
3p_LTR	p0230	22p13	NA19043	0.0037593984962406013	4p16.3a
3p_LTR	p0231	22p13	NA19159	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0232	22p13	NA19391	0.0	21p13
3p_LTR	p0233	22p13	NA19682	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0234	22p13	NA19776	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0235	22p13	NA20129	0.001584786053882726	21p13
3p_LTR	p0236	22p13	NA20503	0.0	15p13a|21p13
3p_LTR	p0237	22p13	NA20762	0.001584786053882726	15p13a|4p16.3a
3p_LTR	p0238	22p13	NA20762	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0239	22p13	NA20799	0.0	15p13a|21p13
3p_LTR	p0240	22p13	NA20827	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0241	22p13	NA20827	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0242	22p13	NA20850	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0243	22p13	NA21093	0.0	15p13a|21p13|4p16.3a
3p_LTR	p0244	22p13	NA21102	0.0	15p13a|21p13
